,Condition,Image,Match,Mismatch_Type,Word_1st,Word_2nd
0,FIX,NA,NA,NA,NA,NA
1,LIST_1W,BlackHouse_1.jpg,match,0,QXSW,HOUSE
2,LIST_1W,GreenShoe_2.jpg,mismatch,3,ZBXLV,BOAT
3,LIST_1W,BlueCar_1.jpg,mismatch,3,ZBXLV,SHOE
4,LIST_1W,PinkLeaf_3.jpg,match,0,XKQ,LEAF
5,LIST_1W,GreenBoat_1.jpg,mismatch,3,QXSW,BONE
6,LIST_2W,PinkSquare_2.jpg,mismatch,2,PLANE,HOUSE
7,LIST_2W,BlueCup_1.jpg,match,0,CUP,FORK
8,LIST_2W,BlueBag_2.jpg,mismatch,1,LAMP,SQUARE
9,LIST_2W,PinkBone_1.jpg,mismatch,1,CUP,SHOE
10,LIST_2W,BlueCross_3.jpg,match,0,CROSS,LEAF
11,COMP_1W,RedTree_3.jpg,mismatch,3,ZBXLV,LAMP
12,COMP_1W,RedLock_3.jpg,mismatch,2,WVCNZ,HOUSE
13,COMP_1W,BrownBoat_3.jpg,mismatch,1,ZBXLV,LEAF
14,COMP_1W,BrownBell_1.jpg,match,0,XKQ,BELL
15,COMP_1W,RedLock_3.jpg,match,0,WVCNZ,LOCK
16,COMP_2W,BrownBone_2.jpg,match,0,BROWN,BONE
17,COMP_2W,PinkNote_2.jpg,match,0,PINK,NOTE
18,COMP_2W,PinkBag_3.jpg,mismatch,2,RED,BAG
19,COMP_2W,BrownDisc_1.jpg,match,0,BROWN,DISC
20,COMP_2W,BlueShoe_3.jpg,mismatch,1,BLUE,SQUARE
21,FIX,NA,NA,NA,NA,NA
22,LIST_2W,RedLamp_1.jpg,match,0,LAMP,CROSS
23,LIST_2W,RedBag_2.jpg,match,0,LAMP,BAG
24,LIST_2W,PinkLamp_2.jpg,match,0,LAMP,BELL
25,LIST_2W,GreenCane_3.jpg,match,0,HOUSE,CANE
26,LIST_2W,GreenTree_2.jpg,mismatch,3,BOAT,LEAF
27,COMP_2W,PinkLamp_3.jpg,mismatch,2,BROWN,LAMP
28,COMP_2W,RedCup_1.jpg,mismatch,2,BLUE,CUP
29,COMP_2W,RedLeaf_2.jpg,match,0,RED,LEAF
30,COMP_2W,GreenCross_1.jpg,mismatch,2,BROWN,CROSS
31,COMP_2W,BlackSquare_2.jpg,match,0,BLACK,SQUARE
32,LIST_1W,RedBow_1.jpg,mismatch,1,WVCNZ,PLANE
33,LIST_1W,GreenNote_1.jpg,mismatch,3,WVCNZ,BOAT
34,LIST_1W,BrownBone_2.jpg,match,0,WVCNZ,BONE
35,LIST_1W,BrownDisc_3.jpg,mismatch,3,QXSW,SQUARE
36,LIST_1W,BlackCross_1.jpg,match,0,MTPV,CROSS
37,COMP_1W,RedBow_1.jpg,match,0,ZBXLV,BOW
38,COMP_1W,BlueBow_2.jpg,mismatch,2,XKQ,HOUSE
39,COMP_1W,BlueShoe_3.jpg,mismatch,1,XKQ,LOCK
40,COMP_1W,RedPlane_3.jpg,match,0,WVCNZ,PLANE
41,COMP_1W,GreenBag_2.jpg,mismatch,3,MTPV,BOW
42,FIX,NA,NA,NA,NA,NA
43,COMP_1W,BrownBoat_3.jpg,match,0,RJDNW,BOAT
44,COMP_1W,BrownShoe_1.jpg,mismatch,3,QXSW,NOTE
45,COMP_1W,GreenCross_1.jpg,mismatch,1,ZBXLV,HAND
46,COMP_1W,RedShoe_1.jpg,match,0,QXSW,SHOE
47,COMP_1W,BlackCross_3.jpg,match,0,MTPV,CROSS
48,LIST_1W,PinkDisc_3.jpg,mismatch,3,QXSW,BOW
49,LIST_1W,BrownHand_1.jpg,mismatch,2,ZBXLV,BAG
50,LIST_1W,BlueCar_3.jpg,match,0,WVCNZ,CAR
51,LIST_1W,BlueFlag_1.jpg,match,0,QXSW,FLAG
52,LIST_1W,RedBow_1.jpg,mismatch,1,WVCNZ,LEAF
53,COMP_2W,BrownKey_3.jpg,match,0,BROWN,KEY
54,COMP_2W,BlackNote_3.jpg,mismatch,3,RED,DISC
55,COMP_2W,BlackCup_1.jpg,match,0,BLACK,CUP
56,COMP_2W,PinkFlag_2.jpg,mismatch,3,BLUE,BOW
57,COMP_2W,PinkLamp_2.jpg,match,0,PINK,LAMP
58,LIST_2W,PinkStar_1.jpg,match,0,LAMP,STAR
59,LIST_2W,BlueShoe_2.jpg,mismatch,2,PLANE,CROSS
60,LIST_2W,GreenCross_3.jpg,match,0,CROSS,CAR
61,LIST_2W,BlueLeaf_1.jpg,mismatch,3,CUP,DISC
62,LIST_2W,RedHeart_2.jpg,mismatch,2,LAMP,CUP
63,FIX,NA,NA,NA,NA,NA
64,COMP_2W,PinkCup_2.jpg,match,0,PINK,CUP
65,COMP_2W,PinkStar_1.jpg,match,0,PINK,STAR
66,COMP_2W,BrownPlane_1.jpg,mismatch,3,PINK,TREE
67,COMP_2W,BrownBow_1.jpg,mismatch,1,BROWN,LEAF
68,COMP_2W,RedCane_1.jpg,mismatch,3,PINK,SQUARE
69,COMP_1W,BlackCane_2.jpg,match,0,ZBXLV,CANE
70,COMP_1W,PinkLock_3.jpg,match,0,ZBXLV,LOCK
71,COMP_1W,RedBow_3.jpg,mismatch,1,QXSW,HAND
72,COMP_1W,PinkCup_2.jpg,mismatch,1,ZBXLV,BELL
73,COMP_1W,BrownPlane_2.jpg,mismatch,3,ZBXLV,SHOE
74,LIST_2W,BlackTree_3.jpg,match,0,BOAT,TREE
75,LIST_2W,BlackCross_1.jpg,mismatch,2,BOAT,CANE
76,LIST_2W,PinkCar_3.jpg,mismatch,1,LAMP,FORK
77,LIST_2W,BlackBoat_1.jpg,match,0,BOAT,FLAG
78,LIST_2W,BlueHand_2.jpg,mismatch,1,PLANE,LEAF
79,LIST_1W,PinkTree_3.jpg,mismatch,3,QXSW,NOTE
80,LIST_1W,GreenDisc_2.jpg,match,0,RJDNW,DISC
81,LIST_1W,GreenCross_3.jpg,mismatch,2,ZBXLV,HOUSE
82,LIST_1W,PinkHouse_1.jpg,mismatch,1,XKQ,STAR
83,LIST_1W,BlueCross_1.jpg,match,0,QXSW,CROSS
84,FIX,NA,NA,NA,NA,NA
