,Condition,Image,Match,Mismatch_Type,Word_1st,Word_2nd
0,FIX,NA,NA,NA,NA,NA
1,LIST_2W,RedCup_2.jpg,match,0,CUP,BAG
2,LIST_2W,BlueTree_2.jpg,mismatch,3,CROSS,STAR
3,LIST_2W,BlueBoat_1.jpg,mismatch,3,PLANE,NOTE
4,LIST_2W,RedKey_2.jpg,mismatch,3,CUP,CROSS
5,LIST_2W,BrownCar_1.jpg,match,0,CROSS,CAR
6,COMP_1W,BlackBow_1.jpg,match,0,MTPV,BOW
7,COMP_1W,RedPlane_2.jpg,mismatch,3,XKQ,CROSS
8,COMP_1W,GreenCar_2.jpg,match,0,WVCNZ,CAR
9,COMP_1W,BlueBell_1.jpg,mismatch,2,RJDNW,CAR
10,COMP_1W,BlueFork_1.jpg,match,0,RJDNW,FORK
11,COMP_2W,GreenBow_2.jpg,mismatch,1,GREEN,BOAT
12,COMP_2W,GreenLeaf_3.jpg,mismatch,1,GREEN,PLANE
13,COMP_2W,BlueDisc_3.jpg,match,0,BLUE,DISC
14,COMP_2W,RedCup_1.jpg,mismatch,3,BLACK,KEY
15,COMP_2W,PinkCross_2.jpg,match,0,PINK,CROSS
16,LIST_1W,PinkCup_2.jpg,mismatch,2,ZBXLV,SQUARE
17,LIST_1W,BlackLock_2.jpg,match,0,QXSW,LOCK
18,LIST_1W,BlackDisc_2.jpg,mismatch,2,WVCNZ,SQUARE
19,LIST_1W,BrownTree_1.jpg,match,0,XKQ,TREE
20,LIST_1W,BlueBell_1.jpg,mismatch,3,RJDNW,LAMP
21,FIX,NA,NA,NA,NA,NA
22,COMP_1W,GreenLeaf_1.jpg,match,0,ZBXLV,LEAF
23,COMP_1W,BlackStar_3.jpg,match,0,RJDNW,STAR
24,COMP_1W,RedCane_2.jpg,match,0,RJDNW,CANE
25,COMP_1W,GreenHand_2.jpg,match,0,ZBXLV,HAND
26,COMP_1W,RedBow_2.jpg,mismatch,1,RJDNW,PLANE
27,LIST_1W,BlueBow_1.jpg,match,0,XKQ,BOW
28,LIST_1W,BrownHeart_2.jpg,mismatch,3,XKQ,CROSS
29,LIST_1W,BlackDisc_1.jpg,match,0,MTPV,DISC
30,LIST_1W,GreenKey_2.jpg,mismatch,3,MTPV,CROSS
31,LIST_1W,BlueDisc_3.jpg,mismatch,1,RJDNW,LEAF
32,LIST_2W,PinkStar_3.jpg,match,0,PLANE,STAR
33,LIST_2W,BrownTree_2.jpg,mismatch,3,BOAT,CANE
34,LIST_2W,PinkHeart_2.jpg,mismatch,2,CUP,BOAT
35,LIST_2W,PinkPlane_3.jpg,match,0,PLANE,TREE
36,LIST_2W,BlackSquare_2.jpg,mismatch,1,CROSS,BOAT
37,COMP_2W,PinkNote_1.jpg,mismatch,2,BROWN,NOTE
38,COMP_2W,BlackCross_3.jpg,match,0,BLACK,CROSS
39,COMP_2W,GreenNote_3.jpg,mismatch,3,BLACK,LAMP
40,COMP_2W,BrownFork_2.jpg,match,0,BROWN,FORK
41,COMP_2W,BlueBell_1.jpg,mismatch,3,PINK,KEY
42,FIX,NA,NA,NA,NA,NA
43,COMP_2W,RedTree_2.jpg,match,0,RED,TREE
44,COMP_2W,BlackSquare_1.jpg,mismatch,1,BLACK,LEAF
45,COMP_2W,BlueLamp_2.jpg,mismatch,1,BLUE,BOW
46,COMP_2W,RedHeart_1.jpg,mismatch,3,GREEN,NOTE
47,COMP_2W,BrownBag_1.jpg,match,0,BROWN,BAG
48,LIST_2W,PinkCross_1.jpg,match,0,CROSS,LAMP
49,LIST_2W,PinkPlane_1.jpg,mismatch,3,BOAT,FLAG
50,LIST_2W,BrownHeart_1.jpg,mismatch,2,BOAT,TREE
51,LIST_2W,RedLeaf_3.jpg,mismatch,1,CUP,LOCK
52,LIST_2W,PinkLock_2.jpg,match,0,LAMP,LOCK
53,LIST_1W,GreenLeaf_1.jpg,mismatch,1,QXSW,LAMP
54,LIST_1W,BlueDisc_3.jpg,mismatch,1,QXSW,BOW
55,LIST_1W,BrownHouse_3.jpg,match,0,ZBXLV,HOUSE
56,LIST_1W,BrownBone_2.jpg,match,0,QXSW,BONE
57,LIST_1W,GreenStar_2.jpg,match,0,QXSW,STAR
58,COMP_1W,PinkHouse_2.jpg,mismatch,1,RJDNW,HEART
