,Condition,Image,Match,Mismatch_Type,Word_1st,Word_2nd
0,FIX,NA,NA,NA,NA,NA
1,COMP_1W,BlueSquare_2.jpg,match,0,ZBXLV,SQUARE
2,COMP_1W,GreenCane_2.jpg,mismatch,1,QXSW,FORK
3,COMP_1W,BrownLeaf_3.jpg,match,0,ZBXLV,LEAF
4,COMP_1W,BlueCross_1.jpg,mismatch,2,QXSW,STAR
5,COMP_1W,BlueCup_2.jpg,mismatch,1,RJDNW,LAMP
6,COMP_2W,RedLock_1.jpg,match,0,RED,LOCK
7,COMP_2W,RedDisc_2.jpg,match,0,RED,DISC
8,COMP_2W,BrownBag_3.jpg,match,0,BROWN,BAG
9,COMP_2W,BlackCar_1.jpg,match,0,BLACK,CAR
10,COMP_2W,BrownHouse_1.jpg,mismatch,3,PINK,DISC
11,LIST_1W,BrownHouse_1.jpg,match,0,MTPV,HOUSE
12,LIST_1W,BlackSquare_2.jpg,mismatch,2,QXSW,BOAT
13,LIST_1W,RedCross_1.jpg,match,0,XKQ,CROSS
14,LIST_1W,PinkBell_1.jpg,mismatch,3,QXSW,DISC
15,LIST_1W,PinkBell_2.jpg,mismatch,3,MTPV,NOTE
16,LIST_2W,BlueLeaf_3.jpg,mismatch,3,CROSS,HOUSE
17,LIST_2W,PinkLeaf_3.jpg,mismatch,1,BOAT,NOTE
18,LIST_2W,BrownCross_1.jpg,match,0,CROSS,BOW
19,LIST_2W,BrownCane_2.jpg,match,0,BOAT,CANE
20,LIST_2W,BlueKey_1.jpg,mismatch,1,LAMP,FLAG
21,FIX,NA,NA,NA,NA,NA
22,COMP_2W,BlackBell_3.jpg,mismatch,3,RED,SQUARE
23,COMP_2W,GreenLeaf_3.jpg,match,0,GREEN,LEAF
24,COMP_2W,BlueBone_2.jpg,mismatch,2,BLUE,BONE
25,COMP_2W,RedCar_3.jpg,match,0,RED,CAR
26,COMP_2W,BrownBone_3.jpg,mismatch,1,BROWN,TREE
27,LIST_2W,BrownLock_1.jpg,match,0,BOAT,LOCK
28,LIST_2W,GreenStar_1.jpg,mismatch,2,LAMP,BOAT
29,LIST_2W,RedStar_3.jpg,match,0,HOUSE,STAR
30,LIST_2W,RedCup_1.jpg,match,0,CUP,NOTE
31,LIST_2W,PinkHouse_1.jpg,mismatch,3,BOAT,DISC
32,COMP_1W,PinkStar_2.jpg,mismatch,2,XKQ,BOAT
33,COMP_1W,BrownBow_3.jpg,mismatch,1,RJDNW,DISC
34,COMP_1W,BrownShoe_2.jpg,match,0,ZBXLV,SHOE
35,COMP_1W,BlueCup_1.jpg,mismatch,2,XKQ,LEAF
36,COMP_1W,BlueKey_3.jpg,match,0,QXSW,KEY
37,LIST_1W,BlackHeart_2.jpg,mismatch,1,WVCNZ,DISC
38,LIST_1W,BlackFlag_1.jpg,match,0,RJDNW,FLAG
39,LIST_1W,PinkLeaf_3.jpg,match,0,RJDNW,LEAF
40,LIST_1W,PinkLeaf_3.jpg,mismatch,3,QXSW,SQUARE
41,LIST_1W,BluePlane_3.jpg,match,0,MTPV,PLANE
42,FIX,NA,NA,NA,NA,NA
43,LIST_1W,BrownBoat_3.jpg,match,0,ZBXLV,BOAT
44,LIST_1W,BlackBone_1.jpg,mismatch,1,RJDNW,TREE
45,LIST_1W,PinkHand_3.jpg,match,0,MTPV,HAND
46,LIST_1W,BlackDisc_3.jpg,match,0,ZBXLV,DISC
47,LIST_1W,PinkLock_3.jpg,mismatch,2,MTPV,BONE
48,COMP_1W,PinkLock_3.jpg,mismatch,3,ZBXLV,CROSS
49,COMP_1W,BlackShoe_3.jpg,mismatch,3,RJDNW,HEART
50,COMP_1W,RedDisc_2.jpg,match,0,XKQ,DISC
51,COMP_1W,BlackCane_1.jpg,match,0,MTPV,CANE
52,COMP_1W,PinkCross_3.jpg,mismatch,2,MTPV,BOW
53,LIST_2W,GreenCane_3.jpg,mismatch,1,CROSS,DISC
54,LIST_2W,BlackBow_3.jpg,match,0,CUP,BOW
55,LIST_2W,BlackHeart_1.jpg,mismatch,2,CUP,BOAT
56,LIST_2W,RedBoat_3.jpg,match,0,BOAT,SQUARE
57,LIST_2W,BrownBone_3.jpg,mismatch,2,HOUSE,BOW
58,COMP_2W,GreenFlag_2.jpg,match,0,GREEN,FLAG
59,COMP_2W,BrownFlag_2.jpg,match,0,BROWN,FLAG
60,COMP_2W,RedLock_1.jpg,mismatch,2,BLACK,LOCK
61,COMP_2W,BlackStar_1.jpg,match,0,BLACK,STAR
62,COMP_2W,PinkLock_2.jpg,mismatch,2,GREEN,LOCK
63,FIX,NA,NA,NA,NA,NA
64,LIST_2W,BlackBoat_1.jpg,match,0,BOAT,PLANE
65,LIST_2W,RedHouse_2.jpg,mismatch,2,BOAT,SHOE
66,LIST_2W,RedLeaf_2.jpg,match,0,HOUSE,LEAF
67,LIST_2W,PinkBell_2.jpg,mismatch,3,LAMP,SQUARE
68,LIST_2W,PinkHand_1.jpg,mismatch,2,HOUSE,BELL
69,LIST_1W,PinkLock_2.jpg,mismatch,3,XKQ,HOUSE
70,LIST_1W,RedStar_1.jpg,match,0,MTPV,STAR
71,LIST_1W,RedHouse_2.jpg,mismatch,3,XKQ,BAG
72,LIST_1W,PinkBag_1.jpg,match,0,WVCNZ,BAG
73,LIST_1W,GreenNote_1.jpg,mismatch,2,ZBXLV,BELL
74,COMP_2W,BlackKey_2.jpg,mismatch,3,BLUE,SQUARE
75,COMP_2W,GreenBell_3.jpg,mismatch,2,BROWN,BELL
76,COMP_2W,BlueCup_2.jpg,match,0,BLUE,CUP
77,COMP_2W,BlackDisc_1.jpg,match,0,BLACK,DISC
78,COMP_2W,PinkLamp_3.jpg,mismatch,3,PINK,NOTE
79,COMP_1W,BlueHeart_2.jpg,mismatch,2,ZBXLV,LOCK
80,COMP_1W,BlueBone_3.jpg,mismatch,3,QXSW,DISC
81,COMP_1W,PinkCar_3.jpg,mismatch,3,QXSW,SQUARE
82,COMP_1W,BrownDisc_1.jpg,match,0,ZBXLV,DISC
83,COMP_1W,PinkHouse_3.jpg,match,0,MTPV,HOUSE
84,FIX,NA,NA,NA,NA,NA
