,Condition,Image,Match,Mismatch_Type,Word_1st,Word_2nd
0,FIX,NA,NA,NA,NA,NA
1,LIST_2W,PinkLamp_2.jpg,mismatch,3,HOUSE,BOAT
2,LIST_2W,BlueLeaf_2.jpg,match,0,HOUSE,LEAF
3,LIST_2W,BlueCross_2.jpg,match,0,CROSS,KEY
4,LIST_2W,BlackSquare_2.jpg,mismatch,2,BOAT,KEY
5,LIST_2W,RedLock_1.jpg,mismatch,1,HOUSE,HAND
6,COMP_1W,BlueBone_1.jpg,mismatch,2,XKQ,BAG
7,COMP_1W,BlueLamp_1.jpg,match,0,RJDNW,LAMP
8,COMP_1W,BrownSquare_1.jpg,mismatch,1,ZBXLV,DISC
9,COMP_1W,BlueSquare_1.jpg,mismatch,2,XKQ,BOAT
10,COMP_1W,RedLock_1.jpg,match,0,QXSW,LOCK
11,COMP_2W,BlueTree_3.jpg,match,0,BLUE,TREE
12,COMP_2W,RedNote_1.jpg,match,0,RED,NOTE
13,COMP_2W,GreenLamp_3.jpg,mismatch,1,GREEN,CAR
14,COMP_2W,BrownLeaf_3.jpg,mismatch,1,BROWN,LOCK
15,COMP_2W,PinkFork_2.jpg,mismatch,2,BLACK,FORK
16,LIST_1W,RedCross_1.jpg,mismatch,3,ZBXLV,HEART
17,LIST_1W,BlueShoe_1.jpg,match,0,ZBXLV,SHOE
18,LIST_1W,GreenCup_2.jpg,mismatch,1,QXSW,BOW
19,LIST_1W,BlackCar_3.jpg,match,0,QXSW,CAR
20,LIST_1W,GreenLeaf_2.jpg,mismatch,3,QXSW,HEART
21,FIX,NA,NA,NA,NA,NA
22,COMP_1W,BlackNote_1.jpg,match,0,QXSW,NOTE
23,COMP_1W,BlueBoat_3.jpg,match,0,WVCNZ,BOAT
24,COMP_1W,RedCup_1.jpg,match,0,QXSW,CUP
25,COMP_1W,RedStar_2.jpg,mismatch,3,XKQ,HOUSE
26,COMP_1W,PinkHouse_1.jpg,match,0,RJDNW,HOUSE
27,LIST_1W,GreenCane_3.jpg,match,0,ZBXLV,CANE
28,LIST_1W,PinkCane_3.jpg,mismatch,2,XKQ,HAND
29,LIST_1W,BrownLamp_2.jpg,match,0,XKQ,LAMP
30,LIST_1W,BluePlane_1.jpg,mismatch,2,QXSW,KEY
31,LIST_1W,BlackBoat_2.jpg,match,0,MTPV,BOAT
32,LIST_2W,GreenCross_2.jpg,match,0,HOUSE,CROSS
33,LIST_2W,BlueNote_1.jpg,match,0,CUP,NOTE
34,LIST_2W,GreenHand_2.jpg,mismatch,1,BOAT,BOW
35,LIST_2W,BlackBow_3.jpg,match,0,CUP,BOW
36,LIST_2W,RedLamp_3.jpg,match,0,LAMP,BOW
37,COMP_2W,PinkBone_2.jpg,mismatch,3,BLUE,SHOE
38,COMP_2W,BlackCross_3.jpg,match,0,BLACK,CROSS
39,COMP_2W,GreenCane_2.jpg,match,0,GREEN,CANE
40,COMP_2W,RedCar_3.jpg,mismatch,2,BROWN,CAR
41,COMP_2W,BlueCup_2.jpg,match,0,BLUE,CUP
42,FIX,NA,NA,NA,NA,NA
43,COMP_2W,PinkFlag_3.jpg,mismatch,3,BROWN,NOTE
44,COMP_2W,BlackDisc_2.jpg,match,0,BLACK,DISC
45,COMP_2W,GreenKey_1.jpg,match,0,GREEN,KEY
46,COMP_2W,GreenLamp_3.jpg,mismatch,2,BLACK,LAMP
47,COMP_2W,BlueBone_1.jpg,mismatch,3,BLACK,FLAG
48,LIST_2W,BrownCup_3.jpg,mismatch,3,CROSS,HEART
49,LIST_2W,PinkBag_3.jpg,match,0,HOUSE,BAG
50,LIST_2W,RedLamp_2.jpg,match,0,HOUSE,LAMP
51,LIST_2W,BlackHeart_3.jpg,match,0,HOUSE,HEART
52,LIST_2W,PinkShoe_2.jpg,match,0,CROSS,SHOE
53,LIST_1W,BrownBoat_3.jpg,mismatch,2,MTPV,KEY
54,LIST_1W,BlackBag_3.jpg,match,0,ZBXLV,BAG
55,LIST_1W,RedSquare_1.jpg,mismatch,1,RJDNW,LAMP
56,LIST_1W,GreenLock_3.jpg,match,0,QXSW,LOCK
57,LIST_1W,BlackHand_1.jpg,mismatch,3,WVCNZ,FLAG
58,COMP_1W,BlueHouse_3.jpg,mismatch,2,XKQ,HAND
59,COMP_1W,GreenCar_2.jpg,mismatch,1,ZBXLV,LOCK
60,COMP_1W,BlueCross_2.jpg,mismatch,3,XKQ,CANE
61,COMP_1W,BlackBag_1.jpg,match,0,RJDNW,BAG
62,COMP_1W,PinkHeart_2.jpg,match,0,WVCNZ,HEART
63,FIX,NA,NA,NA,NA,NA
64,LIST_1W,BrownLamp_1.jpg,match,0,ZBXLV,LAMP
65,LIST_1W,RedBoat_1.jpg,mismatch,3,ZBXLV,LOCK
66,LIST_1W,BrownFlag_3.jpg,match,0,MTPV,FLAG
67,LIST_1W,BlueNote_1.jpg,match,0,MTPV,NOTE
68,LIST_1W,RedHand_3.jpg,match,0,QXSW,HAND
69,COMP_2W,BlueSquare_2.jpg,match,0,BLUE,SQUARE
70,COMP_2W,BlueHouse_2.jpg,mismatch,2,PINK,HOUSE
71,COMP_2W,GreenLamp_3.jpg,match,0,GREEN,LAMP
72,COMP_2W,BlueBell_3.jpg,mismatch,3,RED,CANE
73,COMP_2W,BlackFlag_3.jpg,mismatch,3,BLACK,BOAT
74,COMP_1W,BlueCross_1.jpg,mismatch,3,MTPV,BONE
75,COMP_1W,BlackBag_3.jpg,match,0,ZBXLV,BAG
76,COMP_1W,PinkNote_3.jpg,mismatch,3,QXSW,TREE
77,COMP_1W,BlackBone_3.jpg,match,0,RJDNW,BONE
78,COMP_1W,BlackLock_3.jpg,mismatch,2,WVCNZ,FORK
79,LIST_2W,RedHouse_2.jpg,match,0,HOUSE,SQUARE
80,LIST_2W,PinkTree_2.jpg,mismatch,3,CROSS,NOTE
81,LIST_2W,BlueShoe_3.jpg,mismatch,2,BOAT,HOUSE
82,LIST_2W,RedLamp_2.jpg,match,0,LAMP,DISC
83,LIST_2W,GreenBoat_3.jpg,match,0,BOAT,CROSS
84,FIX,NA,NA,NA,NA,NA
