,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,RJDNW,GREEN,ZBXLV,HOUSE,DISC,match,0,1,RedDisc_2.jpg,GreenDisc_3.jpg,BlackDisc_2.jpg,RedHouse_2.jpg
1,ZBXLV,BROWN,WVCNZ,CROSS,DISC,match,0,2,BrownDisc_3.jpg,BrownDisc_2.jpg,BrownDisc_1.jpg,GreenDisc_2.jpg
2,WVCNZ,BLACK,RJDNW,PLANE,DISC,mismatch,3,0,BlackLeaf_2.jpg,BlueBone_2.jpg,BlueKey_3.jpg,BlueCup_3.jpg
3,QXSW,BLUE,QXSW,BOAT,DISC,mismatch,2,0,PinkLamp_1.jpg,PinkDisc_1.jpg,BlueStar_3.jpg,BlackBell_3.jpg
4,WVCNZ,BLACK,WVCNZ,CROSS,PLANE,match,0,1,PinkPlane_3.jpg,BlackPlane_3.jpg,PinkPlane_2.jpg,PinkCross_2.jpg
5,XKQ,RED,XKQ,CUP,PLANE,match,0,2,BrownPlane_3.jpg,RedPlane_3.jpg,BluePlane_2.jpg,BluePlane_1.jpg
6,MTPV,BLUE,QXSW,LAMP,PLANE,mismatch,3,0,PinkCross_3.jpg,BlueCross_3.jpg,BlueBow_3.jpg,BlackBow_2.jpg
7,ZBXLV,BROWN,RJDNW,HOUSE,PLANE,mismatch,1,0,RedStar_3.jpg,BrownCar_1.jpg,RedCar_2.jpg,GreenDisc_3.jpg
8,XKQ,RED,XKQ,CUP,BAG,match,0,1,PinkBag_2.jpg,RedBag_3.jpg,GreenBag_1.jpg,PinkCup_1.jpg
9,RJDNW,BLACK,WVCNZ,PLANE,BAG,match,0,2,PinkBag_1.jpg,BlackBag_1.jpg,BrownBag_1.jpg,BrownBag_1.jpg
10,MTPV,BLUE,MTPV,LAMP,BAG,mismatch,3,0,PinkCane_2.jpg,BlackLeaf_2.jpg,BrownBow_3.jpg,GreenCar_2.jpg
11,WVCNZ,GREEN,ZBXLV,CROSS,BAG,mismatch,2,0,BlueFlag_1.jpg,RedBag_1.jpg,BlueFlag_1.jpg,RedKey_1.jpg
12,ZBXLV,BLACK,RJDNW,PLANE,LOCK,match,0,1,RedLock_2.jpg,BlackLock_3.jpg,BlueLock_1.jpg,RedPlane_3.jpg
13,QXSW,PINK,MTPV,LAMP,LOCK,match,0,2,GreenLock_1.jpg,PinkLock_3.jpg,PinkLock_1.jpg,BrownLock_2.jpg
14,RJDNW,GREEN,WVCNZ,CROSS,LOCK,mismatch,1,0,BlueDisc_3.jpg,GreenCup_2.jpg,BlueHand_1.jpg,RedKey_2.jpg
15,MTPV,BLUE,QXSW,BOAT,LOCK,mismatch,3,0,BlackCup_2.jpg,BrownCar_2.jpg,BlueBell_3.jpg,BlackFlag_3.jpg
16,XKQ,RED,XKQ,CUP,CANE,match,0,1,BrownCane_1.jpg,RedCane_3.jpg,PinkCane_1.jpg,PinkCup_1.jpg
17,QXSW,PINK,QXSW,LAMP,CANE,match,0,2,PinkCane_3.jpg,PinkCane_1.jpg,BlackCane_2.jpg,BlueCane_2.jpg
18,WVCNZ,BROWN,WVCNZ,CROSS,CANE,mismatch,2,0,RedKey_3.jpg,BlackCane_3.jpg,BlackBone_3.jpg,BlueBoat_2.jpg
19,MTPV,BLUE,MTPV,BOAT,CANE,mismatch,1,0,RedTree_2.jpg,BlueFlag_1.jpg,PinkSquare_3.jpg,BrownPlane_1.jpg
20,RJDNW,GREEN,WVCNZ,HOUSE,HAND,match,0,1,BlackHand_3.jpg,GreenHand_1.jpg,RedHand_1.jpg,BlackHouse_2.jpg
