,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,ZBXLV,BLACK,WVCNZ,CROSS,DISC,match,0,1,GreenDisc_1.jpg,BlackDisc_1.jpg,BlueDisc_3.jpg,BlueCross_2.jpg
1,RJDNW,BROWN,ZBXLV,PLANE,DISC,match,0,2,PinkDisc_1.jpg,BrownDisc_3.jpg,BlueDisc_3.jpg,RedDisc_2.jpg
2,XKQ,RED,XKQ,CUP,DISC,mismatch,3,0,BrownBoat_1.jpg,BrownBow_1.jpg,GreenPlane_1.jpg,RedCane_2.jpg
3,MTPV,PINK,MTPV,BOAT,DISC,mismatch,1,0,GreenLeaf_2.jpg,PinkCar_2.jpg,BlackBag_1.jpg,PinkBow_1.jpg
4,RJDNW,GREEN,WVCNZ,CROSS,PLANE,match,0,1,GreenPlane_1.jpg,GreenPlane_1.jpg,BrownPlane_3.jpg,BrownCross_1.jpg
5,XKQ,RED,XKQ,CUP,PLANE,match,0,2,PinkPlane_2.jpg,RedPlane_2.jpg,GreenPlane_2.jpg,RedPlane_3.jpg
6,WVCNZ,BLACK,RJDNW,HOUSE,PLANE,mismatch,3,0,BlackHouse_1.jpg,GreenCar_1.jpg,BrownCross_3.jpg,BrownTree_1.jpg
7,QXSW,BLUE,QXSW,LAMP,PLANE,mismatch,2,0,RedFlag_2.jpg,BrownPlane_2.jpg,BrownFlag_1.jpg,BrownCup_2.jpg
8,RJDNW,BLACK,ZBXLV,PLANE,BAG,match,0,1,GreenBag_2.jpg,BlackBag_3.jpg,BlackBag_1.jpg,GreenPlane_1.jpg
9,WVCNZ,GREEN,WVCNZ,HOUSE,BAG,match,0,2,GreenBag_2.jpg,GreenBag_2.jpg,RedBag_3.jpg,RedBag_3.jpg
10,QXSW,BLUE,QXSW,BOAT,BAG,mismatch,2,0,BlackCar_2.jpg,BlueBag_2.jpg,GreenFlag_2.jpg,BlackBone_1.jpg
11,XKQ,RED,XKQ,CUP,BAG,mismatch,3,0,PinkBow_1.jpg,BlackFork_3.jpg,RedShoe_3.jpg,BlueBow_3.jpg
12,MTPV,PINK,QXSW,LAMP,LOCK,match,0,1,BlackLock_1.jpg,PinkLock_2.jpg,GreenLock_2.jpg,PinkLamp_2.jpg
13,ZBXLV,GREEN,ZBXLV,CROSS,LOCK,match,0,2,PinkLock_3.jpg,GreenLock_1.jpg,BlueLock_3.jpg,RedLock_3.jpg
14,XKQ,RED,XKQ,CUP,LOCK,mismatch,1,0,RedBow_3.jpg,RedStar_1.jpg,BlueBow_2.jpg,GreenSquare_1.jpg
15,QXSW,BLUE,MTPV,BOAT,LOCK,mismatch,2,0,PinkFlag_1.jpg,RedLock_3.jpg,GreenShoe_2.jpg,GreenHand_1.jpg
16,MTPV,BLUE,QXSW,LAMP,CANE,match,0,1,GreenCane_3.jpg,BlueCane_2.jpg,BlackCane_2.jpg,BlueLamp_1.jpg
17,RJDNW,BLACK,ZBXLV,CROSS,CANE,match,0,2,RedCane_1.jpg,BlackCane_2.jpg,PinkCane_2.jpg,PinkCane_2.jpg
18,XKQ,RED,XKQ,CUP,CANE,mismatch,3,0,PinkKey_1.jpg,BluePlane_3.jpg,GreenKey_1.jpg,BrownPlane_2.jpg
19,QXSW,PINK,MTPV,BOAT,CANE,mismatch,1,0,BlackKey_2.jpg,PinkNote_3.jpg,BlueBoat_2.jpg,RedDisc_3.jpg
20,WVCNZ,GREEN,RJDNW,HOUSE,HAND,match,0,1,PinkHand_1.jpg,GreenHand_3.jpg,BlackHand_3.jpg,PinkHouse_2.jpg
21,RJDNW,BROWN,WVCNZ,CROSS,HAND,match,0,2,BlueHand_3.jpg,BrownHand_1.jpg,PinkHand_1.jpg,BlueHand_2.jpg
22,XKQ,RED,XKQ,CUP,HAND,mismatch,3,0,BlueLeaf_2.jpg,PinkLock_3.jpg,PinkNote_3.jpg,BlackStar_1.jpg
23,ZBXLV,BLACK,ZBXLV,PLANE,HAND,mismatch,3,0,BlueCross_3.jpg,BrownDisc_2.jpg,BrownStar_1.jpg,GreenBell_3.jpg
24,XKQ,RED,XKQ,CUP,KEY,match,0,1,GreenKey_2.jpg,RedKey_3.jpg,BrownKey_3.jpg,BlueCup_1.jpg
25,QXSW,PINK,QXSW,BOAT,KEY,match,0,2,GreenKey_3.jpg,PinkKey_1.jpg,BrownKey_2.jpg,PinkKey_1.jpg
26,WVCNZ,BROWN,WVCNZ,CROSS,KEY,mismatch,1,0,RedTree_3.jpg,BrownFork_2.jpg,BlueStar_2.jpg,BlackCane_2.jpg
27,MTPV,BLUE,MTPV,LAMP,KEY,mismatch,1,0,BrownCup_3.jpg,BlueTree_3.jpg,BlackShoe_2.jpg,PinkBag_1.jpg
28,QXSW,BLUE,QXSW,BOAT,SHOE,match,0,1,PinkShoe_3.jpg,BlueShoe_3.jpg,GreenShoe_2.jpg,BlueBoat_2.jpg
29,ZBXLV,GREEN,RJDNW,PLANE,SHOE,match,0,2,BlueShoe_1.jpg,GreenShoe_3.jpg,GreenShoe_2.jpg,BrownShoe_3.jpg
30,RJDNW,BLACK,WVCNZ,CROSS,SHOE,mismatch,1,0,BlackCar_1.jpg,BlackFork_1.jpg,GreenBag_1.jpg,BlackBow_1.jpg
31,XKQ,RED,XKQ,CUP,SHOE,mismatch,1,0,BlackLeaf_1.jpg,RedDisc_3.jpg,RedCup_2.jpg,RedDisc_3.jpg
32,MTPV,PINK,QXSW,LAMP,BONE,match,0,1,RedBone_3.jpg,PinkBone_3.jpg,PinkBone_3.jpg,BlueLamp_2.jpg
33,WVCNZ,BROWN,RJDNW,PLANE,BONE,match,0,2,BrownBone_3.jpg,BrownBone_1.jpg,BrownBone_3.jpg,BrownBone_3.jpg
34,RJDNW,GREEN,WVCNZ,CROSS,BONE,mismatch,3,0,RedPlane_1.jpg,BrownNote_3.jpg,PinkDisc_3.jpg,PinkPlane_3.jpg
35,XKQ,RED,XKQ,CUP,BONE,mismatch,3,0,RedBow_1.jpg,PinkFork_1.jpg,RedShoe_1.jpg,BlackLeaf_1.jpg
36,WVCNZ,GREEN,WVCNZ,PLANE,SQUARE,match,0,1,BlackSquare_1.jpg,GreenSquare_3.jpg,PinkSquare_1.jpg,BluePlane_3.jpg
37,ZBXLV,BROWN,ZBXLV,HOUSE,SQUARE,match,0,2,RedSquare_1.jpg,BrownSquare_3.jpg,BlackSquare_2.jpg,GreenSquare_2.jpg
38,XKQ,RED,XKQ,CUP,SQUARE,mismatch,2,0,RedShoe_2.jpg,PinkSquare_3.jpg,PinkTree_1.jpg,GreenNote_1.jpg
39,QXSW,BLUE,QXSW,LAMP,SQUARE,mismatch,1,0,BlackLamp_2.jpg,BlueNote_2.jpg,GreenLamp_3.jpg,GreenCup_3.jpg
40,RJDNW,BROWN,RJDNW,HOUSE,BELL,match,0,1,BlueBell_3.jpg,BrownBell_3.jpg,BrownBell_3.jpg,BlueHouse_1.jpg
41,MTPV,BLUE,MTPV,LAMP,BELL,match,0,2,GreenBell_2.jpg,BlueBell_1.jpg,BlueBell_2.jpg,BlueBell_1.jpg
42,XKQ,RED,XKQ,CUP,BELL,mismatch,1,0,RedShoe_3.jpg,RedBoat_1.jpg,PinkFork_1.jpg,GreenNote_3.jpg
43,WVCNZ,BLACK,WVCNZ,CROSS,BELL,mismatch,1,0,RedTree_1.jpg,BlackLamp_3.jpg,GreenSquare_1.jpg,RedCup_2.jpg
44,QXSW,BLUE,QXSW,LAMP,BOAT,match,0,1,PinkBoat_2.jpg,BlueBoat_2.jpg,BrownBoat_2.jpg,BlueLamp_3.jpg
45,RJDNW,BROWN,RJDNW,PLANE,BOAT,match,0,2,BlackBoat_3.jpg,BrownBoat_3.jpg,PinkBoat_2.jpg,BlueBoat_3.jpg
46,WVCNZ,BLACK,ZBXLV,HOUSE,BOAT,mismatch,2,0,BlueBone_3.jpg,BlackBoat_2.jpg,PinkCar_1.jpg,PinkDisc_2.jpg
47,XKQ,RED,XKQ,CUP,BOAT,mismatch,2,0,RedKey_3.jpg,PinkBoat_3.jpg,BlueSquare_2.jpg,BlackPlane_2.jpg
48,WVCNZ,GREEN,ZBXLV,CROSS,BOW,match,0,1,BrownBow_2.jpg,GreenBow_1.jpg,GreenBow_1.jpg,BlueCross_2.jpg
49,XKQ,RED,XKQ,CUP,BOW,match,0,2,BrownBow_3.jpg,RedBow_3.jpg,BlueBow_2.jpg,BrownBow_3.jpg
50,MTPV,BLUE,QXSW,LAMP,BOW,mismatch,2,0,RedLock_1.jpg,RedBow_2.jpg,BrownHeart_2.jpg,BlueHand_1.jpg
51,QXSW,PINK,MTPV,BOAT,BOW,mismatch,2,0,BlackCup_3.jpg,RedBow_1.jpg,GreenBone_1.jpg,BlueCup_1.jpg
52,MTPV,BLUE,MTPV,LAMP,CAR,match,0,1,RedCar_3.jpg,BlueCar_2.jpg,BrownCar_1.jpg,BlueLamp_1.jpg
53,QXSW,PINK,QXSW,BOAT,CAR,match,0,2,GreenCar_1.jpg,PinkCar_3.jpg,BlueCar_2.jpg,PinkCar_2.jpg
54,RJDNW,GREEN,RJDNW,HOUSE,CAR,mismatch,2,0,PinkNote_2.jpg,BlueCar_3.jpg,PinkBone_3.jpg,GreenBone_3.jpg
55,XKQ,RED,XKQ,CUP,CAR,mismatch,1,0,GreenHouse_2.jpg,RedHand_3.jpg,BlackLamp_3.jpg,GreenCane_3.jpg
56,ZBXLV,BLACK,WVCNZ,PLANE,CROSS,match,0,1,PinkCross_3.jpg,BlackCross_2.jpg,BrownCross_1.jpg,BrownPlane_3.jpg
57,MTPV,BLUE,QXSW,LAMP,CROSS,match,0,2,BlackCross_3.jpg,BlueCross_1.jpg,BlueCross_3.jpg,RedCross_1.jpg
58,XKQ,RED,XKQ,CUP,CROSS,mismatch,1,0,BlackPlane_2.jpg,RedLamp_1.jpg,GreenCar_3.jpg,PinkShoe_1.jpg
59,WVCNZ,GREEN,ZBXLV,HOUSE,CROSS,mismatch,1,0,BrownLeaf_3.jpg,GreenBone_1.jpg,BlueHeart_2.jpg,RedCane_2.jpg
60,RJDNW,GREEN,RJDNW,PLANE,CUP,match,0,1,GreenCup_2.jpg,GreenCup_2.jpg,GreenCup_3.jpg,BrownPlane_1.jpg
61,QXSW,PINK,MTPV,BOAT,CUP,match,0,2,GreenCup_1.jpg,PinkCup_1.jpg,GreenCup_1.jpg,GreenCup_3.jpg
62,WVCNZ,BLACK,ZBXLV,CROSS,CUP,mismatch,2,0,BlueHeart_3.jpg,PinkCup_3.jpg,BrownHouse_3.jpg,RedBag_1.jpg
63,ZBXLV,BROWN,WVCNZ,HOUSE,CUP,mismatch,2,0,BlueKey_1.jpg,BrownCup_1.jpg,BlueLamp_2.jpg,GreenHeart_3.jpg
64,RJDNW,GREEN,WVCNZ,HOUSE,FLAG,match,0,1,RedFlag_1.jpg,GreenFlag_2.jpg,GreenFlag_2.jpg,BlackHouse_1.jpg
65,XKQ,RED,XKQ,CUP,FLAG,match,0,2,PinkFlag_1.jpg,RedFlag_3.jpg,PinkFlag_3.jpg,BlackFlag_1.jpg
66,MTPV,BLUE,QXSW,BOAT,FLAG,mismatch,2,0,RedCross_2.jpg,BrownFlag_3.jpg,RedCup_2.jpg,BlueLock_3.jpg
67,ZBXLV,BROWN,RJDNW,CROSS,FLAG,mismatch,2,0,RedHand_3.jpg,PinkFlag_1.jpg,BrownStar_1.jpg,GreenBag_2.jpg
68,XKQ,RED,XKQ,CUP,FORK,match,0,1,PinkFork_1.jpg,RedFork_3.jpg,RedFork_2.jpg,BrownCup_2.jpg
69,RJDNW,BROWN,WVCNZ,HOUSE,FORK,match,0,2,BrownFork_3.jpg,BrownFork_1.jpg,BlueFork_1.jpg,GreenFork_3.jpg
70,WVCNZ,GREEN,ZBXLV,CROSS,FORK,mismatch,2,0,GreenHouse_1.jpg,RedFork_3.jpg,BlackBoat_3.jpg,GreenStar_2.jpg
71,QXSW,BLUE,MTPV,BOAT,FORK,mismatch,3,0,BrownBell_2.jpg,PinkBow_2.jpg,GreenCar_2.jpg,BrownFlag_3.jpg
