,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,RJDNW,BROWN,WVCNZ,HOUSE,DISC,match,0,1,PinkDisc_2.jpg,BrownDisc_3.jpg,RedDisc_1.jpg,GreenHouse_3.jpg
1,MTPV,BLUE,QXSW,LAMP,DISC,match,0,2,GreenDisc_2.jpg,BlueDisc_2.jpg,RedDisc_3.jpg,BrownDisc_3.jpg
2,QXSW,PINK,MTPV,BOAT,DISC,mismatch,2,0,GreenCross_3.jpg,BlackDisc_1.jpg,BlackKey_2.jpg,PinkLamp_1.jpg
3,XKQ,RED,XKQ,CUP,DISC,mismatch,3,0,RedLamp_2.jpg,BlueCup_2.jpg,BrownCross_2.jpg,BlackCar_2.jpg
4,WVCNZ,GREEN,RJDNW,CROSS,PLANE,match,0,1,PinkPlane_3.jpg,GreenPlane_2.jpg,GreenPlane_2.jpg,RedCross_1.jpg
5,XKQ,RED,XKQ,CUP,PLANE,match,0,2,PinkPlane_3.jpg,RedPlane_2.jpg,RedPlane_3.jpg,GreenPlane_2.jpg
6,ZBXLV,BROWN,ZBXLV,HOUSE,PLANE,mismatch,3,0,BlackFork_1.jpg,PinkLock_2.jpg,PinkBell_3.jpg,RedFlag_3.jpg
7,QXSW,BLUE,MTPV,LAMP,PLANE,mismatch,3,0,BrownHouse_2.jpg,GreenSquare_3.jpg,RedBell_3.jpg,BrownKey_2.jpg
8,WVCNZ,BROWN,RJDNW,HOUSE,BAG,match,0,1,BlackBag_3.jpg,BrownBag_3.jpg,BlueBag_1.jpg,BlackHouse_1.jpg
9,MTPV,BLUE,MTPV,LAMP,BAG,match,0,2,BrownBag_3.jpg,BlueBag_1.jpg,PinkBag_1.jpg,PinkBag_1.jpg
10,QXSW,PINK,QXSW,BOAT,BAG,mismatch,1,0,GreenLeaf_2.jpg,PinkHouse_2.jpg,BlueFlag_1.jpg,RedBell_3.jpg
11,RJDNW,GREEN,ZBXLV,PLANE,BAG,mismatch,3,0,BlackHand_3.jpg,BluePlane_2.jpg,RedHand_1.jpg,GreenNote_2.jpg
12,RJDNW,BROWN,WVCNZ,PLANE,LOCK,match,0,1,BrownLock_3.jpg,BrownLock_3.jpg,GreenLock_3.jpg,BluePlane_3.jpg
13,XKQ,RED,XKQ,CUP,LOCK,match,0,2,RedLock_1.jpg,RedLock_1.jpg,BlackLock_1.jpg,BlackLock_1.jpg
14,QXSW,BLUE,QXSW,BOAT,LOCK,mismatch,1,0,BrownCross_3.jpg,BlueShoe_1.jpg,PinkCar_2.jpg,BlueHouse_2.jpg
15,MTPV,PINK,MTPV,LAMP,LOCK,mismatch,1,0,BlueCup_1.jpg,PinkHeart_1.jpg,BlueNote_1.jpg,GreenSquare_1.jpg
16,MTPV,BLUE,QXSW,LAMP,CANE,match,0,1,BlueCane_2.jpg,BlueCane_3.jpg,BlueCane_3.jpg,GreenLamp_1.jpg
17,ZBXLV,BROWN,ZBXLV,PLANE,CANE,match,0,2,GreenCane_2.jpg,BrownCane_3.jpg,BlackCane_2.jpg,BlueCane_3.jpg
18,QXSW,PINK,MTPV,BOAT,CANE,mismatch,1,0,BlackHouse_2.jpg,PinkBow_3.jpg,PinkHeart_2.jpg,BrownCup_1.jpg
19,XKQ,RED,XKQ,CUP,CANE,mismatch,1,0,BrownSquare_2.jpg,RedDisc_3.jpg,PinkTree_1.jpg,RedCar_3.jpg
20,WVCNZ,BLACK,WVCNZ,HOUSE,HAND,match,0,1,PinkHand_1.jpg,BlackHand_3.jpg,GreenHand_3.jpg,PinkHouse_3.jpg
21,MTPV,BLUE,QXSW,LAMP,HAND,match,0,2,GreenHand_3.jpg,BlueHand_3.jpg,PinkHand_2.jpg,RedHand_1.jpg
22,XKQ,RED,XKQ,CUP,HAND,mismatch,3,0,PinkLeaf_1.jpg,BrownBoat_1.jpg,GreenLamp_2.jpg,BlackBone_2.jpg
23,QXSW,PINK,MTPV,BOAT,HAND,mismatch,3,0,BrownKey_3.jpg,GreenBell_2.jpg,BrownDisc_1.jpg,BrownLamp_3.jpg
24,XKQ,RED,XKQ,CUP,KEY,match,0,1,PinkKey_2.jpg,RedKey_1.jpg,BlueKey_3.jpg,BlackCup_3.jpg
25,QXSW,PINK,QXSW,LAMP,KEY,match,0,2,BlueKey_1.jpg,PinkKey_2.jpg,BlackKey_1.jpg,RedKey_2.jpg
26,MTPV,BLUE,MTPV,BOAT,KEY,mismatch,2,0,BrownFork_1.jpg,BlackKey_2.jpg,BlackShoe_3.jpg,BlackHand_1.jpg
27,ZBXLV,BLACK,ZBXLV,PLANE,KEY,mismatch,1,0,RedCup_3.jpg,BlackDisc_1.jpg,BlueCup_2.jpg,PinkCross_2.jpg
28,MTPV,PINK,MTPV,BOAT,SHOE,match,0,1,RedShoe_1.jpg,PinkShoe_1.jpg,BlackShoe_3.jpg,BlackBoat_2.jpg
29,ZBXLV,BROWN,WVCNZ,CROSS,SHOE,match,0,2,GreenShoe_1.jpg,BrownShoe_1.jpg,GreenShoe_1.jpg,BlueShoe_1.jpg
30,XKQ,RED,XKQ,CUP,SHOE,mismatch,3,0,GreenCane_1.jpg,BlueBow_2.jpg,BlueSquare_1.jpg,PinkStar_2.jpg
