,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,XKQ,RED,XKQ,CUP,DISC,match,0,1,PinkDisc_2.jpg,RedDisc_1.jpg,PinkDisc_3.jpg,BrownCup_2.jpg
1,MTPV,BLUE,MTPV,LAMP,DISC,match,0,2,PinkDisc_3.jpg,BlueDisc_2.jpg,BrownDisc_1.jpg,PinkDisc_1.jpg
2,ZBXLV,GREEN,ZBXLV,PLANE,DISC,mismatch,1,0,RedBoat_2.jpg,GreenBone_2.jpg,GreenCup_3.jpg,BlueShoe_3.jpg
3,QXSW,PINK,QXSW,BOAT,DISC,mismatch,1,0,BlueLock_1.jpg,PinkBow_3.jpg,BlueBow_1.jpg,GreenNote_2.jpg
4,MTPV,BLUE,MTPV,LAMP,PLANE,match,0,1,RedPlane_2.jpg,BluePlane_3.jpg,GreenPlane_3.jpg,RedLamp_1.jpg
5,WVCNZ,BLACK,ZBXLV,CROSS,PLANE,match,0,2,BrownPlane_2.jpg,BlackPlane_3.jpg,BluePlane_3.jpg,BluePlane_1.jpg
6,QXSW,PINK,QXSW,BOAT,PLANE,mismatch,2,0,RedBow_1.jpg,GreenPlane_2.jpg,GreenLamp_2.jpg,GreenFork_1.jpg
7,XKQ,RED,XKQ,CUP,PLANE,mismatch,2,0,BlueBone_2.jpg,PinkPlane_1.jpg,RedNote_1.jpg,PinkShoe_3.jpg
8,MTPV,PINK,MTPV,LAMP,BAG,match,0,1,RedBag_3.jpg,PinkBag_3.jpg,BlueBag_2.jpg,BlueLamp_1.jpg
9,WVCNZ,BLACK,ZBXLV,CROSS,BAG,match,0,2,PinkBag_3.jpg,BlackBag_3.jpg,RedBag_3.jpg,RedBag_1.jpg
10,RJDNW,BROWN,RJDNW,HOUSE,BAG,mismatch,3,0,PinkNote_1.jpg,BlueBell_2.jpg,RedCane_3.jpg,BrownFlag_2.jpg
11,QXSW,BLUE,QXSW,BOAT,BAG,mismatch,1,0,BrownFork_3.jpg,BlueSquare_2.jpg,BlackShoe_2.jpg,PinkNote_1.jpg
12,RJDNW,GREEN,RJDNW,HOUSE,LOCK,match,0,1,BlackLock_3.jpg,GreenLock_3.jpg,RedLock_3.jpg,BrownHouse_2.jpg
