,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,ZBXLV,BLACK,RJDNW,HOUSE,DISC,match,0,1,RedDisc_3.jpg,BlackDisc_1.jpg,BlackDisc_1.jpg,BrownHouse_1.jpg
1,MTPV,PINK,QXSW,BOAT,DISC,match,0,2,BlueDisc_2.jpg,PinkDisc_3.jpg,RedDisc_3.jpg,BlueDisc_2.jpg
2,XKQ,RED,XKQ,CUP,DISC,mismatch,2,0,RedBell_2.jpg,BrownDisc_3.jpg,BlueLeaf_1.jpg,RedTree_2.jpg
3,QXSW,BLUE,MTPV,LAMP,DISC,mismatch,1,0,RedCane_1.jpg,BlueKey_3.jpg,BrownLeaf_1.jpg,BlackHouse_2.jpg
4,XKQ,RED,XKQ,CUP,PLANE,match,0,1,BrownPlane_1.jpg,RedPlane_1.jpg,BrownPlane_2.jpg,BlackCup_2.jpg
5,WVCNZ,GREEN,ZBXLV,HOUSE,PLANE,match,0,2,RedPlane_1.jpg,GreenPlane_1.jpg,BlackPlane_1.jpg,BluePlane_2.jpg
6,RJDNW,BROWN,RJDNW,CROSS,PLANE,mismatch,3,0,RedBag_3.jpg,RedStar_3.jpg,BlueShoe_2.jpg,RedKey_3.jpg
7,MTPV,BLUE,MTPV,LAMP,PLANE,mismatch,1,0,BlueCar_3.jpg,BlueBag_2.jpg,BlackNote_3.jpg,RedCar_1.jpg
8,XKQ,RED,XKQ,CUP,BAG,match,0,1,GreenBag_1.jpg,RedBag_1.jpg,RedBag_2.jpg,BlueCup_1.jpg
9,RJDNW,BLACK,RJDNW,PLANE,BAG,match,0,2,BlackBag_1.jpg,BlackBag_2.jpg,GreenBag_1.jpg,PinkBag_3.jpg
10,QXSW,BLUE,QXSW,BOAT,BAG,mismatch,3,0,BlueCross_3.jpg,BlueHeart_2.jpg,PinkHouse_1.jpg,GreenHand_3.jpg
11,ZBXLV,GREEN,WVCNZ,HOUSE,BAG,mismatch,1,0,BlackCane_2.jpg,GreenDisc_3.jpg,BlueHeart_3.jpg,BlackKey_2.jpg
12,RJDNW,BROWN,ZBXLV,HOUSE,LOCK,match,0,1,BlackLock_3.jpg,BrownLock_2.jpg,BlueLock_1.jpg,RedHouse_2.jpg
13,WVCNZ,BLACK,WVCNZ,PLANE,LOCK,match,0,2,BrownLock_1.jpg,BlackLock_2.jpg,GreenLock_1.jpg,BlueLock_1.jpg
14,XKQ,RED,XKQ,CUP,LOCK,mismatch,1,0,BrownSquare_1.jpg,RedNote_3.jpg,BrownBell_1.jpg,GreenFork_3.jpg
