,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,ZBXLV,BLACK,RJDNW,PLANE,DISC,match,0,1,GreenDisc_2.jpg,BlackDisc_2.jpg,GreenDisc_2.jpg,GreenPlane_2.jpg
1,QXSW,BLUE,QXSW,BOAT,DISC,match,0,2,BrownDisc_2.jpg,BlueDisc_2.jpg,BlackDisc_2.jpg,RedDisc_3.jpg
2,MTPV,PINK,MTPV,LAMP,DISC,mismatch,3,0,RedPlane_3.jpg,BrownHeart_2.jpg,BlackCup_3.jpg,PinkBell_3.jpg
3,XKQ,RED,XKQ,CUP,DISC,mismatch,3,0,GreenLeaf_3.jpg,BlackHouse_3.jpg,BlackCane_2.jpg,BlackBag_2.jpg
4,RJDNW,BLACK,RJDNW,CROSS,PLANE,match,0,1,PinkPlane_2.jpg,BlackPlane_2.jpg,BlackPlane_3.jpg,RedCross_1.jpg
5,QXSW,BLUE,MTPV,BOAT,PLANE,match,0,2,BluePlane_2.jpg,BluePlane_2.jpg,GreenPlane_1.jpg,BrownPlane_3.jpg
6,WVCNZ,BROWN,WVCNZ,HOUSE,PLANE,mismatch,3,0,BrownCar_1.jpg,RedFlag_1.jpg,PinkShoe_2.jpg,GreenNote_1.jpg
7,XKQ,RED,XKQ,CUP,PLANE,mismatch,1,0,BlackTree_2.jpg,RedFlag_2.jpg,RedBag_2.jpg,RedCane_2.jpg
8,MTPV,BLUE,QXSW,LAMP,BAG,match,0,1,PinkBag_1.jpg,BlueBag_1.jpg,BrownBag_1.jpg,PinkLamp_3.jpg
9,RJDNW,GREEN,WVCNZ,HOUSE,BAG,match,0,2,PinkBag_1.jpg,GreenBag_2.jpg,BlueBag_1.jpg,PinkBag_3.jpg
10,XKQ,RED,XKQ,CUP,BAG,mismatch,2,0,BrownSquare_1.jpg,RedBag_3.jpg,BrownNote_2.jpg,BrownNote_1.jpg
11,ZBXLV,BROWN,RJDNW,CROSS,BAG,mismatch,3,0,GreenBow_3.jpg,BlueTree_1.jpg,PinkSquare_2.jpg,GreenBoat_3.jpg
12,WVCNZ,BROWN,WVCNZ,HOUSE,LOCK,match,0,1,BrownLock_1.jpg,BrownLock_1.jpg,BlueLock_3.jpg,BrownHouse_1.jpg
13,ZBXLV,BLACK,RJDNW,CROSS,LOCK,match,0,2,BrownLock_1.jpg,BlackLock_1.jpg,PinkLock_1.jpg,GreenLock_3.jpg
14,QXSW,BLUE,QXSW,BOAT,LOCK,mismatch,2,0,RedBag_1.jpg,BlackLock_2.jpg,GreenPlane_3.jpg,BlueCup_1.jpg
15,XKQ,RED,XKQ,CUP,LOCK,mismatch,1,0,GreenStar_1.jpg,RedStar_3.jpg,RedBag_1.jpg,BrownCane_2.jpg
16,ZBXLV,GREEN,ZBXLV,HOUSE,CANE,match,0,1,PinkCane_1.jpg,GreenCane_2.jpg,GreenCane_2.jpg,GreenHouse_3.jpg
17,XKQ,RED,XKQ,CUP,CANE,match,0,2,BrownCane_1.jpg,RedCane_2.jpg,BlackCane_1.jpg,RedCane_3.jpg
18,RJDNW,BROWN,RJDNW,PLANE,CANE,mismatch,3,0,PinkKey_1.jpg,RedCup_1.jpg,RedSquare_2.jpg,BlueNote_1.jpg
19,QXSW,BLUE,QXSW,BOAT,CANE,mismatch,1,0,RedLamp_2.jpg,BlueLeaf_2.jpg,RedShoe_3.jpg,BlackBell_3.jpg
20,RJDNW,BROWN,RJDNW,HOUSE,HAND,match,0,1,GreenHand_2.jpg,BrownHand_1.jpg,BrownHand_3.jpg,BlackHouse_2.jpg
21,ZBXLV,BLACK,WVCNZ,CROSS,HAND,match,0,2,GreenHand_2.jpg,BlackHand_1.jpg,GreenHand_1.jpg,RedHand_3.jpg
22,QXSW,PINK,MTPV,BOAT,HAND,mismatch,2,0,BlueCross_1.jpg,GreenHand_2.jpg,BlackCross_1.jpg,GreenLeaf_1.jpg
23,WVCNZ,GREEN,ZBXLV,PLANE,HAND,mismatch,1,0,RedHouse_1.jpg,GreenKey_3.jpg,BrownKey_3.jpg,BlackBell_2.jpg
24,XKQ,RED,XKQ,CUP,KEY,match,0,1,BrownKey_2.jpg,RedKey_2.jpg,PinkKey_2.jpg,BlackCup_1.jpg
25,ZBXLV,BLACK,RJDNW,CROSS,KEY,match,0,2,BlueKey_3.jpg,BlackKey_2.jpg,BlueKey_2.jpg,BrownKey_2.jpg
26,QXSW,BLUE,MTPV,BOAT,KEY,mismatch,1,0,PinkTree_2.jpg,BlueCar_1.jpg,BrownSquare_1.jpg,PinkHouse_2.jpg
27,RJDNW,GREEN,WVCNZ,PLANE,KEY,mismatch,1,0,GreenCane_2.jpg,GreenNote_2.jpg,BrownBone_2.jpg,BrownBow_3.jpg
28,QXSW,BLUE,QXSW,BOAT,SHOE,match,0,1,BlueShoe_3.jpg,BlueShoe_2.jpg,PinkShoe_2.jpg,BrownBoat_1.jpg
29,MTPV,PINK,MTPV,LAMP,SHOE,match,0,2,BlackShoe_1.jpg,PinkShoe_3.jpg,BlueShoe_2.jpg,PinkShoe_3.jpg
30,XKQ,RED,XKQ,CUP,SHOE,mismatch,1,0,PinkHeart_3.jpg,RedFork_3.jpg,GreenCross_1.jpg,BrownHeart_1.jpg
31,RJDNW,BROWN,ZBXLV,CROSS,SHOE,mismatch,3,0,RedFork_3.jpg,BrownHand_1.jpg,PinkBow_3.jpg,GreenHeart_3.jpg
32,RJDNW,BROWN,WVCNZ,CROSS,BONE,match,0,1,RedBone_2.jpg,BrownBone_2.jpg,BlueBone_1.jpg,BrownCross_3.jpg
33,ZBXLV,BLACK,RJDNW,HOUSE,BONE,match,0,2,BlackBone_2.jpg,BlackBone_3.jpg,PinkBone_1.jpg,BrownBone_2.jpg
34,QXSW,PINK,QXSW,LAMP,BONE,mismatch,3,0,BlackPlane_1.jpg,RedShoe_1.jpg,RedNote_1.jpg,BlackBoat_3.jpg
35,MTPV,BLUE,MTPV,BOAT,BONE,mismatch,2,0,RedLamp_1.jpg,PinkBone_3.jpg,RedLeaf_2.jpg,BrownCar_2.jpg
36,WVCNZ,BLACK,ZBXLV,HOUSE,SQUARE,match,0,1,GreenSquare_3.jpg,BlackSquare_2.jpg,GreenSquare_1.jpg,RedHouse_3.jpg
37,XKQ,RED,XKQ,CUP,SQUARE,match,0,2,RedSquare_1.jpg,RedSquare_3.jpg,BlueSquare_3.jpg,BrownSquare_1.jpg
