,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,WVCNZ,GREEN,RJDNW,CROSS,DISC,match,0,1,BrownDisc_2.jpg,GreenDisc_1.jpg,PinkDisc_2.jpg,BlueCross_2.jpg
1,QXSW,PINK,MTPV,BOAT,DISC,match,0,2,RedDisc_2.jpg,PinkDisc_3.jpg,BrownDisc_2.jpg,BlackDisc_3.jpg
2,RJDNW,BLACK,ZBXLV,HOUSE,DISC,mismatch,3,0,BlackKey_1.jpg,BlueHouse_2.jpg,BrownCup_3.jpg,BrownNote_2.jpg
3,ZBXLV,BROWN,WVCNZ,PLANE,DISC,mismatch,1,0,BlackSquare_1.jpg,BrownPlane_1.jpg,BlackBone_3.jpg,GreenStar_1.jpg
4,MTPV,BLUE,MTPV,LAMP,PLANE,match,0,1,BrownPlane_3.jpg,BluePlane_1.jpg,BlackPlane_3.jpg,BlueLamp_3.jpg
5,ZBXLV,BROWN,ZBXLV,CROSS,PLANE,match,0,2,PinkPlane_1.jpg,BrownPlane_2.jpg,PinkPlane_3.jpg,BrownPlane_1.jpg
6,WVCNZ,GREEN,WVCNZ,HOUSE,PLANE,mismatch,2,0,PinkCup_3.jpg,BrownPlane_2.jpg,BlueDisc_2.jpg,BlueLock_1.jpg
7,QXSW,PINK,QXSW,BOAT,PLANE,mismatch,2,0,BlueCane_1.jpg,BlackPlane_2.jpg,BlackHeart_3.jpg,GreenFork_3.jpg
8,WVCNZ,GREEN,RJDNW,CROSS,BAG,match,0,1,BrownBag_3.jpg,GreenBag_2.jpg,PinkBag_2.jpg,BlackCross_1.jpg
9,ZBXLV,BLACK,WVCNZ,HOUSE,BAG,match,0,2,PinkBag_2.jpg,BlackBag_2.jpg,BlueBag_3.jpg,RedBag_3.jpg
10,QXSW,BLUE,QXSW,LAMP,BAG,mismatch,2,0,BrownHand_1.jpg,RedBag_1.jpg,BrownFlag_3.jpg,RedStar_3.jpg
11,RJDNW,BROWN,ZBXLV,PLANE,BAG,mismatch,1,0,BrownBoat_1.jpg,BrownCar_3.jpg,PinkShoe_3.jpg,PinkCane_2.jpg
