,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,RJDNW,BROWN,WVCNZ,PLANE,DISC,match,0,1,BrownDisc_3.jpg,BrownDisc_1.jpg,GreenDisc_3.jpg,PinkPlane_2.jpg
1,QXSW,BLUE,QXSW,LAMP,DISC,match,0,2,BrownDisc_2.jpg,BlueDisc_1.jpg,BlackDisc_2.jpg,PinkDisc_2.jpg
2,WVCNZ,GREEN,RJDNW,HOUSE,DISC,mismatch,1,0,BlueCane_3.jpg,GreenCane_1.jpg,PinkBow_3.jpg,RedCross_2.jpg
3,XKQ,RED,XKQ,CUP,DISC,mismatch,2,0,BlackStar_1.jpg,BlackDisc_1.jpg,GreenBell_3.jpg,RedStar_3.jpg
4,MTPV,BLUE,QXSW,LAMP,PLANE,match,0,1,BlackPlane_1.jpg,BluePlane_1.jpg,BrownPlane_2.jpg,BlueLamp_1.jpg
5,WVCNZ,BLACK,WVCNZ,CROSS,PLANE,match,0,2,RedPlane_2.jpg,BlackPlane_3.jpg,RedPlane_2.jpg,GreenPlane_1.jpg
6,XKQ,RED,XKQ,CUP,PLANE,mismatch,2,0,BlueFlag_2.jpg,RedPlane_3.jpg,BrownSquare_1.jpg,PinkDisc_3.jpg
7,ZBXLV,BROWN,ZBXLV,HOUSE,PLANE,mismatch,3,0,BlackCar_1.jpg,BlackLeaf_1.jpg,GreenBow_3.jpg,BrownBone_1.jpg
8,ZBXLV,GREEN,RJDNW,CROSS,BAG,match,0,1,RedBag_2.jpg,GreenBag_1.jpg,BlackBag_2.jpg,GreenCross_3.jpg
9,RJDNW,BROWN,WVCNZ,PLANE,BAG,match,0,2,RedBag_3.jpg,BrownBag_3.jpg,BrownBag_1.jpg,GreenBag_2.jpg
10,QXSW,PINK,MTPV,LAMP,BAG,mismatch,1,0,BlueCross_2.jpg,PinkSquare_2.jpg,GreenCup_2.jpg,BlackCar_2.jpg
11,WVCNZ,BLACK,ZBXLV,HOUSE,BAG,mismatch,3,0,BrownHand_2.jpg,PinkKey_3.jpg,GreenSquare_1.jpg,BrownNote_2.jpg
12,RJDNW,BLACK,ZBXLV,CROSS,LOCK,match,0,1,GreenLock_2.jpg,BlackLock_1.jpg,BrownLock_1.jpg,BlackCross_1.jpg
13,XKQ,RED,XKQ,CUP,LOCK,match,0,2,BrownLock_3.jpg,RedLock_1.jpg,PinkLock_3.jpg,BlackLock_1.jpg
14,WVCNZ,BROWN,RJDNW,HOUSE,LOCK,mismatch,2,0,BlackHouse_3.jpg,BlueLock_2.jpg,BlackCup_2.jpg,GreenCup_2.jpg
15,MTPV,BLUE,QXSW,LAMP,LOCK,mismatch,1,0,BlueBow_2.jpg,BlueLamp_2.jpg,PinkKey_2.jpg,RedNote_1.jpg
16,XKQ,RED,XKQ,CUP,CANE,match,0,1,BlueCane_3.jpg,RedCane_3.jpg,BrownCane_1.jpg,GreenCup_2.jpg
17,RJDNW,BROWN,WVCNZ,PLANE,CANE,match,0,2,BlueCane_1.jpg,BrownCane_3.jpg,RedCane_3.jpg,BlueCane_2.jpg
18,ZBXLV,BLACK,RJDNW,CROSS,CANE,mismatch,1,0,BlueCar_1.jpg,BlackPlane_2.jpg,BlueCar_1.jpg,BlackLamp_2.jpg
19,MTPV,BLUE,MTPV,BOAT,CANE,mismatch,2,0,GreenLock_3.jpg,BrownCane_2.jpg,BrownLeaf_1.jpg,GreenTree_1.jpg
20,XKQ,RED,XKQ,CUP,HAND,match,0,1,RedHand_3.jpg,RedHand_2.jpg,BrownHand_1.jpg,RedCup_1.jpg
21,MTPV,PINK,QXSW,BOAT,HAND,match,0,2,BlueHand_1.jpg,PinkHand_2.jpg,PinkHand_1.jpg,GreenHand_3.jpg
22,QXSW,BLUE,MTPV,LAMP,HAND,mismatch,3,0,BrownDisc_1.jpg,BrownNote_2.jpg,PinkNote_3.jpg,BlueBag_1.jpg
