,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,QXSW,BLUE,MTPV,LAMP,DISC,match,0,1,GreenDisc_2.jpg,BlueDisc_1.jpg,BlackDisc_1.jpg,BlackLamp_2.jpg
1,ZBXLV,GREEN,RJDNW,HOUSE,DISC,match,0,2,GreenDisc_2.jpg,GreenDisc_2.jpg,BrownDisc_1.jpg,BlackDisc_2.jpg
2,XKQ,RED,XKQ,CUP,DISC,mismatch,3,0,GreenCup_2.jpg,PinkLock_2.jpg,BrownPlane_1.jpg,BlackPlane_2.jpg
3,RJDNW,BROWN,WVCNZ,CROSS,DISC,mismatch,3,0,BrownTree_1.jpg,BrownShoe_2.jpg,GreenNote_2.jpg,GreenStar_1.jpg
4,ZBXLV,GREEN,RJDNW,HOUSE,PLANE,match,0,1,BlackPlane_2.jpg,GreenPlane_1.jpg,PinkPlane_2.jpg,RedHouse_1.jpg
5,MTPV,PINK,QXSW,LAMP,PLANE,match,0,2,BlackPlane_1.jpg,PinkPlane_1.jpg,BrownPlane_1.jpg,BluePlane_1.jpg
6,XKQ,RED,XKQ,CUP,PLANE,mismatch,2,0,GreenLamp_1.jpg,GreenPlane_1.jpg,BlueCross_1.jpg,BlueShoe_3.jpg
7,QXSW,BLUE,MTPV,BOAT,PLANE,mismatch,2,0,RedSquare_3.jpg,BluePlane_3.jpg,BlueCross_1.jpg,BlueDisc_3.jpg
8,MTPV,BLUE,QXSW,LAMP,BAG,match,0,1,BlackBag_1.jpg,BlueBag_1.jpg,RedBag_3.jpg,BlueLamp_2.jpg
9,QXSW,PINK,MTPV,BOAT,BAG,match,0,2,BlackBag_2.jpg,PinkBag_3.jpg,GreenBag_3.jpg,BrownBag_2.jpg
10,XKQ,RED,XKQ,CUP,BAG,mismatch,3,0,BlueShoe_2.jpg,BlackBoat_2.jpg,PinkCross_2.jpg,GreenSquare_1.jpg
11,RJDNW,BROWN,ZBXLV,PLANE,BAG,mismatch,3,0,PinkBone_3.jpg,RedCup_3.jpg,RedFork_1.jpg,BlueFork_2.jpg
12,ZBXLV,GREEN,RJDNW,HOUSE,LOCK,match,0,1,BlueLock_1.jpg,GreenLock_3.jpg,BlackLock_1.jpg,BlueHouse_2.jpg
13,WVCNZ,BROWN,ZBXLV,CROSS,LOCK,match,0,2,PinkLock_1.jpg,BrownLock_1.jpg,RedLock_1.jpg,RedLock_3.jpg
14,XKQ,RED,XKQ,CUP,LOCK,mismatch,2,0,BrownDisc_1.jpg,BrownLock_2.jpg,BlackBone_2.jpg,GreenStar_2.jpg
15,MTPV,BLUE,MTPV,LAMP,LOCK,mismatch,2,0,BrownBell_3.jpg,PinkLock_2.jpg,RedHeart_2.jpg,PinkBoat_2.jpg
16,WVCNZ,GREEN,ZBXLV,CROSS,CANE,match,0,1,BrownCane_2.jpg,GreenCane_3.jpg,GreenCane_1.jpg,BrownCross_2.jpg
17,ZBXLV,BROWN,WVCNZ,HOUSE,CANE,match,0,2,BlackCane_1.jpg,BrownCane_2.jpg,BlackCane_1.jpg,BlueCane_2.jpg
18,QXSW,PINK,MTPV,BOAT,CANE,mismatch,3,0,PinkCross_1.jpg,RedPlane_3.jpg,GreenShoe_1.jpg,BrownHand_1.jpg
19,RJDNW,BLACK,RJDNW,PLANE,CANE,mismatch,2,0,BrownLock_1.jpg,BlueCane_2.jpg,RedTree_3.jpg,PinkLeaf_3.jpg
20,MTPV,PINK,MTPV,LAMP,HAND,match,0,1,GreenHand_1.jpg,PinkHand_2.jpg,BlueHand_1.jpg,RedLamp_3.jpg
21,QXSW,BLUE,QXSW,BOAT,HAND,match,0,2,PinkHand_1.jpg,BlueHand_2.jpg,BlueHand_2.jpg,BlackHand_2.jpg
