,Word_1st,Word_2nd,Condition,Match,Mismatch_Type,Image,ISI
0,BLUE,SQUARE,COMP_2W,mismatch,3,GreenCup_1.jpg,500
1,BROWN,HOUSE,COMP_2W,mismatch,2,BlackHouse_1.jpg,600
2,ZBXLV,BELL,COMP_1W,mismatch,3,BlackBoat_3.jpg,400
3,BLACK,FLAG,COMP_2W,match,0,BlackFlag_1.jpg,200
4,PINK,BAG,COMP_2W,match,0,PinkBag_3.jpg,500
5,XKQ,NOTE,COMP_1W,match,0,BlackNote_1.jpg,300
6,ZBXLV,STAR,COMP_1W,match,0,BlackStar_2.jpg,600
7,XKQ,HAND,COMP_1W,mismatch,1,BrownBell_1.jpg,500
8,BROWN,BOAT,COMP_2W,match,0,BrownBoat_3.jpg,300
9,QXSW,LEAF,COMP_1W,mismatch,1,BrownBoat_1.jpg,500
10,RJDNW,BAG,COMP_1W,mismatch,3,BlackHouse_3.jpg,200
11,WVCNZ,CANE,COMP_1W,match,0,BrownCane_3.jpg,600
12,BLUE,CUP,COMP_2W,mismatch,2,PinkCup_2.jpg,400
13,MTPV,SHOE,COMP_1W,match,0,RedShoe_3.jpg,300
14,WVCNZ,BELL,COMP_1W,match,0,BrownBell_1.jpg,500
15,MTPV,TREE,COMP_1W,match,0,RedTree_1.jpg,200
16,PINK,NOTE,COMP_2W,mismatch,1,PinkCross_3.jpg,600
17,RJDNW,NOTE,COMP_1W,mismatch,1,BlueCar_1.jpg,400
18,PINK,LEAF,COMP_2W,match,0,PinkLeaf_2.jpg,500
19,BLUE,TREE,COMP_2W,match,0,BlueTree_3.jpg,600
20,BLUE,CUP,COMP_2W,mismatch,2,PinkCup_2.jpg,200
21,QXSW,SHOE,COMP_1W,mismatch,2,BrownLeaf_2.jpg,200
22,BLUE,STAR,COMP_2W,mismatch,3,BlueBow_3.jpg,400
23,GREEN,BELL,COMP_2W,match,0,GreenBell_1.jpg,300
24,RJDNW,DISC,COMP_1W,mismatch,3,BrownFlag_2.jpg,200
25,RJDNW,NOTE,COMP_1W,mismatch,1,BlueCar_1.jpg,300
26,PINK,BOW,COMP_2W,mismatch,1,PinkFlag_3.jpg,200
27,RJDNW,CAR,COMP_1W,match,0,BlueCar_3.jpg,200
28,ZBXLV,CANE,COMP_1W,mismatch,3,PinkDisc_3.jpg,300
29,RED,BELL,COMP_2W,match,0,RedBell_2.jpg,400
30,QXSW,FORK,COMP_1W,mismatch,2,BrownBoat_1.jpg,400
31,BROWN,DISC,COMP_2W,mismatch,3,GreenLamp_1.jpg,300
32,XKQ,SQUARE,COMP_1W,mismatch,2,GreenHeart_1.jpg,500
33,MTPV,LEAF,COMP_1W,match,0,BrownLeaf_3.jpg,500
34,PINK,HOUSE,COMP_2W,match,0,PinkHouse_2.jpg,300
35,XKQ,STAR,COMP_1W,match,0,PinkStar_1.jpg,300
36,BLUE,CAR,COMP_2W,mismatch,3,BrownHand_3.jpg,300
37,BLUE,HEART,COMP_2W,match,0,BlueHeart_2.jpg,400
38,PINK,SHOE,COMP_2W,match,0,PinkShoe_2.jpg,400
39,XKQ,HAND,COMP_1W,mismatch,1,BrownBell_1.jpg,500
40,BROWN,BONE,COMP_2W,mismatch,3,RedLeaf_1.jpg,600
41,BLACK,STAR,COMP_2W,match,0,BlackStar_1.jpg,400
42,QXSW,KEY,COMP_1W,mismatch,3,BrownBoat_2.jpg,600
43,BLUE,CAR,COMP_2W,mismatch,3,BrownHand_3.jpg,200
44,PINK,CROSS,COMP_2W,mismatch,2,PinkCross_3.jpg,300
45,RED,LEAF,COMP_2W,match,0,RedLeaf_2.jpg,400
46,WVCNZ,BOW,COMP_1W,match,0,BlueBow_3.jpg,600
47,BROWN,FORK,COMP_2W,match,0,BrownFork_2.jpg,500
48,RED,LOCK,COMP_2W,mismatch,3,GreenDisc_1.jpg,500
49,RJDNW,STAR,COMP_1W,mismatch,3,BrownLeaf_1.jpg,500
50,GREEN,CUP,COMP_2W,match,0,GreenCup_1.jpg,600
