,Word_1st,Word_2nd,Condition,Match,Mismatch_Type,Image,ISI
0,BLUE,LOCK,COMP_2W,mismatch,3,BrownCup_2.jpg,600
1,GREEN,LOCK,COMP_2W,mismatch,2,RedLock_2.jpg,400
2,PINK,SQUARE,COMP_2W,mismatch,3,BlackBone_2.jpg,200
3,MTPV,BOW,COMP_1W,mismatch,3,BlackFlag_3.jpg,400
4,PINK,LOCK,COMP_2W,match,0,PinkLock_1.jpg,300
5,MTPV,PLANE,COMP_1W,match,0,BlackPlane_2.jpg,200
6,BROWN,CAR,COMP_2W,mismatch,1,BrownNote_1.jpg,600
7,WVCNZ,CAR,COMP_1W,mismatch,1,BlackStar_1.jpg,300
8,BLUE,CROSS,COMP_2W,match,0,BlueCross_1.jpg,500
9,ZBXLV,CUP,COMP_1W,mismatch,2,RedShoe_2.jpg,600
10,MTPV,LEAF,COMP_1W,mismatch,1,PinkKey_1.jpg,200
11,RED,TREE,COMP_2W,mismatch,3,BluePlane_3.jpg,500
12,BROWN,STAR,COMP_2W,match,0,BrownStar_1.jpg,200
13,MTPV,KEY,COMP_1W,match,0,RedKey_2.jpg,400
14,RJDNW,CANE,COMP_1W,match,0,BrownCane_3.jpg,200
15,PINK,DISC,COMP_2W,mismatch,1,PinkHeart_1.jpg,600
16,WVCNZ,SHOE,COMP_1W,match,0,PinkShoe_1.jpg,600
17,RJDNW,BAG,COMP_1W,match,0,RedBag_2.jpg,500
18,ZBXLV,CUP,COMP_1W,mismatch,2,RedShoe_2.jpg,500
19,BLACK,BAG,COMP_2W,match,0,BlackBag_2.jpg,600
20,MTPV,BELL,COMP_1W,mismatch,3,BrownBoat_2.jpg,600
21,BROWN,HAND,COMP_2W,mismatch,2,BrownHand_2.jpg,600
22,XKQ,LEAF,COMP_1W,match,0,BlueLeaf_1.jpg,300
23,PINK,CANE,COMP_2W,mismatch,2,GreenCane_1.jpg,500
24,PINK,HOUSE,COMP_2W,match,0,PinkHouse_2.jpg,400
25,MTPV,SQUARE,COMP_1W,match,0,PinkSquare_3.jpg,600
26,ZBXLV,LOCK,COMP_1W,match,0,RedLock_1.jpg,500
27,QXSW,HEART,COMP_1W,mismatch,3,BrownBoat_3.jpg,300
28,PINK,NOTE,COMP_2W,mismatch,2,BlueNote_2.jpg,300
29,RED,CANE,COMP_2W,match,0,RedCane_2.jpg,200
30,BLACK,STAR,COMP_2W,match,0,BlackStar_1.jpg,300
31,XKQ,BELL,COMP_1W,mismatch,3,BrownCane_1.jpg,200
32,BLUE,HOUSE,COMP_2W,mismatch,1,BlueFlag_2.jpg,200
33,MTPV,HAND,COMP_1W,mismatch,3,PinkCup_3.jpg,500
34,QXSW,LOCK,COMP_1W,match,0,GreenLock_1.jpg,500
35,BLACK,KEY,COMP_2W,mismatch,3,BlueFlag_2.jpg,500
36,RJDNW,SQUARE,COMP_1W,match,0,BlueSquare_3.jpg,300
37,BLACK,TREE,COMP_2W,match,0,BlackTree_3.jpg,300
38,BROWN,BOW,COMP_2W,match,0,BrownBow_3.jpg,500
39,RJDNW,HEART,COMP_1W,mismatch,1,BlueDisc_2.jpg,200
40,RJDNW,HEART,COMP_1W,mismatch,1,BlueDisc_2.jpg,500
41,QXSW,PLANE,COMP_1W,mismatch,2,GreenShoe_2.jpg,500
42,BROWN,BOAT,COMP_2W,match,0,BrownBoat_1.jpg,400
43,RED,LAMP,COMP_2W,mismatch,1,RedLock_3.jpg,600
44,ZBXLV,DISC,COMP_1W,match,0,GreenDisc_3.jpg,400
45,BLACK,LAMP,COMP_2W,match,0,BlackLamp_3.jpg,500
46,RJDNW,BOAT,COMP_1W,mismatch,1,BlueBell_1.jpg,500
47,RED,NOTE,COMP_2W,mismatch,3,RedPlane_3.jpg,300
48,MTPV,FLAG,COMP_1W,mismatch,2,GreenKey_3.jpg,400
49,WVCNZ,LOCK,COMP_1W,mismatch,2,BrownLeaf_3.jpg,200
50,GREEN,HAND,COMP_2W,match,0,GreenHand_3.jpg,600
51,ZBXLV,DISC,COMP_1W,match,0,GreenDisc_3.jpg,300
52,QXSW,TREE,COMP_1W,match,0,BrownTree_2.jpg,400
53,ZBXLV,CANE,COMP_1W,mismatch,3,BlackBoat_2.jpg,400
54,GREEN,BOAT,COMP_2W,match,0,GreenBoat_3.jpg,500
55,BROWN,CANE,COMP_2W,mismatch,3,BlueTree_1.jpg,300
56,XKQ,TREE,COMP_1W,mismatch,3,GreenBow_1.jpg,200
57,PINK,LEAF,COMP_2W,match,0,PinkLeaf_2.jpg,600
58,MTPV,BOAT,COMP_1W,mismatch,1,PinkLock_2.jpg,300
59,RJDNW,SHOE,COMP_1W,match,0,BlackShoe_1.jpg,400
60,MTPV,HEART,COMP_1W,match,0,RedHeart_2.jpg,600
61,PINK,HOUSE,COMP_2W,match,0,PinkHouse_2.jpg,400
62,RJDNW,CAR,COMP_1W,mismatch,1,BlueStar_2.jpg,600
63,BROWN,HOUSE,COMP_2W,mismatch,1,BrownCane_1.jpg,300
64,QXSW,LEAF,COMP_1W,match,0,RedLeaf_3.jpg,600
65,GREEN,PLANE,COMP_2W,mismatch,3,GreenCane_2.jpg,300
66,BLACK,SQUARE,COMP_2W,match,0,BlackSquare_3.jpg,200
67,RED,STAR,COMP_2W,mismatch,3,BrownBone_2.jpg,500
68,QXSW,TREE,COMP_1W,match,0,BrownTree_2.jpg,500
