,Word_1st,Word_2nd,Condition,Match,Mismatch_Type,Image,ISI
0,RJDNW,HAND,LIST_1W,mismatch,1,BrownBow_2.jpg,600
1,CUP,CROSS,LIST_2W,match,0,PinkCross_3.jpg,200
2,RJDNW,BELL,LIST_1W,match,0,PinkBell_2.jpg,200
3,CUP,PLANE,LIST_2W,mismatch,3,GreenHand_1.jpg,400
4,QXSW,CAR,LIST_1W,mismatch,2,GreenHouse_2.jpg,400
5,CUP,HAND,LIST_2W,match,0,BlueHand_2.jpg,300
6,RJDNW,CROSS,LIST_1W,match,0,GreenCross_1.jpg,300
7,WVCNZ,SHOE,LIST_1W,match,0,BlueShoe_2.jpg,600
8,ZBXLV,BAG,LIST_1W,mismatch,1,BrownHand_3.jpg,500
9,LAMP,STAR,LIST_2W,match,0,RedLamp_1.jpg,600
10,ZBXLV,KEY,LIST_1W,match,0,BlueKey_3.jpg,200
11,XKQ,BELL,LIST_1W,mismatch,3,BlueLamp_3.jpg,500
12,LAMP,HEART,LIST_2W,match,0,PinkLamp_3.jpg,300
13,QXSW,BELL,LIST_1W,match,0,BlueBell_2.jpg,200
14,CROSS,HOUSE,LIST_2W,mismatch,2,BlueShoe_3.jpg,400
15,PLANE,STAR,LIST_2W,mismatch,3,BlueHand_3.jpg,600
16,ZBXLV,LAMP,LIST_1W,match,0,BlueLamp_2.jpg,300
17,BOAT,DISC,LIST_2W,mismatch,2,BlueSquare_2.jpg,600
18,QXSW,LEAF,LIST_1W,mismatch,1,BlueBell_3.jpg,200
19,CUP,BONE,LIST_2W,match,0,BlueCup_3.jpg,500
20,ZBXLV,SHOE,LIST_1W,mismatch,2,PinkBell_2.jpg,400
21,LAMP,DISC,LIST_2W,match,0,BlueLamp_2.jpg,300
22,CROSS,TREE,LIST_2W,match,0,PinkCross_2.jpg,400
23,MTPV,HOUSE,LIST_1W,match,0,PinkHouse_2.jpg,300
24,LAMP,KEY,LIST_2W,mismatch,3,PinkCane_1.jpg,500
25,BOAT,HOUSE,LIST_2W,mismatch,2,PinkBag_3.jpg,600
26,WVCNZ,CUP,LIST_1W,match,0,PinkCup_3.jpg,400
27,LAMP,FORK,LIST_2W,match,0,PinkFork_3.jpg,300
28,ZBXLV,BOW,LIST_1W,match,0,GreenBow_1.jpg,500
29,WVCNZ,BELL,LIST_1W,mismatch,3,BlackFlag_2.jpg,300
30,HOUSE,STAR,LIST_2W,match,0,RedStar_1.jpg,400
31,WVCNZ,BOAT,LIST_1W,mismatch,1,BrownLamp_3.jpg,200
32,LAMP,CROSS,LIST_2W,mismatch,1,GreenCup_2.jpg,400
33,RJDNW,SQUARE,LIST_1W,match,0,RedSquare_1.jpg,400
34,PLANE,LEAF,LIST_2W,mismatch,2,BlueCup_1.jpg,500
35,ZBXLV,NOTE,LIST_1W,match,0,BrownNote_2.jpg,200
36,QXSW,BONE,LIST_1W,mismatch,2,PinkShoe_2.jpg,200
