,Word_1st,Word_2nd,Condition,Match,Mismatch_Type,Image,ISI
0,MTPV,BOAT,LIST_1W,match,0,RedBoat_1.jpg,600
1,QXSW,LOCK,LIST_1W,match,0,BrownLock_1.jpg,300
2,CUP,CANE,LIST_2W,mismatch,3,RedLeaf_3.jpg,200
3,HOUSE,CANE,LIST_2W,mismatch,3,BlueCross_3.jpg,600
4,ZBXLV,STAR,LIST_1W,match,0,BrownStar_2.jpg,600
5,ZBXLV,TREE,LIST_1W,mismatch,2,BrownBone_3.jpg,200
6,LAMP,CANE,LIST_2W,match,0,BrownCane_1.jpg,500
7,RJDNW,LEAF,LIST_1W,match,0,GreenLeaf_2.jpg,600
8,CUP,DISC,LIST_2W,mismatch,1,GreenTree_2.jpg,600
9,BOAT,HOUSE,LIST_2W,mismatch,2,BlueHand_2.jpg,500
10,QXSW,CROSS,LIST_1W,mismatch,2,BlackLeaf_1.jpg,300
11,BOAT,NOTE,LIST_2W,match,0,BrownNote_3.jpg,400
12,XKQ,DISC,LIST_1W,mismatch,1,GreenHouse_3.jpg,600
13,QXSW,BELL,LIST_1W,match,0,BlackBell_3.jpg,200
14,PLANE,FORK,LIST_2W,match,0,GreenPlane_1.jpg,600
15,CROSS,BOW,LIST_2W,mismatch,1,RedBell_2.jpg,500
16,ZBXLV,FLAG,LIST_1W,mismatch,2,BlueSquare_1.jpg,500
17,HOUSE,LOCK,LIST_2W,mismatch,1,GreenFork_2.jpg,200
18,XKQ,BOW,LIST_1W,match,0,GreenBow_1.jpg,500
19,HOUSE,SQUARE,LIST_2W,mismatch,2,PinkCross_1.jpg,200
20,PLANE,BELL,LIST_2W,match,0,BluePlane_1.jpg,300
21,XKQ,HOUSE,LIST_1W,mismatch,3,GreenHeart_3.jpg,600
22,ZBXLV,CAR,LIST_1W,mismatch,1,RedLock_2.jpg,600
23,CROSS,DISC,LIST_2W,match,0,RedCross_3.jpg,400
24,XKQ,STAR,LIST_1W,mismatch,3,BlackCar_3.jpg,600
25,MTPV,BAG,LIST_1W,match,0,PinkBag_2.jpg,300
26,WVCNZ,STAR,LIST_1W,mismatch,2,BrownBag_1.jpg,600
27,CROSS,PLANE,LIST_2W,mismatch,2,RedBoat_2.jpg,600
28,MTPV,HOUSE,LIST_1W,match,0,BlueHouse_2.jpg,400
29,HOUSE,SHOE,LIST_2W,mismatch,2,BrownLock_3.jpg,200
30,HOUSE,STAR,LIST_2W,mismatch,2,GreenCross_1.jpg,300
