,Word_1st,Word_2nd,Condition,Match,Mismatch_Type,Image,ISI
0,BLUE,BAG,COMP_2W,match,0,BlueBag_1.jpg,300
1,WVCNZ,SQUARE,COMP_1W,mismatch,2,BlackBow_3.jpg,300
2,BLACK,LEAF,COMP_2W,mismatch,2,RedLeaf_2.jpg,500
3,GREEN,BELL,COMP_2W,match,0,GreenBell_1.jpg,600
4,XKQ,CROSS,COMP_1W,match,0,GreenCross_2.jpg,400
5,QXSW,BOW,COMP_1W,mismatch,1,BlueNote_1.jpg,500
6,GREEN,SQUARE,COMP_2W,mismatch,2,PinkSquare_2.jpg,300
7,BLACK,SHOE,COMP_2W,mismatch,1,BlackBow_2.jpg,200
8,XKQ,LOCK,COMP_1W,match,0,RedLock_1.jpg,400
9,QXSW,CUP,COMP_1W,mismatch,1,PinkBag_3.jpg,600
10,BLUE,HOUSE,COMP_2W,match,0,BlueHouse_1.jpg,400
11,WVCNZ,STAR,COMP_1W,mismatch,3,PinkBow_2.jpg,400
12,MTPV,CANE,COMP_1W,match,0,BlueCane_2.jpg,600
13,RED,LOCK,COMP_2W,match,0,RedLock_1.jpg,500
14,BLUE,BOW,COMP_2W,mismatch,1,BlueHand_2.jpg,200
15,BROWN,BOAT,COMP_2W,mismatch,3,RedLamp_2.jpg,600
16,XKQ,LAMP,COMP_1W,mismatch,2,BlueLock_1.jpg,600
17,QXSW,SQUARE,COMP_1W,match,0,RedSquare_3.jpg,400
18,BLACK,STAR,COMP_2W,mismatch,1,BlackDisc_1.jpg,500
19,RED,SQUARE,COMP_2W,match,0,RedSquare_1.jpg,500
20,RED,CAR,COMP_2W,match,0,RedCar_2.jpg,600
21,XKQ,KEY,COMP_1W,match,0,PinkKey_2.jpg,200
22,MTPV,DISC,COMP_1W,match,0,GreenDisc_2.jpg,300
23,QXSW,LOCK,COMP_1W,mismatch,1,BrownCross_3.jpg,200
24,PINK,LOCK,COMP_2W,mismatch,1,PinkHeart_1.jpg,400
25,BLUE,SQUARE,COMP_2W,match,0,BlueSquare_1.jpg,600
26,GREEN,CUP,COMP_2W,match,0,GreenCup_1.jpg,400
27,QXSW,DISC,COMP_1W,mismatch,2,GreenCross_3.jpg,400
28,ZBXLV,LEAF,COMP_1W,mismatch,2,RedDisc_1.jpg,200
29,PINK,TREE,COMP_2W,match,0,PinkTree_1.jpg,200
30,MTPV,LOCK,COMP_1W,mismatch,1,BlueCup_1.jpg,200
31,PINK,LAMP,COMP_2W,match,0,PinkLamp_1.jpg,600
32,XKQ,HOUSE,COMP_1W,mismatch,2,PinkLamp_2.jpg,500
33,BLUE,CANE,COMP_2W,match,0,BlueCane_3.jpg,300
34,WVCNZ,NOTE,COMP_1W,match,0,GreenNote_1.jpg,600
35,RED,FLAG,COMP_2W,match,0,RedFlag_1.jpg,500
36,RED,NOTE,COMP_2W,mismatch,2,RedNote_3.jpg,600
37,WVCNZ,BOW,COMP_1W,match,0,BlackBow_3.jpg,500
38,PINK,LEAF,COMP_2W,match,0,PinkLeaf_1.jpg,200
39,BLUE,LEAF,COMP_2W,match,0,BlueLeaf_1.jpg,400
40,RJDNW,SQUARE,COMP_1W,mismatch,1,BlackDisc_2.jpg,400
41,RED,SHOE,COMP_2W,mismatch,3,BlueBow_2.jpg,300
42,GREEN,TREE,COMP_2W,match,0,GreenTree_1.jpg,300
43,RED,FORK,COMP_2W,match,0,RedFork_3.jpg,200
44,QXSW,PLANE,COMP_1W,mismatch,3,BrownHouse_2.jpg,600
45,WVCNZ,TREE,COMP_1W,match,0,PinkTree_3.jpg,400
46,BLUE,PLANE,COMP_2W,mismatch,3,GreenSquare_3.jpg,300
47,ZBXLV,CUP,COMP_1W,mismatch,2,BrownCross_2.jpg,500
48,BLUE,BELL,COMP_2W,mismatch,2,BlueBell_2.jpg,600
49,WVCNZ,CAR,COMP_1W,match,0,RedCar_2.jpg,500
50,ZBXLV,FORK,COMP_1W,mismatch,3,BlueBell_2.jpg,300
51,BLACK,KEY,COMP_2W,mismatch,1,BlackDisc_1.jpg,400
52,WVCNZ,SHOE,COMP_1W,mismatch,1,PinkKey_3.jpg,300
