,Word_1st,Word_2nd,Condition,Match,Mismatch_Type,Image,ISI
0,QXSW,HEART,LIST_1W,match,0,BrownHeart_3.jpg,600
1,CROSS,TREE,LIST_2W,match,0,GreenCross_1.jpg,600
2,XKQ,BOAT,LIST_1W,match,0,GreenBoat_3.jpg,300
3,RJDNW,NOTE,LIST_1W,mismatch,1,GreenKey_3.jpg,500
4,HOUSE,BELL,LIST_2W,mismatch,3,BrownDisc_2.jpg,200
5,QXSW,DISC,LIST_1W,mismatch,1,BlueFork_2.jpg,200
6,CROSS,CAR,LIST_2W,match,0,BrownCross_3.jpg,500
7,RJDNW,LAMP,LIST_1W,mismatch,3,GreenStar_3.jpg,400
8,QXSW,FLAG,LIST_1W,mismatch,3,RedHand_2.jpg,400
9,MTPV,NOTE,LIST_1W,match,0,BlackNote_3.jpg,600
10,BOAT,NOTE,LIST_2W,match,0,GreenNote_2.jpg,400
11,CROSS,LAMP,LIST_2W,mismatch,3,BrownBoat_3.jpg,400
12,RJDNW,PLANE,LIST_1W,match,0,BluePlane_3.jpg,400
13,LAMP,SHOE,LIST_2W,mismatch,1,PinkNote_3.jpg,300
14,MTPV,KEY,LIST_1W,mismatch,2,BlackHeart_2.jpg,400
15,QXSW,KEY,LIST_1W,match,0,BlueKey_1.jpg,600
16,HOUSE,BAG,LIST_2W,match,0,RedHouse_1.jpg,500
17,XKQ,BELL,LIST_1W,mismatch,2,RedPlane_2.jpg,300
18,MTPV,CROSS,LIST_1W,mismatch,3,GreenShoe_2.jpg,300
19,CUP,NOTE,LIST_2W,mismatch,1,RedCane_1.jpg,400
20,BOAT,FLAG,LIST_2W,match,0,BlackFlag_2.jpg,300
21,CUP,SHOE,LIST_2W,match,0,BlueCup_1.jpg,400
22,QXSW,PLANE,LIST_1W,mismatch,2,RedFlag_1.jpg,300
23,CROSS,CUP,LIST_2W,match,0,BlackCup_3.jpg,400
24,MTPV,STAR,LIST_1W,match,0,BlackStar_1.jpg,500
25,WVCNZ,SQUARE,LIST_1W,mismatch,3,PinkBag_1.jpg,600
26,ZBXLV,BELL,LIST_1W,match,0,RedBell_3.jpg,200
27,BOAT,CAR,LIST_2W,mismatch,3,RedCross_1.jpg,600
28,XKQ,LAMP,LIST_1W,match,0,BlackLamp_1.jpg,300
29,HOUSE,LOCK,LIST_2W,mismatch,3,BrownCross_2.jpg,500
30,MTPV,CUP,LIST_1W,mismatch,1,BlackStar_1.jpg,500
31,CUP,BAG,LIST_2W,mismatch,3,BlackCar_2.jpg,400
32,CUP,BONE,LIST_2W,match,0,RedBone_2.jpg,500
33,RJDNW,STAR,LIST_1W,match,0,BlackStar_1.jpg,200
34,LAMP,FLAG,LIST_2W,mismatch,3,BlueCar_1.jpg,600
35,WVCNZ,KEY,LIST_1W,mismatch,3,GreenShoe_1.jpg,200
36,LAMP,SQUARE,LIST_2W,mismatch,1,BrownFork_3.jpg,600
37,XKQ,LEAF,LIST_1W,mismatch,2,RedLock_2.jpg,600
38,CROSS,BELL,LIST_2W,match,0,RedCross_2.jpg,600
39,WVCNZ,HAND,LIST_1W,mismatch,2,PinkPlane_2.jpg,200
40,PLANE,SHOE,LIST_2W,match,0,RedShoe_1.jpg,300
41,ZBXLV,HOUSE,LIST_1W,match,0,PinkHouse_2.jpg,400
42,CROSS,CANE,LIST_2W,match,0,BrownCane_3.jpg,400
43,XKQ,NOTE,LIST_1W,mismatch,1,BlackBell_2.jpg,500
44,PLANE,HOUSE,LIST_2W,mismatch,3,RedBag_2.jpg,500
45,MTPV,HEART,LIST_1W,mismatch,1,RedKey_2.jpg,600
46,CUP,LEAF,LIST_2W,mismatch,2,RedBell_1.jpg,200
47,ZBXLV,CAR,LIST_1W,match,0,BlackCar_2.jpg,600
