,Word_1st,Word_2nd,Condition,Match,Mismatch_Type,Image,ISI
0,QXSW,TREE,LIST_1W,mismatch,3,RedHouse_2.jpg,200
1,XKQ,DISC,LIST_1W,mismatch,2,BlackBow_3.jpg,500
2,CROSS,LEAF,LIST_2W,match,0,RedCross_1.jpg,300
3,BOAT,SQUARE,LIST_2W,mismatch,3,RedTree_3.jpg,500
4,RJDNW,HAND,LIST_1W,mismatch,1,BrownBow_2.jpg,600
5,MTPV,KEY,LIST_1W,mismatch,3,BlackLamp_1.jpg,600
6,PLANE,SQUARE,LIST_2W,match,0,GreenPlane_3.jpg,200
7,CUP,FORK,LIST_2W,mismatch,3,BrownBow_1.jpg,400
8,QXSW,FORK,LIST_1W,mismatch,2,GreenBow_3.jpg,300
9,MTPV,HEART,LIST_1W,match,0,PinkHeart_1.jpg,300
10,BOAT,HAND,LIST_2W,mismatch,1,BrownBell_3.jpg,600
11,CUP,BOW,LIST_2W,mismatch,3,BrownStar_2.jpg,200
12,LAMP,HOUSE,LIST_2W,match,0,RedLamp_1.jpg,400
13,XKQ,PLANE,LIST_1W,mismatch,3,PinkDisc_3.jpg,400
14,CUP,DISC,LIST_2W,mismatch,2,BlackNote_2.jpg,500
15,HOUSE,CANE,LIST_2W,mismatch,1,RedTree_3.jpg,200
16,WVCNZ,DISC,LIST_1W,match,0,RedDisc_3.jpg,200
17,QXSW,HOUSE,LIST_1W,mismatch,2,BlackBag_1.jpg,600
18,RJDNW,SQUARE,LIST_1W,match,0,RedSquare_1.jpg,400
19,BOAT,BAG,LIST_2W,match,0,BlueBag_1.jpg,500
20,CUP,SQUARE,LIST_2W,match,0,BrownSquare_3.jpg,400
21,LAMP,BOAT,LIST_2W,mismatch,3,BrownBag_3.jpg,300
22,WVCNZ,SHOE,LIST_1W,match,0,BlueShoe_2.jpg,300
23,QXSW,CUP,LIST_1W,mismatch,1,GreenCane_2.jpg,200
24,ZBXLV,CANE,LIST_1W,mismatch,1,GreenHeart_3.jpg,600
25,CUP,PLANE,LIST_2W,mismatch,3,GreenHand_1.jpg,600
26,ZBXLV,CUP,LIST_1W,mismatch,3,BlueLock_1.jpg,300
27,MTPV,PLANE,LIST_1W,match,0,RedPlane_2.jpg,500
