,Word_1st,Word_2nd,Condition,Match,Mismatch_Type,Image,ISI
0,QXSW,CAR,LIST_1W,match,0,BlueCar_1.jpg,600
1,ZBXLV,STAR,LIST_1W,match,0,RedStar_1.jpg,300
2,LAMP,TREE,LIST_2W,mismatch,2,BlueStar_3.jpg,200
3,PLANE,LAMP,LIST_2W,mismatch,3,GreenCar_1.jpg,600
4,MTPV,HOUSE,LIST_1W,match,0,PinkHouse_1.jpg,600
5,ZBXLV,HAND,LIST_1W,mismatch,2,BlueBoat_1.jpg,200
6,CUP,BOAT,LIST_2W,match,0,GreenBoat_3.jpg,500
7,WVCNZ,STAR,LIST_1W,match,0,BlueStar_1.jpg,600
8,HOUSE,BELL,LIST_2W,mismatch,1,BlueCane_3.jpg,600
9,HOUSE,PLANE,LIST_2W,mismatch,3,RedBell_1.jpg,500
10,WVCNZ,BOAT,LIST_1W,mismatch,1,BlackHeart_1.jpg,300
11,CROSS,HOUSE,LIST_2W,match,0,BlueHouse_1.jpg,400
12,QXSW,FLAG,LIST_1W,mismatch,3,PinkFork_3.jpg,600
13,ZBXLV,KEY,LIST_1W,match,0,BrownKey_2.jpg,200
14,CUP,CROSS,LIST_2W,match,0,PinkCross_2.jpg,600
15,LAMP,DISC,LIST_2W,mismatch,3,GreenStar_2.jpg,500
16,RJDNW,CAR,LIST_1W,mismatch,1,BlackBag_3.jpg,500
17,PLANE,CAR,LIST_2W,mismatch,1,PinkBag_2.jpg,200
18,WVCNZ,TREE,LIST_1W,match,0,BlueTree_2.jpg,500
19,PLANE,HAND,LIST_2W,mismatch,2,GreenCane_2.jpg,200
20,CUP,HEART,LIST_2W,match,0,RedHeart_1.jpg,300
21,ZBXLV,BOW,LIST_1W,mismatch,2,BlackCross_1.jpg,600
22,ZBXLV,HOUSE,LIST_1W,mismatch,2,BlackShoe_1.jpg,600
23,CROSS,SQUARE,LIST_2W,match,0,GreenCross_1.jpg,400
24,RJDNW,NOTE,LIST_1W,mismatch,3,RedHouse_3.jpg,600
25,XKQ,HEART,LIST_1W,match,0,BrownHeart_2.jpg,300
26,XKQ,SHOE,LIST_1W,mismatch,1,BrownLamp_2.jpg,600
27,LAMP,BELL,LIST_2W,mismatch,3,GreenHouse_1.jpg,600
28,ZBXLV,LOCK,LIST_1W,match,0,BrownLock_2.jpg,400
29,PLANE,HOUSE,LIST_2W,mismatch,2,BrownBag_1.jpg,200
30,HOUSE,DISC,LIST_2W,mismatch,2,PinkCup_1.jpg,300
31,XKQ,SQUARE,LIST_1W,mismatch,3,BrownNote_2.jpg,200
32,QXSW,BONE,LIST_1W,mismatch,3,PinkTree_1.jpg,300
33,MTPV,BONE,LIST_1W,match,0,PinkBone_2.jpg,200
34,LAMP,HOUSE,LIST_2W,mismatch,3,RedBoat_3.jpg,600
35,RJDNW,BONE,LIST_1W,match,0,RedBone_3.jpg,500
36,QXSW,SHOE,LIST_1W,match,0,GreenShoe_1.jpg,500
37,PLANE,KEY,LIST_2W,mismatch,3,GreenCup_2.jpg,500
38,XKQ,CROSS,LIST_1W,match,0,GreenCross_1.jpg,500
39,CUP,PLANE,LIST_2W,mismatch,2,BrownNote_1.jpg,300
40,CUP,DISC,LIST_2W,match,0,BrownDisc_1.jpg,200
41,HOUSE,TREE,LIST_2W,match,0,GreenHouse_2.jpg,600
42,RJDNW,LOCK,LIST_1W,mismatch,2,BrownBone_3.jpg,500
43,HOUSE,STAR,LIST_2W,match,0,RedStar_1.jpg,600
44,XKQ,BAG,LIST_1W,mismatch,1,RedPlane_2.jpg,400
45,RJDNW,STAR,LIST_1W,mismatch,1,PinkHeart_1.jpg,500
46,BOAT,CAR,LIST_2W,match,0,GreenBoat_1.jpg,500
47,XKQ,LEAF,LIST_1W,match,0,BlackLeaf_2.jpg,400
48,CROSS,LOCK,LIST_2W,match,0,BlueCross_1.jpg,500
49,HOUSE,BOW,LIST_2W,mismatch,2,GreenDisc_3.jpg,400
50,QXSW,HOUSE,LIST_1W,mismatch,3,BlackNote_1.jpg,400
51,CROSS,HAND,LIST_2W,match,0,RedCross_1.jpg,500
52,RJDNW,CROSS,LIST_1W,mismatch,2,GreenNote_3.jpg,400
53,HOUSE,CROSS,LIST_2W,match,0,BlueHouse_3.jpg,300
54,PLANE,CROSS,LIST_2W,mismatch,2,BlueBag_3.jpg,300
55,WVCNZ,PLANE,LIST_1W,mismatch,3,PinkLock_3.jpg,500
56,HOUSE,FORK,LIST_2W,match,0,BrownHouse_2.jpg,300
57,XKQ,NOTE,LIST_1W,match,0,GreenNote_2.jpg,300
58,WVCNZ,CANE,LIST_1W,match,0,RedCane_2.jpg,400
59,RJDNW,CUP,LIST_1W,match,0,BrownCup_3.jpg,300
60,HOUSE,CUP,LIST_2W,mismatch,1,PinkSquare_3.jpg,600
61,HOUSE,CANE,LIST_2W,match,0,RedCane_1.jpg,400
62,BOAT,DISC,LIST_2W,match,0,BlueBoat_1.jpg,400
63,ZBXLV,LAMP,LIST_1W,mismatch,3,BrownSquare_3.jpg,200
64,RJDNW,LEAF,LIST_1W,mismatch,3,BlackSquare_3.jpg,200
65,WVCNZ,CAR,LIST_1W,match,0,RedCar_3.jpg,600
66,BOAT,SQUARE,LIST_2W,match,0,BlackSquare_1.jpg,500
67,ZBXLV,CROSS,LIST_1W,match,0,RedCross_1.jpg,500
68,CROSS,FORK,LIST_2W,match,0,BrownFork_2.jpg,200
69,XKQ,PLANE,LIST_1W,mismatch,2,BrownBoat_1.jpg,400
70,RJDNW,FLAG,LIST_1W,match,0,BrownFlag_1.jpg,300
71,HOUSE,BOAT,LIST_2W,mismatch,1,RedLock_2.jpg,300
72,BOAT,NOTE,LIST_2W,mismatch,2,BlackDisc_1.jpg,400
73,BOAT,BONE,LIST_2W,mismatch,3,BlackPlane_1.jpg,400
74,ZBXLV,BAG,LIST_1W,match,0,GreenBag_1.jpg,400
75,QXSW,KEY,LIST_1W,match,0,GreenKey_1.jpg,400
76,WVCNZ,HOUSE,LIST_1W,match,0,PinkHouse_1.jpg,600
77,LAMP,LOCK,LIST_2W,mismatch,3,GreenDisc_1.jpg,400
78,RJDNW,BELL,LIST_1W,match,0,BlackBell_2.jpg,200
79,HOUSE,LEAF,LIST_2W,mismatch,3,BlueBoat_3.jpg,200
80,CUP,CANE,LIST_2W,match,0,BlackCup_2.jpg,200
81,HOUSE,KEY,LIST_2W,match,0,RedKey_2.jpg,300
82,QXSW,BOW,LIST_1W,mismatch,1,BlueKey_2.jpg,200
83,CUP,HAND,LIST_2W,match,0,PinkHand_1.jpg,600
84,HOUSE,HAND,LIST_2W,mismatch,1,RedLock_1.jpg,500
85,CUP,BONE,LIST_2W,mismatch,3,BrownKey_2.jpg,300
86,ZBXLV,CUP,LIST_1W,mismatch,1,BlueTree_2.jpg,300
87,LAMP,PLANE,LIST_2W,match,0,BrownPlane_2.jpg,400
88,BOAT,HOUSE,LIST_2W,match,0,RedBoat_3.jpg,200
89,BOAT,CROSS,LIST_2W,mismatch,1,BlueNote_3.jpg,500
90,ZBXLV,SHOE,LIST_1W,mismatch,1,PinkSquare_3.jpg,500
91,QXSW,SQUARE,LIST_1W,match,0,PinkSquare_3.jpg,200
92,WVCNZ,BELL,LIST_1W,mismatch,1,GreenHeart_2.jpg,300
93,CUP,LEAF,LIST_2W,match,0,BlackCup_1.jpg,300
94,MTPV,BELL,LIST_1W,mismatch,3,PinkLock_1.jpg,300
95,LAMP,BAG,LIST_2W,match,0,BlackLamp_3.jpg,600
96,LAMP,FLAG,LIST_2W,mismatch,3,PinkCross_2.jpg,400
97,LAMP,SHOE,LIST_2W,match,0,GreenShoe_3.jpg,200
98,MTPV,TREE,LIST_1W,match,0,BrownTree_2.jpg,200
99,QXSW,LOCK,LIST_1W,mismatch,3,BlueHeart_1.jpg,400
