TrialOnset,Noun,Question,Answer,ISI,Accuracy,RT,Response
0,PROFESSOR,Is it alive?,1,0.3,,0,
2.59999999999991,HAIR,Does it make sounds?,0,0.3,,0,
5.19999999999982,FAUCET,Can you find it in the wild?,0,0.3,,0,
7.79999999999973,OATMEAL,Can you eat or drink it?,1,0.3,,0,
