,Condition,Image,Match,Mismatch_Type,Word_1st,Word_2nd
0,FIX,NA,NA,NA,NA,NA
1,LIST_2W,BlackCup_2.jpg,match,0,CUP,CAR
2,LIST_2W,RedSquare_2.jpg,mismatch,3,CROSS,FORK
3,LIST_2W,GreenStar_2.jpg,match,0,CUP,STAR
4,LIST_2W,BlackSquare_2.jpg,mismatch,2,CROSS,CAR
5,LIST_2W,BlueLamp_1.jpg,match,0,LAMP,KEY
6,COMP_1W,PinkPlane_1.jpg,match,0,WVCNZ,PLANE
7,COMP_1W,PinkLamp_2.jpg,mismatch,2,QXSW,HOUSE
8,COMP_1W,PinkFork_1.jpg,mismatch,3,MTPV,BELL
9,COMP_1W,BrownBoat_1.jpg,match,0,QXSW,BOAT
10,COMP_1W,BlackCross_2.jpg,match,0,WVCNZ,CROSS
11,COMP_2W,GreenLeaf_3.jpg,mismatch,1,GREEN,CANE
12,COMP_2W,BlackLamp_2.jpg,match,0,BLACK,LAMP
13,COMP_2W,BlackShoe_3.jpg,mismatch,1,BLACK,BOAT
14,COMP_2W,PinkBow_2.jpg,match,0,PINK,BOW
15,COMP_2W,RedBow_3.jpg,mismatch,2,BLACK,BOW
16,LIST_1W,BlackBow_2.jpg,mismatch,3,MTPV,LEAF
17,LIST_1W,BlueNote_3.jpg,mismatch,2,RJDNW,CAR
18,LIST_1W,PinkStar_1.jpg,mismatch,3,ZBXLV,LOCK
19,LIST_1W,PinkLock_3.jpg,match,0,WVCNZ,LOCK
20,LIST_1W,RedNote_2.jpg,match,0,RJDNW,NOTE
21,FIX,NA,NA,NA,NA,NA
22,COMP_1W,PinkBoat_3.jpg,mismatch,1,RJDNW,DISC
23,COMP_1W,PinkLock_1.jpg,mismatch,3,RJDNW,TREE
24,COMP_1W,PinkPlane_1.jpg,match,0,WVCNZ,PLANE
25,COMP_1W,RedPlane_1.jpg,mismatch,1,RJDNW,BOAT
26,COMP_1W,BlackCross_2.jpg,match,0,WVCNZ,CROSS
27,LIST_1W,GreenLeaf_1.jpg,match,0,ZBXLV,LEAF
28,LIST_1W,RedDisc_2.jpg,mismatch,3,WVCNZ,FORK
29,LIST_1W,PinkCross_3.jpg,mismatch,2,RJDNW,BOW
30,LIST_1W,BlueHouse_2.jpg,match,0,XKQ,HOUSE
31,LIST_1W,BlueHeart_1.jpg,mismatch,3,ZBXLV,TREE
32,LIST_2W,BlueHouse_3.jpg,match,0,HOUSE,BONE
33,LIST_2W,BrownBone_3.jpg,match,0,BOAT,BONE
34,LIST_2W,BrownShoe_3.jpg,mismatch,3,CROSS,LAMP
35,LIST_2W,BrownKey_1.jpg,mismatch,1,CROSS,STAR
36,LIST_2W,BrownTree_3.jpg,mismatch,2,PLANE,HOUSE
37,COMP_2W,BlueKey_3.jpg,match,0,BLUE,KEY
38,COMP_2W,BrownShoe_3.jpg,mismatch,2,RED,SHOE
39,COMP_2W,PinkFlag_1.jpg,match,0,PINK,FLAG
40,COMP_2W,BrownLeaf_2.jpg,match,0,BROWN,LEAF
41,COMP_2W,BrownBag_2.jpg,mismatch,3,RED,FLAG
42,FIX,NA,NA,NA,NA,NA
43,COMP_2W,BrownShoe_3.jpg,mismatch,2,RED,SHOE
44,COMP_2W,BlueKey_3.jpg,match,0,BLUE,KEY
45,COMP_2W,GreenHeart_1.jpg,match,0,GREEN,HEART
46,COMP_2W,RedLamp_3.jpg,mismatch,2,RED,LAMP
47,COMP_2W,GreenTree_1.jpg,mismatch,1,GREEN,CROSS
48,LIST_2W,BlueShoe_2.jpg,mismatch,2,BOAT,HAND
49,LIST_2W,RedNote_3.jpg,mismatch,2,PLANE,SHOE
50,LIST_2W,BrownTree_3.jpg,mismatch,2,PLANE,HOUSE
51,LIST_2W,PinkCross_1.jpg,match,0,BOAT,CROSS
52,LIST_2W,BlueLamp_1.jpg,match,0,LAMP,KEY
53,LIST_1W,BluePlane_3.jpg,match,0,WVCNZ,PLANE
54,LIST_1W,BlueHeart_1.jpg,mismatch,3,ZBXLV,TREE
55,LIST_1W,GreenPlane_2.jpg,mismatch,3,XKQ,LOCK
56,LIST_1W,BrownBow_1.jpg,mismatch,3,ZBXLV,BOAT
57,LIST_1W,BrownDisc_3.jpg,match,0,RJDNW,DISC
58,COMP_1W,RedCane_3.jpg,match,0,RJDNW,CANE
