,Condition,Image,Match,Mismatch_Type,Word_1st,Word_2nd
0,FIX,NA,NA,NA,NA,NA
1,LIST_2W,BlueHouse_2.jpg,match,0,HOUSE,BOW
2,LIST_2W,BrownDisc_3.jpg,mismatch,1,CUP,PLANE
3,LIST_2W,BlueShoe_1.jpg,mismatch,1,PLANE,NOTE
4,LIST_2W,GreenBone_3.jpg,mismatch,3,PLANE,DISC
5,LIST_2W,GreenBell_1.jpg,match,0,PLANE,BELL
6,COMP_1W,BlackLamp_2.jpg,match,0,WVCNZ,LAMP
7,COMP_1W,PinkCane_2.jpg,match,0,RJDNW,CANE
8,COMP_1W,BlueCross_1.jpg,mismatch,1,ZBXLV,SHOE
9,COMP_1W,BrownDisc_3.jpg,mismatch,3,XKQ,KEY
10,COMP_1W,BlueDisc_2.jpg,mismatch,1,WVCNZ,NOTE
11,COMP_2W,RedCar_3.jpg,match,0,RED,CAR
12,COMP_2W,GreenStar_2.jpg,match,0,GREEN,STAR
13,COMP_2W,BlueLock_2.jpg,match,0,BLUE,LOCK
14,COMP_2W,BrownHeart_1.jpg,match,0,BROWN,HEART
15,COMP_2W,BlackShoe_3.jpg,mismatch,3,BLUE,CROSS
16,LIST_1W,BrownHeart_1.jpg,mismatch,1,XKQ,LAMP
17,LIST_1W,GreenBow_2.jpg,match,0,MTPV,BOW
18,LIST_1W,PinkCane_1.jpg,match,0,XKQ,CANE
19,LIST_1W,BlackBell_2.jpg,mismatch,1,RJDNW,SQUARE
20,LIST_1W,BlueHeart_1.jpg,mismatch,2,MTPV,STAR
21,FIX,NA,NA,NA,NA,NA
22,COMP_1W,RedCup_2.jpg,mismatch,3,RJDNW,DISC
23,COMP_1W,BlackFlag_3.jpg,match,0,XKQ,FLAG
24,COMP_1W,BlackHouse_1.jpg,match,0,RJDNW,HOUSE
25,COMP_1W,PinkNote_1.jpg,match,0,MTPV,NOTE
26,COMP_1W,BlackHouse_1.jpg,mismatch,1,XKQ,PLANE
27,LIST_1W,BrownPlane_1.jpg,match,0,RJDNW,PLANE
28,LIST_1W,PinkBow_2.jpg,match,0,RJDNW,BOW
29,LIST_1W,GreenCane_1.jpg,match,0,WVCNZ,CANE
30,LIST_1W,RedHeart_2.jpg,mismatch,3,QXSW,SHOE
31,LIST_1W,PinkHand_1.jpg,match,0,WVCNZ,HAND
32,LIST_2W,RedBag_3.jpg,mismatch,1,PLANE,HAND
33,LIST_2W,BlackFlag_2.jpg,mismatch,2,HOUSE,BAG
34,LIST_2W,BrownLamp_3.jpg,match,0,LAMP,SHOE
35,LIST_2W,BlueLamp_2.jpg,match,0,LAMP,BOAT
36,LIST_2W,BlackCross_3.jpg,mismatch,2,BOAT,BELL
37,COMP_2W,BlueStar_2.jpg,mismatch,2,PINK,STAR
38,COMP_2W,RedFlag_1.jpg,match,0,RED,FLAG
39,COMP_2W,RedCane_2.jpg,match,0,RED,CANE
40,COMP_2W,BlackLamp_1.jpg,match,0,BLACK,LAMP
41,COMP_2W,BrownHand_3.jpg,mismatch,3,RED,CROSS
42,FIX,NA,NA,NA,NA,NA
43,COMP_2W,BlueLamp_3.jpg,match,0,BLUE,LAMP
44,COMP_2W,BlackShoe_3.jpg,mismatch,3,BLUE,CROSS
45,COMP_2W,PinkHouse_1.jpg,match,0,PINK,HOUSE
46,COMP_2W,PinkHeart_3.jpg,mismatch,2,RED,HEART
47,COMP_2W,RedTree_2.jpg,mismatch,1,RED,HAND
48,LIST_2W,RedDisc_1.jpg,mismatch,3,BOAT,KEY
49,LIST_2W,BlueSquare_3.jpg,match,0,BOAT,SQUARE
50,LIST_2W,BlueFork_2.jpg,mismatch,1,PLANE,BONE
51,LIST_2W,BlueCross_3.jpg,match,0,CROSS,PLANE
52,LIST_2W,RedStar_3.jpg,mismatch,1,CROSS,FLAG
53,LIST_1W,RedBag_3.jpg,mismatch,1,XKQ,HAND
54,LIST_1W,GreenBag_1.jpg,mismatch,1,ZBXLV,SHOE
55,LIST_1W,BrownBoat_3.jpg,match,0,ZBXLV,BOAT
56,LIST_1W,PinkBone_1.jpg,match,0,RJDNW,BONE
57,LIST_1W,BlackBow_1.jpg,mismatch,3,XKQ,LEAF
