,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,MTPV,BLUE,MTPV,LAMP,DISC,match,0,1,BrownDisc_2.jpg,BlueDisc_2.jpg,GreenDisc_3.jpg,BlackLamp_2.jpg
1,XKQ,RED,XKQ,CUP,DISC,match,0,2,BlueDisc_3.jpg,RedDisc_1.jpg,BrownDisc_1.jpg,PinkDisc_2.jpg
2,QXSW,PINK,QXSW,BOAT,DISC,mismatch,1,0,RedCar_3.jpg,PinkBell_3.jpg,BrownHand_2.jpg,PinkBone_3.jpg
3,RJDNW,BROWN,ZBXLV,CROSS,DISC,mismatch,1,0,GreenHouse_2.jpg,BrownLeaf_2.jpg,GreenTree_2.jpg,PinkHand_2.jpg
4,MTPV,BLUE,QXSW,BOAT,PLANE,match,0,1,BlackPlane_1.jpg,BluePlane_3.jpg,GreenPlane_2.jpg,PinkBoat_2.jpg
5,ZBXLV,BLACK,RJDNW,HOUSE,PLANE,match,0,2,PinkPlane_2.jpg,BlackPlane_3.jpg,PinkPlane_1.jpg,BrownPlane_3.jpg
6,XKQ,RED,XKQ,CUP,PLANE,mismatch,3,0,GreenBone_2.jpg,PinkDisc_2.jpg,RedNote_3.jpg,PinkCar_3.jpg
7,WVCNZ,BROWN,WVCNZ,CROSS,PLANE,mismatch,3,0,GreenNote_3.jpg,BlackBoat_3.jpg,BrownKey_2.jpg,RedHand_3.jpg
8,QXSW,PINK,QXSW,LAMP,BAG,match,0,1,BlueBag_2.jpg,PinkBag_3.jpg,PinkBag_1.jpg,PinkLamp_3.jpg
9,MTPV,BLUE,MTPV,BOAT,BAG,match,0,2,RedBag_2.jpg,BlueBag_2.jpg,PinkBag_1.jpg,RedBag_1.jpg
10,XKQ,RED,XKQ,CUP,BAG,mismatch,1,0,BlackPlane_2.jpg,RedCane_3.jpg,BrownBow_2.jpg,BlackDisc_1.jpg
11,WVCNZ,BLACK,RJDNW,CROSS,BAG,mismatch,3,0,BluePlane_3.jpg,GreenHeart_1.jpg,PinkNote_3.jpg,PinkSquare_3.jpg
12,MTPV,BLUE,MTPV,LAMP,LOCK,match,0,1,PinkLock_1.jpg,BlueLock_2.jpg,GreenLock_1.jpg,RedLamp_1.jpg
13,RJDNW,GREEN,RJDNW,CROSS,LOCK,match,0,2,BrownLock_3.jpg,GreenLock_3.jpg,RedLock_2.jpg,GreenLock_2.jpg
14,WVCNZ,BLACK,ZBXLV,HOUSE,LOCK,mismatch,2,0,BluePlane_3.jpg,GreenLock_1.jpg,BlackBag_1.jpg,BlueDisc_3.jpg
15,XKQ,RED,XKQ,CUP,LOCK,mismatch,1,0,BlueLeaf_1.jpg,RedHeart_1.jpg,BlueBag_3.jpg,PinkPlane_1.jpg
16,RJDNW,GREEN,ZBXLV,HOUSE,CANE,match,0,1,RedCane_1.jpg,GreenCane_3.jpg,BlueCane_2.jpg,GreenHouse_2.jpg
17,XKQ,RED,XKQ,CUP,CANE,match,0,2,RedCane_3.jpg,RedCane_2.jpg,BrownCane_3.jpg,RedCane_3.jpg
18,ZBXLV,BLACK,WVCNZ,CROSS,CANE,mismatch,2,0,PinkFork_1.jpg,BlueCane_1.jpg,BlueNote_3.jpg,BlackKey_1.jpg
19,WVCNZ,BROWN,RJDNW,PLANE,CANE,mismatch,3,0,BlueDisc_3.jpg,GreenFlag_2.jpg,BlueBow_2.jpg,BrownCup_1.jpg
20,WVCNZ,BLACK,RJDNW,HOUSE,HAND,match,0,1,RedHand_1.jpg,BlackHand_3.jpg,BlackHand_3.jpg,PinkHouse_3.jpg
21,MTPV,PINK,QXSW,LAMP,HAND,match,0,2,RedHand_3.jpg,PinkHand_3.jpg,GreenHand_1.jpg,BrownHand_3.jpg
22,QXSW,BLUE,MTPV,BOAT,HAND,mismatch,2,0,BlueLamp_1.jpg,GreenHand_3.jpg,BlackTree_3.jpg,BrownCar_1.jpg
23,RJDNW,BROWN,WVCNZ,PLANE,HAND,mismatch,2,0,PinkStar_2.jpg,BlackHand_2.jpg,BlackKey_1.jpg,BlueHeart_2.jpg
24,MTPV,PINK,MTPV,LAMP,KEY,match,0,1,BlackKey_2.jpg,PinkKey_1.jpg,GreenKey_2.jpg,BlueLamp_3.jpg
25,ZBXLV,GREEN,WVCNZ,CROSS,KEY,match,0,2,GreenKey_2.jpg,GreenKey_3.jpg,PinkKey_2.jpg,BlackKey_1.jpg
26,WVCNZ,BROWN,RJDNW,HOUSE,KEY,mismatch,3,0,BrownCane_1.jpg,PinkNote_1.jpg,RedBow_1.jpg,BlueNote_3.jpg
27,XKQ,RED,XKQ,CUP,KEY,mismatch,1,0,BlueBone_1.jpg,RedPlane_1.jpg,BlueSquare_3.jpg,BlueTree_3.jpg
28,RJDNW,BROWN,ZBXLV,HOUSE,SHOE,match,0,1,GreenShoe_1.jpg,BrownShoe_3.jpg,BlueShoe_3.jpg,GreenHouse_3.jpg
29,WVCNZ,BLACK,WVCNZ,PLANE,SHOE,match,0,2,BlueShoe_2.jpg,BlackShoe_1.jpg,BlueShoe_1.jpg,BlackShoe_1.jpg
30,ZBXLV,GREEN,RJDNW,CROSS,SHOE,mismatch,3,0,GreenLamp_3.jpg,PinkFork_3.jpg,BlueKey_2.jpg,BlueStar_2.jpg
31,MTPV,BLUE,QXSW,LAMP,SHOE,mismatch,3,0,RedBow_3.jpg,BlueLeaf_1.jpg,GreenLock_2.jpg,BlueBone_3.jpg
32,MTPV,BLUE,QXSW,LAMP,BONE,match,0,1,PinkBone_3.jpg,BlueBone_3.jpg,BlueBone_2.jpg,GreenLamp_1.jpg
33,ZBXLV,BROWN,RJDNW,PLANE,BONE,match,0,2,RedBone_3.jpg,BrownBone_3.jpg,RedBone_3.jpg,BlueBone_2.jpg
34,RJDNW,GREEN,WVCNZ,HOUSE,BONE,mismatch,2,0,RedFlag_3.jpg,BlackBone_3.jpg,BrownBell_3.jpg,PinkHand_3.jpg
35,XKQ,RED,XKQ,CUP,BONE,mismatch,3,0,BrownKey_1.jpg,GreenTree_1.jpg,RedLock_1.jpg,PinkLamp_3.jpg
36,XKQ,RED,XKQ,CUP,SQUARE,match,0,1,BlueSquare_2.jpg,RedSquare_2.jpg,GreenSquare_3.jpg,BrownCup_2.jpg
37,RJDNW,BLACK,RJDNW,CROSS,SQUARE,match,0,2,BrownSquare_2.jpg,BlackSquare_2.jpg,GreenSquare_1.jpg,RedSquare_2.jpg
38,QXSW,BLUE,MTPV,BOAT,SQUARE,mismatch,3,0,BlackCup_2.jpg,BlackBow_1.jpg,BrownDisc_2.jpg,PinkBag_1.jpg
39,WVCNZ,BROWN,ZBXLV,HOUSE,SQUARE,mismatch,1,0,GreenFork_2.jpg,BrownBow_1.jpg,GreenBow_2.jpg,BrownFlag_1.jpg
40,QXSW,BLUE,MTPV,BOAT,BELL,match,0,1,BlueBell_1.jpg,BlueBell_3.jpg,PinkBell_1.jpg,RedBoat_2.jpg
41,MTPV,PINK,QXSW,LAMP,BELL,match,0,2,BlueBell_3.jpg,PinkBell_1.jpg,PinkBell_2.jpg,BlackBell_3.jpg
42,WVCNZ,GREEN,WVCNZ,PLANE,BELL,mismatch,2,0,BrownFork_1.jpg,RedBell_3.jpg,BlueHeart_3.jpg,BlueLock_1.jpg
43,XKQ,RED,XKQ,CUP,BELL,mismatch,1,0,GreenStar_2.jpg,RedTree_2.jpg,GreenSquare_1.jpg,PinkLock_3.jpg
44,MTPV,BLUE,MTPV,LAMP,BOAT,match,0,1,PinkBoat_3.jpg,BlueBoat_2.jpg,PinkBoat_1.jpg,GreenLamp_3.jpg
45,WVCNZ,BROWN,ZBXLV,HOUSE,BOAT,match,0,2,BlueBoat_2.jpg,BrownBoat_2.jpg,BlueBoat_1.jpg,GreenBoat_3.jpg
46,RJDNW,BLACK,WVCNZ,PLANE,BOAT,mismatch,2,0,BlackLeaf_2.jpg,BlackBoat_3.jpg,BluePlane_1.jpg,PinkKey_2.jpg
47,XKQ,RED,XKQ,CUP,BOAT,mismatch,3,0,RedCar_1.jpg,RedShoe_3.jpg,BlackKey_3.jpg,BrownBow_1.jpg
