,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,MTPV,PINK,MTPV,LAMP,DISC,match,0,1,BlackDisc_2.jpg,PinkDisc_3.jpg,PinkDisc_2.jpg,BlackLamp_3.jpg
1,ZBXLV,BROWN,RJDNW,CROSS,DISC,match,0,2,BlackDisc_1.jpg,BrownDisc_3.jpg,PinkDisc_2.jpg,BlueDisc_1.jpg
2,WVCNZ,BLACK,WVCNZ,PLANE,DISC,mismatch,3,0,BrownLeaf_3.jpg,BlueCup_2.jpg,PinkNote_3.jpg,BlueCup_3.jpg
3,QXSW,BLUE,QXSW,BOAT,DISC,mismatch,1,0,BlackBone_1.jpg,BlueLeaf_1.jpg,PinkShoe_2.jpg,RedCar_3.jpg
4,QXSW,BLUE,MTPV,LAMP,PLANE,match,0,1,BluePlane_3.jpg,BluePlane_3.jpg,BlackPlane_2.jpg,RedLamp_2.jpg
5,XKQ,RED,XKQ,CUP,PLANE,match,0,2,BrownPlane_2.jpg,RedPlane_2.jpg,BrownPlane_1.jpg,BrownPlane_1.jpg
6,MTPV,PINK,QXSW,BOAT,PLANE,mismatch,3,0,GreenBone_2.jpg,BrownHouse_2.jpg,PinkFork_1.jpg,PinkFork_2.jpg
7,ZBXLV,GREEN,RJDNW,HOUSE,PLANE,mismatch,3,0,BlueBag_1.jpg,GreenBag_3.jpg,RedBoat_3.jpg,RedLamp_1.jpg
8,ZBXLV,BLACK,WVCNZ,CROSS,BAG,match,0,1,BrownBag_3.jpg,BlackBag_3.jpg,BrownBag_3.jpg,BlackCross_1.jpg
9,QXSW,PINK,MTPV,LAMP,BAG,match,0,2,BlueBag_2.jpg,PinkBag_2.jpg,BlueBag_2.jpg,RedBag_2.jpg
10,XKQ,RED,XKQ,CUP,BAG,mismatch,1,0,GreenHeart_2.jpg,RedNote_1.jpg,BlackHand_3.jpg,BlackCar_3.jpg
11,RJDNW,GREEN,RJDNW,HOUSE,BAG,mismatch,3,0,RedKey_3.jpg,BlueHand_3.jpg,BlackFlag_3.jpg,PinkKey_3.jpg
12,XKQ,RED,XKQ,CUP,LOCK,match,0,1,BrownLock_1.jpg,RedLock_1.jpg,PinkLock_3.jpg,BrownCup_3.jpg
13,RJDNW,GREEN,RJDNW,PLANE,LOCK,match,0,2,RedLock_1.jpg,GreenLock_3.jpg,BlueLock_2.jpg,RedLock_1.jpg
14,ZBXLV,BROWN,ZBXLV,CROSS,LOCK,mismatch,2,0,RedSquare_2.jpg,BlueLock_3.jpg,RedLeaf_1.jpg,BlackBow_1.jpg
15,WVCNZ,BLACK,WVCNZ,HOUSE,LOCK,mismatch,1,0,BlackFork_3.jpg,BlackCup_2.jpg,GreenLeaf_3.jpg,BrownCane_1.jpg
16,ZBXLV,BROWN,RJDNW,CROSS,CANE,match,0,1,BrownCane_1.jpg,BrownCane_3.jpg,BlackCane_1.jpg,GreenCross_3.jpg
17,RJDNW,GREEN,ZBXLV,HOUSE,CANE,match,0,2,PinkCane_1.jpg,GreenCane_3.jpg,PinkCane_2.jpg,RedCane_3.jpg
18,QXSW,PINK,QXSW,BOAT,CANE,mismatch,1,0,BlackCup_2.jpg,PinkFlag_1.jpg,RedBoat_2.jpg,BluePlane_1.jpg
19,MTPV,BLUE,MTPV,LAMP,CANE,mismatch,1,0,BlackStar_2.jpg,BluePlane_3.jpg,BrownTree_3.jpg,GreenPlane_3.jpg
20,XKQ,RED,XKQ,CUP,HAND,match,0,1,GreenHand_1.jpg,RedHand_3.jpg,PinkHand_2.jpg,BrownCup_1.jpg
21,MTPV,PINK,QXSW,BOAT,HAND,match,0,2,BlueHand_3.jpg,PinkHand_3.jpg,RedHand_3.jpg,GreenHand_2.jpg
22,WVCNZ,BROWN,WVCNZ,CROSS,HAND,mismatch,2,0,BrownFlag_3.jpg,RedHand_1.jpg,GreenSquare_2.jpg,PinkBow_2.jpg
23,RJDNW,GREEN,RJDNW,HOUSE,HAND,mismatch,1,0,PinkLeaf_3.jpg,GreenHouse_1.jpg,BluePlane_1.jpg,BrownFork_3.jpg
24,WVCNZ,GREEN,RJDNW,PLANE,KEY,match,0,1,GreenKey_2.jpg,GreenKey_1.jpg,GreenKey_2.jpg,BluePlane_2.jpg
25,MTPV,BLUE,QXSW,LAMP,KEY,match,0,2,BrownKey_3.jpg,BlueKey_2.jpg,BlueKey_2.jpg,GreenKey_2.jpg
26,ZBXLV,BROWN,ZBXLV,CROSS,KEY,mismatch,2,0,BlackLeaf_2.jpg,BlueKey_2.jpg,RedBag_2.jpg,PinkShoe_2.jpg
27,XKQ,RED,XKQ,CUP,KEY,mismatch,2,0,BrownSquare_3.jpg,RedKey_1.jpg,GreenBoat_1.jpg,GreenTree_3.jpg
28,MTPV,BLUE,QXSW,BOAT,SHOE,match,0,1,PinkShoe_2.jpg,BlueShoe_1.jpg,GreenShoe_2.jpg,GreenBoat_2.jpg
29,RJDNW,BLACK,WVCNZ,CROSS,SHOE,match,0,2,BlackShoe_2.jpg,BlackShoe_2.jpg,PinkShoe_2.jpg,PinkShoe_1.jpg
30,WVCNZ,GREEN,ZBXLV,HOUSE,SHOE,mismatch,2,0,RedBoat_1.jpg,BlueShoe_1.jpg,GreenPlane_2.jpg,BlueStar_2.jpg
