,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,MTPV,BLUE,QXSW,LAMP,DISC,match,0,1,GreenDisc_1.jpg,BlueDisc_2.jpg,GreenDisc_3.jpg,BlueLamp_3.jpg
1,QXSW,PINK,MTPV,BOAT,DISC,match,0,2,BlueDisc_1.jpg,PinkDisc_1.jpg,PinkDisc_2.jpg,BrownDisc_2.jpg
2,WVCNZ,BROWN,ZBXLV,CROSS,DISC,mismatch,1,0,PinkFlag_2.jpg,BrownBone_2.jpg,GreenCross_3.jpg,BlackSquare_3.jpg
3,RJDNW,GREEN,WVCNZ,PLANE,DISC,mismatch,1,0,BlueStar_3.jpg,GreenLamp_1.jpg,RedLeaf_3.jpg,PinkShoe_1.jpg
4,WVCNZ,GREEN,WVCNZ,CROSS,PLANE,match,0,1,BlackPlane_1.jpg,GreenPlane_2.jpg,BrownPlane_2.jpg,RedCross_1.jpg
5,ZBXLV,BLACK,ZBXLV,HOUSE,PLANE,match,0,2,BluePlane_1.jpg,BlackPlane_2.jpg,BlackPlane_1.jpg,BlackPlane_2.jpg
6,QXSW,PINK,MTPV,LAMP,PLANE,mismatch,3,0,BlackKey_3.jpg,BlackBow_2.jpg,BrownHouse_2.jpg,RedBow_2.jpg
7,XKQ,RED,XKQ,CUP,PLANE,mismatch,1,0,BrownBoat_3.jpg,RedFork_2.jpg,GreenCup_1.jpg,RedCross_1.jpg
8,ZBXLV,BLACK,WVCNZ,CROSS,BAG,match,0,1,BlueBag_2.jpg,BlackBag_2.jpg,BlackBag_2.jpg,BlueCross_3.jpg
9,WVCNZ,BROWN,RJDNW,HOUSE,BAG,match,0,2,PinkBag_3.jpg,BrownBag_2.jpg,GreenBag_2.jpg,BlueBag_3.jpg
10,RJDNW,GREEN,ZBXLV,PLANE,BAG,mismatch,1,0,PinkTree_2.jpg,GreenBone_2.jpg,BlackNote_3.jpg,BlueKey_2.jpg
11,XKQ,RED,XKQ,CUP,BAG,mismatch,3,0,BlackLock_2.jpg,BlackCar_3.jpg,PinkSquare_1.jpg,RedDisc_2.jpg
12,MTPV,BLUE,MTPV,LAMP,LOCK,match,0,1,BlackLock_3.jpg,BlueLock_3.jpg,GreenLock_2.jpg,BlueLamp_3.jpg
13,QXSW,PINK,QXSW,BOAT,LOCK,match,0,2,RedLock_1.jpg,PinkLock_3.jpg,BlueLock_3.jpg,BlackLock_3.jpg
14,ZBXLV,BROWN,ZBXLV,HOUSE,LOCK,mismatch,1,0,RedStar_2.jpg,BrownSquare_2.jpg,BrownKey_1.jpg,GreenTree_2.jpg
15,XKQ,RED,XKQ,CUP,LOCK,mismatch,3,0,BrownCar_1.jpg,BrownBoat_3.jpg,RedBone_2.jpg,PinkCross_2.jpg
16,XKQ,RED,XKQ,CUP,CANE,match,0,1,BrownCane_1.jpg,RedCane_3.jpg,BlackCane_3.jpg,GreenCup_2.jpg
17,RJDNW,BROWN,RJDNW,HOUSE,CANE,match,0,2,BrownCane_1.jpg,BrownCane_3.jpg,GreenCane_2.jpg,BrownCane_2.jpg
18,MTPV,BLUE,MTPV,LAMP,CANE,mismatch,3,0,PinkBone_1.jpg,BlueTree_1.jpg,BluePlane_3.jpg,BlackBell_1.jpg
19,ZBXLV,BLACK,WVCNZ,CROSS,CANE,mismatch,2,0,BlueDisc_1.jpg,BlackCane_2.jpg,RedBow_1.jpg,GreenLock_1.jpg
20,ZBXLV,BLACK,ZBXLV,CROSS,HAND,match,0,1,GreenHand_2.jpg,BlackHand_3.jpg,BrownHand_1.jpg,RedCross_1.jpg
21,QXSW,BLUE,MTPV,BOAT,HAND,match,0,2,BlackHand_3.jpg,BlueHand_1.jpg,GreenHand_3.jpg,RedHand_2.jpg
22,XKQ,RED,XKQ,CUP,HAND,mismatch,3,0,RedHeart_1.jpg,GreenLeaf_1.jpg,PinkNote_2.jpg,GreenCross_3.jpg
23,RJDNW,GREEN,RJDNW,PLANE,HAND,mismatch,3,0,BrownShoe_1.jpg,GreenHouse_1.jpg,BrownPlane_1.jpg,GreenDisc_3.jpg
24,WVCNZ,BROWN,ZBXLV,PLANE,KEY,match,0,1,BrownKey_1.jpg,BrownKey_1.jpg,BlueKey_3.jpg,BlackPlane_2.jpg
