,Word_1st,Word_2nd,Condition,Match,Mismatch_Type,Image,ISI
0,WVCNZ,CANE,LIST_1W,mismatch,2,BlueNote_3.jpg,300
1,RJDNW,SHOE,LIST_1W,mismatch,3,BlueKey_2.jpg,600
2,BOAT,CROSS,LIST_2W,match,0,BrownBoat_1.jpg,500
3,CUP,BAG,LIST_2W,mismatch,1,BlackDisc_1.jpg,500
4,QXSW,SHOE,LIST_1W,mismatch,3,GreenLock_2.jpg,400
5,LAMP,TREE,LIST_2W,match,0,PinkLamp_3.jpg,400
6,BOAT,BAG,LIST_2W,match,0,RedBag_1.jpg,300
7,PLANE,BOAT,LIST_2W,mismatch,2,PinkKey_2.jpg,600
8,WVCNZ,SHOE,LIST_1W,match,0,BlueShoe_1.jpg,600
9,CROSS,KEY,LIST_2W,match,0,BlackKey_1.jpg,300
10,MTPV,FORK,LIST_1W,match,0,PinkFork_2.jpg,500
11,RJDNW,HOUSE,LIST_1W,mismatch,1,GreenBow_3.jpg,500
12,RJDNW,CAR,LIST_1W,match,0,BlueCar_1.jpg,300
13,CUP,BONE,LIST_2W,mismatch,3,PinkLamp_3.jpg,400
14,MTPV,SQUARE,LIST_1W,mismatch,3,BrownDisc_2.jpg,300
15,WVCNZ,BONE,LIST_1W,mismatch,2,BrownBell_3.jpg,200
16,CROSS,TREE,LIST_2W,mismatch,1,PinkLamp_2.jpg,600
17,HOUSE,CAR,LIST_2W,match,0,GreenCar_2.jpg,500
18,CROSS,LOCK,LIST_2W,match,0,GreenLock_2.jpg,200
19,ZBXLV,CAR,LIST_1W,mismatch,3,BlackNote_3.jpg,200
20,RJDNW,NOTE,LIST_1W,mismatch,2,BlueBag_2.jpg,300
21,MTPV,CUP,LIST_1W,match,0,BlackCup_1.jpg,200
22,HOUSE,FORK,LIST_2W,match,0,BlackHouse_1.jpg,500
23,WVCNZ,TREE,LIST_1W,match,0,PinkTree_1.jpg,400
24,XKQ,PLANE,LIST_1W,mismatch,3,RedNote_3.jpg,500
25,BOAT,BELL,LIST_2W,match,0,RedBoat_2.jpg,600
26,QXSW,SHOE,LIST_1W,mismatch,3,GreenLock_2.jpg,600
27,CROSS,DISC,LIST_2W,mismatch,1,PinkHand_2.jpg,200
28,RJDNW,LAMP,LIST_1W,match,0,RedLamp_1.jpg,200
29,PLANE,HOUSE,LIST_2W,mismatch,1,BlackFork_2.jpg,500
30,CROSS,CUP,LIST_2W,mismatch,3,GreenShoe_3.jpg,600
31,XKQ,LAMP,LIST_1W,match,0,BlueLamp_1.jpg,300
32,LAMP,BELL,LIST_2W,match,0,BlackBell_3.jpg,300
33,WVCNZ,FLAG,LIST_1W,match,0,RedFlag_2.jpg,600
34,ZBXLV,NOTE,LIST_1W,match,0,RedNote_3.jpg,400
35,ZBXLV,CAR,LIST_1W,mismatch,3,BlackNote_3.jpg,600
36,PLANE,CUP,LIST_2W,mismatch,1,PinkBow_1.jpg,500
37,RJDNW,BONE,LIST_1W,match,0,RedBone_3.jpg,600
38,LAMP,STAR,LIST_2W,match,0,PinkLamp_2.jpg,200
39,QXSW,TREE,LIST_1W,match,0,BrownTree_1.jpg,300
40,CUP,PLANE,LIST_2W,mismatch,3,PinkCar_3.jpg,300
41,XKQ,HOUSE,LIST_1W,match,0,BlackHouse_3.jpg,500
42,CUP,LAMP,LIST_2W,match,0,RedCup_3.jpg,400
