,Word_1st,Word_2nd,Condition,Match,Mismatch_Type,Image,ISI
0,QXSW,NOTE,COMP_1W,mismatch,2,BlueHouse_2.jpg,600
1,MTPV,CAR,COMP_1W,mismatch,1,BlackLock_2.jpg,600
2,MTPV,BONE,COMP_1W,match,0,BrownBone_3.jpg,500
3,BROWN,KEY,COMP_2W,match,0,BrownKey_3.jpg,300
4,WVCNZ,LAMP,COMP_1W,mismatch,1,BlackHouse_1.jpg,200
5,GREEN,KEY,COMP_2W,mismatch,2,BlackKey_1.jpg,200
6,PINK,BAG,COMP_2W,match,0,PinkBag_2.jpg,300
7,RJDNW,CANE,COMP_1W,match,0,BlackCane_2.jpg,400
8,BLUE,PLANE,COMP_2W,mismatch,2,BluePlane_1.jpg,500
9,PINK,HOUSE,COMP_2W,mismatch,3,GreenStar_3.jpg,400
10,WVCNZ,BAG,COMP_1W,mismatch,2,RedCar_2.jpg,500
11,RED,LOCK,COMP_2W,mismatch,3,BlackBow_2.jpg,300
12,BLACK,HEART,COMP_2W,match,0,BlackHeart_1.jpg,500
13,BLACK,CUP,COMP_2W,match,0,BlackCup_2.jpg,500
14,ZBXLV,LOCK,COMP_1W,match,0,GreenLock_2.jpg,200
15,RED,BOAT,COMP_2W,mismatch,3,BlackHeart_2.jpg,400
16,WVCNZ,TREE,COMP_1W,mismatch,3,BrownCar_1.jpg,300
17,MTPV,DISC,COMP_1W,match,0,PinkDisc_1.jpg,600
18,PINK,CAR,COMP_2W,mismatch,1,PinkBow_2.jpg,200
19,GREEN,FORK,COMP_2W,match,0,GreenFork_1.jpg,300
20,BROWN,HAND,COMP_2W,match,0,BrownHand_2.jpg,600
21,ZBXLV,HAND,COMP_1W,match,0,BlackHand_3.jpg,400
22,BLACK,BAG,COMP_2W,mismatch,2,PinkBag_1.jpg,400
23,GREEN,BOW,COMP_2W,mismatch,1,GreenHeart_1.jpg,300
24,RJDNW,STAR,COMP_1W,mismatch,1,BlueKey_3.jpg,300
25,RJDNW,FORK,COMP_1W,match,0,PinkFork_3.jpg,400
26,PINK,CAR,COMP_2W,mismatch,1,PinkBow_2.jpg,500
27,ZBXLV,TREE,COMP_1W,match,0,GreenTree_1.jpg,200
28,RED,STAR,COMP_2W,mismatch,3,PinkHand_1.jpg,400
29,MTPV,NOTE,COMP_1W,mismatch,1,GreenDisc_1.jpg,400
30,MTPV,BONE,COMP_1W,match,0,BrownBone_3.jpg,400
31,BLUE,CROSS,COMP_2W,mismatch,3,BlueNote_2.jpg,400
32,WVCNZ,STAR,COMP_1W,match,0,PinkStar_2.jpg,300
33,PINK,SHOE,COMP_2W,match,0,PinkShoe_1.jpg,400
34,PINK,LAMP,COMP_2W,match,0,PinkLamp_3.jpg,200
35,ZBXLV,PLANE,COMP_1W,mismatch,2,PinkNote_1.jpg,300
36,WVCNZ,HOUSE,COMP_1W,match,0,PinkHouse_3.jpg,300
37,XKQ,KEY,COMP_1W,match,0,GreenKey_1.jpg,300
38,BROWN,CROSS,COMP_2W,match,0,BrownCross_3.jpg,300
39,RED,SQUARE,COMP_2W,match,0,RedSquare_3.jpg,200
40,QXSW,HAND,COMP_1W,mismatch,3,BrownBell_1.jpg,600
41,QXSW,HAND,COMP_1W,mismatch,3,BrownBell_1.jpg,400
42,GREEN,SQUARE,COMP_2W,mismatch,1,GreenCup_1.jpg,200
43,BLACK,HEART,COMP_2W,match,0,BlackHeart_1.jpg,600
44,MTPV,HOUSE,COMP_1W,match,0,BrownHouse_1.jpg,500
45,XKQ,CROSS,COMP_1W,mismatch,2,PinkLamp_2.jpg,400
