,Word_1st,Word_2nd,Condition,Match,Mismatch_Type,Image,ISI
0,LAMP,STAR,LIST_2W,mismatch,1,BlueFlag_2.jpg,500
1,CROSS,CUP,LIST_2W,mismatch,3,PinkBoat_3.jpg,600
2,XKQ,CROSS,LIST_1W,mismatch,2,BlackFork_3.jpg,400
3,HOUSE,LEAF,LIST_2W,match,0,BlueLeaf_1.jpg,200
4,BOAT,FLAG,LIST_2W,match,0,GreenFlag_3.jpg,500
5,ZBXLV,FORK,LIST_1W,match,0,BrownFork_3.jpg,300
6,QXSW,BONE,LIST_1W,match,0,BlackBone_3.jpg,600
7,XKQ,KEY,LIST_1W,mismatch,2,GreenBoat_1.jpg,500
8,LAMP,DISC,LIST_2W,match,0,BlackLamp_3.jpg,300
9,QXSW,BOAT,LIST_1W,mismatch,2,BrownBone_3.jpg,500
10,QXSW,DISC,LIST_1W,mismatch,1,PinkShoe_2.jpg,200
11,WVCNZ,BOAT,LIST_1W,match,0,BrownBoat_3.jpg,600
12,CROSS,KEY,LIST_2W,mismatch,2,PinkShoe_2.jpg,400
13,XKQ,PLANE,LIST_1W,match,0,BrownPlane_1.jpg,300
14,WVCNZ,TREE,LIST_1W,match,0,GreenTree_2.jpg,500
15,WVCNZ,SHOE,LIST_1W,match,0,PinkShoe_2.jpg,200
16,HOUSE,SHOE,LIST_2W,mismatch,2,BlueStar_2.jpg,600
17,ZBXLV,LOCK,LIST_1W,mismatch,2,RedLeaf_1.jpg,400
18,LAMP,BAG,LIST_2W,match,0,RedBag_2.jpg,500
19,BOAT,CAR,LIST_2W,match,0,BrownCar_2.jpg,600
20,HOUSE,PLANE,LIST_2W,mismatch,3,RedLamp_1.jpg,200
21,MTPV,STAR,LIST_1W,mismatch,3,GreenLamp_2.jpg,200
22,PLANE,HEART,LIST_2W,mismatch,1,BlueCane_1.jpg,400
23,CROSS,FORK,LIST_2W,match,0,GreenCross_3.jpg,300
24,QXSW,BELL,LIST_1W,mismatch,2,BrownSquare_1.jpg,200
25,XKQ,BONE,LIST_1W,mismatch,2,PinkShoe_2.jpg,300
26,PLANE,CAR,LIST_2W,mismatch,3,GreenHand_3.jpg,200
27,WVCNZ,BAG,LIST_1W,match,0,BrownBag_3.jpg,200
28,XKQ,LEAF,LIST_1W,mismatch,3,BlueHouse_1.jpg,300
29,CUP,LAMP,LIST_2W,match,0,RedLamp_1.jpg,400
30,XKQ,FORK,LIST_1W,mismatch,3,BlueLock_1.jpg,400
31,BOAT,BOW,LIST_2W,mismatch,2,BrownLeaf_2.jpg,300
32,XKQ,BOW,LIST_1W,mismatch,2,BlackLock_1.jpg,500
33,QXSW,SHOE,LIST_1W,match,0,GreenShoe_2.jpg,500
34,HOUSE,CROSS,LIST_2W,match,0,BlackCross_2.jpg,300
35,ZBXLV,CANE,LIST_1W,match,0,PinkCane_2.jpg,300
36,CROSS,HAND,LIST_2W,mismatch,2,PinkBow_2.jpg,300
37,LAMP,BOW,LIST_2W,match,0,GreenLamp_2.jpg,400
38,PLANE,KEY,LIST_2W,match,0,BluePlane_2.jpg,400
39,MTPV,LEAF,LIST_1W,mismatch,2,PinkHand_3.jpg,500
40,LAMP,HOUSE,LIST_2W,mismatch,1,BlueCane_1.jpg,600
41,CROSS,LEAF,LIST_2W,match,0,PinkCross_3.jpg,400
42,WVCNZ,DISC,LIST_1W,mismatch,3,PinkNote_3.jpg,600
43,LAMP,SQUARE,LIST_2W,mismatch,3,BrownTree_3.jpg,200
44,CROSS,BELL,LIST_2W,mismatch,3,BrownHand_1.jpg,300
45,CUP,BOAT,LIST_2W,match,0,PinkBoat_1.jpg,400
46,RJDNW,HEART,LIST_1W,match,0,BlueHeart_1.jpg,600
47,CUP,LOCK,LIST_2W,match,0,BrownCup_3.jpg,500
48,BOAT,BONE,LIST_2W,mismatch,3,BrownCross_1.jpg,500
49,QXSW,PLANE,LIST_1W,mismatch,3,PinkFork_1.jpg,500
50,CROSS,DISC,LIST_2W,match,0,BlueDisc_1.jpg,600
51,QXSW,HAND,LIST_1W,match,0,RedHand_3.jpg,200
52,ZBXLV,BELL,LIST_1W,match,0,GreenBell_2.jpg,300
53,LAMP,FORK,LIST_2W,mismatch,3,RedCane_3.jpg,400
54,XKQ,BAG,LIST_1W,mismatch,1,BlackHand_3.jpg,300
55,RJDNW,CANE,LIST_1W,match,0,BlackCane_1.jpg,200
56,HOUSE,FLAG,LIST_2W,match,0,RedHouse_2.jpg,200
57,CUP,STAR,LIST_2W,match,0,RedCup_1.jpg,600
58,RJDNW,LOCK,LIST_1W,match,0,BlueLock_2.jpg,400
59,XKQ,HOUSE,LIST_1W,mismatch,1,BrownBone_2.jpg,400
60,BOAT,CANE,LIST_2W,mismatch,1,BluePlane_1.jpg,200
61,ZBXLV,CROSS,LIST_1W,match,0,PinkCross_3.jpg,400
62,LAMP,CROSS,LIST_2W,mismatch,2,RedBow_3.jpg,300
63,WVCNZ,CAR,LIST_1W,mismatch,2,BlackKey_2.jpg,300
64,PLANE,SQUARE,LIST_2W,match,0,RedPlane_3.jpg,300
65,PLANE,TREE,LIST_2W,match,0,BrownTree_3.jpg,200
