,Word_1st,Word_2nd,Condition,Match,Mismatch_Type,Image,ISI
0,BLACK,BAG,COMP_2W,match,0,BlackBag_2.jpg,600
1,QXSW,LEAF,COMP_1W,match,0,RedLeaf_3.jpg,500
2,RJDNW,CANE,COMP_1W,match,0,BrownCane_3.jpg,200
3,BROWN,FORK,COMP_2W,mismatch,2,PinkFork_2.jpg,200
4,MTPV,HAND,COMP_1W,mismatch,3,PinkCup_3.jpg,500
5,RED,BONE,COMP_2W,match,0,RedBone_3.jpg,300
6,MTPV,CUP,COMP_1W,match,0,RedCup_1.jpg,400
7,MTPV,BOW,COMP_1W,mismatch,3,BlackFlag_3.jpg,300
8,GREEN,BOW,COMP_2W,mismatch,1,GreenKey_1.jpg,600
9,RJDNW,CAR,COMP_1W,mismatch,1,BlueStar_2.jpg,200
10,ZBXLV,CAR,COMP_1W,match,0,BrownCar_3.jpg,400
11,RJDNW,LAMP,COMP_1W,match,0,PinkLamp_2.jpg,600
12,BROWN,STAR,COMP_2W,match,0,BrownStar_1.jpg,400
13,PINK,CROSS,COMP_2W,match,0,PinkCross_2.jpg,600
14,RED,STAR,COMP_2W,mismatch,3,BrownBone_2.jpg,500
15,RJDNW,SHOE,COMP_1W,match,0,BlackShoe_1.jpg,600
16,WVCNZ,BONE,COMP_1W,mismatch,3,BrownLamp_1.jpg,600
17,BLACK,BONE,COMP_2W,match,0,BlackBone_3.jpg,300
18,BLUE,KEY,COMP_2W,match,0,BlueKey_3.jpg,500
19,MTPV,BOAT,COMP_1W,mismatch,1,PinkLock_2.jpg,600
20,GREEN,NOTE,COMP_2W,match,0,GreenNote_3.jpg,200
21,BLUE,NOTE,COMP_2W,match,0,BlueNote_1.jpg,500
22,RJDNW,CROSS,COMP_1W,mismatch,1,BlueBow_3.jpg,300
23,PINK,BELL,COMP_2W,match,0,PinkBell_3.jpg,600
24,PINK,FLAG,COMP_2W,mismatch,2,GreenFlag_3.jpg,400
25,GREEN,STAR,COMP_2W,mismatch,2,GreenStar_1.jpg,300
26,WVCNZ,KEY,COMP_1W,mismatch,3,GreenCross_2.jpg,200
