,Word_1st,Word_2nd,Condition,Match,Mismatch_Type,Image,ISI
0,LAMP,PLANE,LIST_2W,match,0,RedLamp_1.jpg,400
1,ZBXLV,NOTE,LIST_1W,match,0,BrownNote_2.jpg,600
2,RJDNW,LAMP,LIST_1W,match,0,PinkLamp_1.jpg,200
3,CUP,PLANE,LIST_2W,mismatch,2,PinkShoe_3.jpg,200
4,QXSW,CAR,LIST_1W,match,0,BlackCar_3.jpg,300
5,BOAT,HEART,LIST_2W,mismatch,2,BlueDisc_3.jpg,400
6,ZBXLV,SHOE,LIST_1W,match,0,PinkShoe_1.jpg,600
7,LAMP,TREE,LIST_2W,mismatch,3,BlueSquare_2.jpg,300
8,PLANE,CUP,LIST_2W,mismatch,1,RedHeart_3.jpg,500
9,HOUSE,CROSS,LIST_2W,match,0,BlueCross_2.jpg,500
10,MTPV,CROSS,LIST_1W,mismatch,2,BrownKey_1.jpg,400
11,CUP,HAND,LIST_2W,mismatch,3,GreenLamp_1.jpg,500
12,LAMP,BELL,LIST_2W,match,0,BrownLamp_3.jpg,300
13,CROSS,LOCK,LIST_2W,mismatch,3,PinkShoe_2.jpg,200
14,ZBXLV,BOAT,LIST_1W,mismatch,2,BlueLeaf_1.jpg,600
15,RJDNW,BOAT,LIST_1W,match,0,BlackBoat_2.jpg,500
16,BOAT,BAG,LIST_2W,mismatch,1,PinkNote_1.jpg,500
17,RJDNW,LEAF,LIST_1W,mismatch,3,GreenLamp_1.jpg,400
18,PLANE,HEART,LIST_2W,match,0,RedPlane_1.jpg,400
19,XKQ,CROSS,LIST_1W,match,0,BlackCross_1.jpg,500
20,CROSS,SQUARE,LIST_2W,mismatch,1,BlackBag_1.jpg,600
21,RJDNW,BELL,LIST_1W,match,0,BlackBell_3.jpg,200
22,QXSW,HOUSE,LIST_1W,mismatch,2,BlackHand_1.jpg,300
23,CROSS,LAMP,LIST_2W,mismatch,2,BrownLeaf_1.jpg,200
24,QXSW,DISC,LIST_1W,mismatch,1,BlueBow_1.jpg,500
25,PLANE,HOUSE,LIST_2W,match,0,BluePlane_1.jpg,600
26,ZBXLV,BAG,LIST_1W,match,0,RedBag_3.jpg,400
27,MTPV,TREE,LIST_1W,match,0,GreenTree_3.jpg,300
28,ZBXLV,FLAG,LIST_1W,mismatch,1,BlackPlane_3.jpg,600
29,BOAT,PLANE,LIST_2W,mismatch,2,GreenFork_1.jpg,400
30,QXSW,FORK,LIST_1W,mismatch,3,GreenCross_1.jpg,200
31,CUP,BELL,LIST_2W,mismatch,1,PinkHouse_3.jpg,300
32,XKQ,BOAT,LIST_1W,match,0,RedBoat_2.jpg,500
33,CUP,LOCK,LIST_2W,match,0,GreenLock_3.jpg,200
34,HOUSE,LEAF,LIST_2W,mismatch,3,BlackFork_3.jpg,500
35,BOAT,CAR,LIST_2W,match,0,BrownCar_2.jpg,500
36,QXSW,BONE,LIST_1W,mismatch,2,PinkKey_3.jpg,200
37,PLANE,CROSS,LIST_2W,mismatch,3,BrownBell_2.jpg,200
38,ZBXLV,PLANE,LIST_1W,match,0,BluePlane_3.jpg,200
39,PLANE,LEAF,LIST_2W,match,0,PinkLeaf_2.jpg,200
40,RJDNW,KEY,LIST_1W,match,0,BlackKey_1.jpg,400
41,QXSW,STAR,LIST_1W,match,0,BrownStar_1.jpg,600
42,LAMP,FLAG,LIST_2W,mismatch,1,BrownLock_3.jpg,400
43,PLANE,BOW,LIST_2W,mismatch,3,BrownBone_1.jpg,400
44,RJDNW,HAND,LIST_1W,match,0,BlueHand_3.jpg,400
45,ZBXLV,HAND,LIST_1W,mismatch,2,GreenBoat_3.jpg,400
46,ZBXLV,BAG,LIST_1W,match,0,RedBag_3.jpg,400
47,CROSS,LEAF,LIST_2W,mismatch,2,RedNote_2.jpg,400
48,XKQ,LOCK,LIST_1W,match,0,BlueLock_2.jpg,300
49,HOUSE,SHOE,LIST_2W,match,0,RedHouse_1.jpg,500
50,WVCNZ,KEY,LIST_1W,mismatch,1,GreenHouse_2.jpg,600
51,RJDNW,STAR,LIST_1W,mismatch,1,PinkSquare_1.jpg,300
52,LAMP,KEY,LIST_2W,match,0,BlackKey_1.jpg,500
53,CUP,CROSS,LIST_2W,match,0,PinkCup_1.jpg,600
54,MTPV,PLANE,LIST_1W,match,0,GreenPlane_3.jpg,300
55,RJDNW,CUP,LIST_1W,mismatch,1,BlueDisc_2.jpg,200
56,HOUSE,LOCK,LIST_2W,match,0,BrownHouse_2.jpg,400
57,HOUSE,SHOE,LIST_2W,match,0,RedHouse_1.jpg,300
58,MTPV,TREE,LIST_1W,match,0,GreenTree_3.jpg,300
59,BOAT,HEART,LIST_2W,mismatch,2,BlueDisc_3.jpg,300
60,XKQ,BELL,LIST_1W,mismatch,1,BrownCross_3.jpg,500
61,ZBXLV,BOW,LIST_1W,match,0,BlackBow_2.jpg,500
62,MTPV,STAR,LIST_1W,match,0,BrownStar_2.jpg,200
63,HOUSE,CANE,LIST_2W,mismatch,1,BlackHand_2.jpg,300
64,XKQ,PLANE,LIST_1W,mismatch,2,RedNote_1.jpg,600
65,CROSS,LOCK,LIST_2W,mismatch,3,PinkShoe_2.jpg,600
66,WVCNZ,HEART,LIST_1W,mismatch,1,GreenBell_2.jpg,400
67,XKQ,HOUSE,LIST_1W,match,0,GreenHouse_2.jpg,600
68,HOUSE,CAR,LIST_2W,mismatch,3,BlackBone_1.jpg,600
69,ZBXLV,CANE,LIST_1W,match,0,RedCane_2.jpg,500
70,RJDNW,BAG,LIST_1W,mismatch,3,RedCane_3.jpg,200
71,XKQ,STAR,LIST_1W,mismatch,2,BlackHeart_2.jpg,300
72,BOAT,BONE,LIST_2W,match,0,BlackBone_3.jpg,200
73,MTPV,LEAF,LIST_1W,match,0,BlackLeaf_1.jpg,200
74,LAMP,BAG,LIST_2W,match,0,BlueLamp_1.jpg,600
75,WVCNZ,BELL,LIST_1W,mismatch,1,BlackBoat_3.jpg,300
76,LAMP,KEY,LIST_2W,match,0,BlackKey_1.jpg,400
77,BOAT,CAR,LIST_2W,match,0,BrownCar_2.jpg,600
78,PLANE,LAMP,LIST_2W,match,0,BlackPlane_2.jpg,200
79,QXSW,PLANE,LIST_1W,mismatch,2,GreenLamp_2.jpg,500
80,XKQ,DISC,LIST_1W,match,0,PinkDisc_3.jpg,600
81,CUP,STAR,LIST_2W,mismatch,2,GreenLeaf_1.jpg,300
82,CUP,TREE,LIST_2W,mismatch,2,BlackFlag_2.jpg,600
83,BOAT,SQUARE,LIST_2W,match,0,PinkBoat_1.jpg,300
84,XKQ,BOAT,LIST_1W,match,0,RedBoat_2.jpg,400
85,ZBXLV,CROSS,LIST_1W,mismatch,3,BlackBell_3.jpg,500
86,LAMP,BAG,LIST_2W,match,0,BlueLamp_1.jpg,300
87,HOUSE,TREE,LIST_2W,match,0,BlackHouse_1.jpg,300
88,CROSS,FLAG,LIST_2W,mismatch,1,BlackHand_1.jpg,200
89,QXSW,FORK,LIST_1W,mismatch,3,GreenCross_1.jpg,200
90,PLANE,BELL,LIST_2W,match,0,RedBell_2.jpg,400
91,LAMP,BOW,LIST_2W,match,0,PinkBow_1.jpg,200
92,WVCNZ,BOW,LIST_1W,mismatch,3,BlackKey_2.jpg,600
93,PLANE,HOUSE,LIST_2W,match,0,BluePlane_1.jpg,600
94,CUP,TREE,LIST_2W,mismatch,2,BlackFlag_2.jpg,500
95,BOAT,FORK,LIST_2W,match,0,GreenFork_1.jpg,500
96,RJDNW,BONE,LIST_1W,mismatch,3,BrownCross_2.jpg,500
97,RJDNW,BONE,LIST_1W,mismatch,3,BrownCross_2.jpg,300
98,ZBXLV,CAR,LIST_1W,mismatch,2,BrownCup_1.jpg,400
99,BOAT,CANE,LIST_2W,mismatch,2,GreenCar_3.jpg,600
