TrialOnset,Word_1st,Word_2nd,Condition,Match,Mismatch_Type,Image,ISI,Accuracy,RT,Dur,Response
2.09936879300221,WVCNZ,STAR,COMP_1W,match,0,BlueStar_3.jpg,400,0,0,4.44385681400308,
6.49936879299639,GREEN,CAR,COMP_2W,mismatch,3,GreenHand_3.jpg,600,0,0,4.64329944700876,
11.0993687930022,RJDNW,CUP,COMP_1W,mismatch,3,BlackBoat_2.jpg,600,0,0,4.64967609899759,
15.699368793008,WVCNZ,HOUSE,COMP_1W,mismatch,1,BrownHand_3.jpg,500,0,0,4.54556131699064,
20.199368793008,GREEN,KEY,COMP_2W,mismatch,3,BlackFork_1.jpg,300,0,0,4.34226205399318,
24.4993687930109,PINK,CROSS,COMP_2W,mismatch,2,GreenCross_3.jpg,200,0,0,4.22434510498715,
28.699368793008,XKQ,BAG,LIST_1W,match,0,RedBag_2.jpg,600,0,0,4.63865811098367,
33.2993687930139,HOUSE,STAR,LIST_2W,mismatch,1,PinkLeaf_3.jpg,500,0,0,4.5453835719818,
37.7993687930139,RJDNW,KEY,LIST_1W,mismatch,3,GreenBell_2.jpg,200,0,0,4.23150602498208,
41.9993687930109,QXSW,CUP,LIST_1W,match,0,BlackCup_3.jpg,400,0,0,4.42133059198386,
46.3993687930051,LAMP,BONE,LIST_2W,mismatch,1,RedLock_2.jpg,600,0,0,4.63343284999428,
50.9993687930109,HOUSE,NOTE,LIST_2W,match,0,BrownNote_3.jpg,300,0,0,4.33286815798783,
