,Condition,Image,Match,Mismatch_Type,Word_1st,Word_2nd
0,FIX,NA,NA,NA,NA,NA
1,LIST_1W,BrownHeart_2.jpg,mismatch,3,Mtpv,Car
2,LIST_1W,BrownBoat_1.jpg,match,0,Qxsw,Boat
3,LIST_1W,BrownCane_3.jpg,mismatch,2,Xkq,Shoe
4,LIST_1W,BlueDisc_3.jpg,mismatch,3,Zbxlv,Cup
5,LIST_1W,BlueKey_3.jpg,match,0,Qxsw,Key
6,LIST_2W,BrownLamp_2.jpg,match,0,Lamp,Heart
7,LIST_2W,BlackHand_3.jpg,mismatch,3,Plane,Key
8,LIST_2W,BlueLock_2.jpg,mismatch,1,House,Heart
9,LIST_2W,RedTree_2.jpg,match,0,Boat,Tree
10,LIST_2W,GreenCane_1.jpg,mismatch,2,Boat,Lock
11,COMP_1W,BlueLamp_3.jpg,match,0,Mtpv,Lamp
12,COMP_1W,GreenKey_1.jpg,match,0,Qxsw,Key
13,COMP_1W,BlueCar_2.jpg,mismatch,3,Xkq,Plane
14,COMP_1W,BlueStar_3.jpg,match,0,Wvcnz,Star
15,COMP_1W,RedKey_2.jpg,mismatch,3,Wvcnz,Disc
16,COMP_2W,RedCar_1.jpg,mismatch,3,Green,Cup
17,COMP_2W,BrownCup_1.jpg,mismatch,1,Brown,Bell
18,COMP_2W,GreenHand_2.jpg,match,0,Green,Hand
19,COMP_2W,GreenLeaf_1.jpg,mismatch,3,Brown,Cross
20,COMP_2W,BrownFork_1.jpg,match,0,Brown,Fork
21,FIX,NA,NA,NA,NA,NA
22,LIST_2W,BlueKey_3.jpg,match,0,Boat,Key
23,LIST_2W,PinkLamp_2.jpg,match,0,Lamp,Shoe
24,LIST_2W,GreenBone_2.jpg,match,0,Plane,Bone
25,LIST_2W,BrownLeaf_2.jpg,mismatch,1,Boat,Cup
26,LIST_2W,RedShoe_3.jpg,match,0,Boat,Shoe
27,COMP_2W,BlueFlag_1.jpg,mismatch,3,Red,Plane
28,COMP_2W,PinkStar_2.jpg,match,0,Pink,Star
29,COMP_2W,RedBag_1.jpg,match,0,Red,Bag
30,COMP_2W,GreenShoe_2.jpg,mismatch,2,Brown,Shoe
31,COMP_2W,PinkBone_1.jpg,mismatch,2,Red,Bone
32,LIST_1W,BrownKey_2.jpg,mismatch,3,Rjdnw,Cane
33,LIST_1W,BrownShoe_2.jpg,mismatch,2,Wvcnz,Note
34,LIST_1W,GreenPlane_2.jpg,match,0,Qxsw,Plane
35,LIST_1W,PinkFork_2.jpg,match,0,Mtpv,Fork
36,LIST_1W,BrownLamp_1.jpg,mismatch,1,Mtpv,Cup
37,COMP_1W,BlueDisc_1.jpg,mismatch,1,Xkq,Tree
38,COMP_1W,BlackBell_1.jpg,mismatch,1,Zbxlv,Fork
39,COMP_1W,GreenHeart_1.jpg,mismatch,1,Qxsw,Cane
40,COMP_1W,BlueCup_1.jpg,match,0,Qxsw,Cup
41,COMP_1W,BlueCar_1.jpg,match,0,Rjdnw,Car
42,FIX,NA,NA,NA,NA,NA
43,COMP_1W,BlackNote_2.jpg,mismatch,2,Mtpv,Bow
44,COMP_1W,BrownFork_2.jpg,mismatch,2,Xkq,Key
45,COMP_1W,BlackHand_1.jpg,match,0,Mtpv,Hand
46,COMP_1W,BlackCross_3.jpg,mismatch,1,Mtpv,Bell
47,COMP_1W,BrownNote_2.jpg,match,0,Zbxlv,Note
48,LIST_1W,BlackCar_2.jpg,match,0,Rjdnw,Car
49,LIST_1W,BrownCane_3.jpg,mismatch,2,Xkq,Shoe
50,LIST_1W,RedBow_2.jpg,mismatch,3,Xkq,Boat
51,LIST_1W,GreenPlane_2.jpg,match,0,Qxsw,Plane
52,LIST_1W,GreenLamp_3.jpg,match,0,Qxsw,Lamp
53,COMP_2W,GreenFlag_2.jpg,match,0,Green,Flag
54,COMP_2W,GreenBow_1.jpg,match,0,Green,Bow
55,COMP_2W,RedBow_1.jpg,mismatch,1,Red,Fork
56,COMP_2W,PinkSquare_1.jpg,mismatch,2,Blue,Square
57,COMP_2W,PinkShoe_1.jpg,match,0,Pink,Shoe
58,LIST_2W,BlackFlag_3.jpg,match,0,Lamp,Flag
59,LIST_2W,BlueKey_3.jpg,match,0,Boat,Key
60,LIST_2W,GreenFlag_3.jpg,mismatch,2,Plane,Star
61,LIST_2W,BrownPlane_1.jpg,match,0,Plane,Hand
62,LIST_2W,PinkLamp_2.jpg,match,0,Lamp,Shoe
63,FIX,NA,NA,NA,NA,NA
64,COMP_2W,PinkLock_3.jpg,mismatch,1,Pink,Bow
65,COMP_2W,BlackFork_1.jpg,mismatch,3,Green,Key
66,COMP_2W,PinkFlag_3.jpg,match,0,Pink,Flag
67,COMP_2W,RedBow_2.jpg,match,0,Red,Bow
68,COMP_2W,RedBow_1.jpg,mismatch,1,Red,Fork
69,COMP_1W,BrownDisc_3.jpg,mismatch,3,Rjdnw,Lamp
70,COMP_1W,BlueTree_1.jpg,mismatch,3,Rjdnw,Cane
71,COMP_1W,PinkCross_2.jpg,mismatch,1,Qxsw,Bag
72,COMP_1W,BrownNote_2.jpg,match,0,Zbxlv,Note
73,COMP_1W,PinkTree_3.jpg,match,0,Qxsw,Tree
74,LIST_2W,RedBow_2.jpg,mismatch,2,Cross,Flag
75,LIST_2W,BrownCross_1.jpg,match,0,Plane,Cross
76,LIST_2W,BlackStar_1.jpg,mismatch,3,House,Square
77,LIST_2W,GreenCar_1.jpg,mismatch,1,Cup,Fork
78,LIST_2W,BlackHouse_2.jpg,match,0,House,Car
79,LIST_1W,RedLock_2.jpg,match,0,Rjdnw,Lock
80,LIST_1W,RedPlane_3.jpg,match,0,Mtpv,Plane
81,LIST_1W,BlackTree_3.jpg,match,0,Mtpv,Tree
82,LIST_1W,RedBow_2.jpg,mismatch,1,Qxsw,Bag
83,LIST_1W,BrownCane_3.jpg,mismatch,2,Xkq,Shoe
84,FIX,NA,NA,NA,NA,NA
