,Condition,Image,Match,Mismatch_Type,Word_1st,Word_2nd
0,FIX,NA,NA,NA,NA,NA
1,COMP_2W,GreenHand_3.jpg,mismatch,3,Green,Car
2,COMP_2W,BlueHeart_2.jpg,match,0,Blue,Heart
3,COMP_2W,BrownTree_2.jpg,mismatch,1,Brown,House
4,COMP_2W,BrownCup_1.jpg,mismatch,1,Brown,Bell
5,COMP_2W,BlackLamp_1.jpg,match,0,Black,Lamp
6,LIST_1W,BlackKey_2.jpg,mismatch,2,Qxsw,Lock
7,LIST_1W,GreenHouse_2.jpg,mismatch,1,Rjdnw,Heart
8,LIST_1W,BlackTree_3.jpg,match,0,Mtpv,Tree
9,LIST_1W,BlackCar_2.jpg,match,0,Rjdnw,Car
10,LIST_1W,GreenBell_2.jpg,mismatch,3,Rjdnw,Key
11,LIST_2W,RedDisc_3.jpg,match,0,Lamp,Disc
12,LIST_2W,BlackCup_3.jpg,match,0,Cup,House
13,LIST_2W,RedTree_3.jpg,mismatch,1,Lamp,Bell
14,LIST_2W,RedCross_1.jpg,match,0,Cross,Bell
15,LIST_2W,PinkDisc_2.jpg,mismatch,1,Lamp,Cane
16,COMP_1W,BlueBow_1.jpg,mismatch,3,Xkq,Flag
17,COMP_1W,BlackHand_1.jpg,match,0,Mtpv,Hand
18,COMP_1W,BlackFlag_1.jpg,match,0,Mtpv,Flag
19,COMP_1W,PinkCross_2.jpg,mismatch,1,Qxsw,Bag
20,COMP_1W,RedFork_2.jpg,match,0,Wvcnz,Fork
21,FIX,NA,NA,NA,NA,NA
22,LIST_1W,RedBag_2.jpg,match,0,Xkq,Bag
23,LIST_1W,GreenCar_3.jpg,mismatch,2,Rjdnw,Bag
24,LIST_1W,GreenSquare_3.jpg,mismatch,2,Mtpv,Lock
25,LIST_1W,BlackCross_3.jpg,mismatch,2,Zbxlv,Shoe
26,LIST_1W,BlackHeart_3.jpg,match,0,Wvcnz,Heart
27,COMP_1W,RedLamp_3.jpg,mismatch,2,Rjdnw,Note
28,COMP_1W,BlueCar_3.jpg,match,0,Zbxlv,Car
29,COMP_1W,GreenSquare_3.jpg,mismatch,1,Xkq,Fork
