,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,ZBXLV,BLACK,WVCNZ,CROSS,DISC,match,0,1,BlueDisc_1.jpg,BlackDisc_2.jpg,BlackDisc_3.jpg,BlackCross_2.jpg
1,QXSW,BLUE,QXSW,BOAT,DISC,match,0,2,GreenDisc_3.jpg,BlueDisc_3.jpg,GreenDisc_2.jpg,BlueDisc_1.jpg
2,XKQ,RED,XKQ,CUP,DISC,mismatch,2,0,PinkFork_2.jpg,PinkDisc_3.jpg,BlackFlag_2.jpg,PinkBone_3.jpg
3,MTPV,PINK,MTPV,LAMP,DISC,mismatch,1,0,GreenTree_1.jpg,PinkFlag_3.jpg,GreenStar_3.jpg,RedHand_2.jpg
4,MTPV,BLUE,QXSW,BOAT,PLANE,match,0,1,BrownPlane_3.jpg,BluePlane_1.jpg,BlackPlane_2.jpg,BlackBoat_3.jpg
5,XKQ,RED,XKQ,CUP,PLANE,match,0,2,BluePlane_1.jpg,RedPlane_3.jpg,GreenPlane_1.jpg,PinkPlane_2.jpg
6,QXSW,PINK,MTPV,LAMP,PLANE,mismatch,2,0,BlueBag_3.jpg,BluePlane_1.jpg,BlackFlag_2.jpg,GreenBell_3.jpg
7,WVCNZ,GREEN,WVCNZ,HOUSE,PLANE,mismatch,2,0,RedLamp_3.jpg,GreenPlane_2.jpg,BlueBag_1.jpg,GreenHand_3.jpg
8,RJDNW,BROWN,ZBXLV,CROSS,BAG,match,0,1,GreenBag_2.jpg,BrownBag_2.jpg,PinkBag_2.jpg,BlackCross_2.jpg
9,ZBXLV,GREEN,WVCNZ,PLANE,BAG,match,0,2,BlueBag_3.jpg,GreenBag_1.jpg,RedBag_2.jpg,GreenBag_2.jpg
10,XKQ,RED,XKQ,CUP,BAG,mismatch,1,0,RedCane_3.jpg,RedBoat_3.jpg,GreenTree_3.jpg,BlackStar_2.jpg
11,WVCNZ,BLACK,RJDNW,HOUSE,BAG,mismatch,3,0,RedHouse_3.jpg,GreenHeart_1.jpg,GreenLamp_1.jpg,PinkPlane_1.jpg
12,RJDNW,GREEN,ZBXLV,HOUSE,LOCK,match,0,1,BlackLock_1.jpg,GreenLock_1.jpg,GreenLock_1.jpg,GreenHouse_1.jpg
13,XKQ,RED,XKQ,CUP,LOCK,match,0,2,RedLock_3.jpg,RedLock_1.jpg,RedLock_1.jpg,BrownLock_1.jpg
14,WVCNZ,BLACK,WVCNZ,PLANE,LOCK,mismatch,1,0,BrownCane_3.jpg,BlackTree_2.jpg,BlueKey_3.jpg,BrownCane_2.jpg
15,MTPV,PINK,MTPV,LAMP,LOCK,mismatch,2,0,RedKey_1.jpg,RedLock_2.jpg,BrownNote_2.jpg,BlackSquare_2.jpg
16,XKQ,RED,XKQ,CUP,CANE,match,0,1,BrownCane_1.jpg,RedCane_1.jpg,BrownCane_1.jpg,PinkCup_3.jpg
17,RJDNW,BLACK,ZBXLV,CROSS,CANE,match,0,2,GreenCane_2.jpg,BlackCane_3.jpg,BlueCane_2.jpg,BlackCane_3.jpg
18,WVCNZ,BROWN,WVCNZ,HOUSE,CANE,mismatch,1,0,PinkBag_3.jpg,BrownSquare_2.jpg,GreenFlag_3.jpg,BlackBoat_2.jpg
19,QXSW,BLUE,QXSW,LAMP,CANE,mismatch,3,0,RedPlane_3.jpg,PinkTree_3.jpg,PinkBell_2.jpg,PinkBow_1.jpg
20,XKQ,RED,XKQ,CUP,HAND,match,0,1,RedHand_3.jpg,RedHand_1.jpg,PinkHand_3.jpg,RedCup_3.jpg
21,QXSW,PINK,MTPV,BOAT,HAND,match,0,2,BrownHand_1.jpg,PinkHand_1.jpg,PinkHand_3.jpg,BlueHand_3.jpg
22,WVCNZ,BROWN,RJDNW,HOUSE,HAND,mismatch,3,0,BrownNote_2.jpg,BlackBone_3.jpg,PinkBell_3.jpg,BlackLock_2.jpg
23,ZBXLV,BLACK,WVCNZ,PLANE,HAND,mismatch,3,0,RedCross_1.jpg,RedLock_2.jpg,GreenNote_3.jpg,BlueBag_1.jpg
24,RJDNW,BROWN,ZBXLV,HOUSE,KEY,match,0,1,PinkKey_1.jpg,BrownKey_2.jpg,BlueKey_1.jpg,BlackHouse_2.jpg
25,XKQ,RED,XKQ,CUP,KEY,match,0,2,BlueKey_3.jpg,RedKey_3.jpg,BlackKey_1.jpg,GreenKey_3.jpg
26,WVCNZ,BLACK,WVCNZ,PLANE,KEY,mismatch,2,0,GreenStar_1.jpg,BlackKey_3.jpg,PinkPlane_2.jpg,GreenBone_2.jpg
