,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,WVCNZ,BLACK,ZBXLV,PLANE,DISC,match,0,1,BlackDisc_2.jpg,BlackDisc_3.jpg,BlueDisc_1.jpg,GreenPlane_2.jpg
1,RJDNW,GREEN,RJDNW,CROSS,DISC,match,0,2,BlackDisc_1.jpg,GreenDisc_3.jpg,BlueDisc_3.jpg,RedDisc_1.jpg
2,MTPV,BLUE,MTPV,LAMP,DISC,mismatch,1,0,GreenShoe_3.jpg,BlueTree_2.jpg,BlackLamp_1.jpg,BluePlane_2.jpg
3,ZBXLV,BROWN,WVCNZ,HOUSE,DISC,mismatch,2,0,PinkCar_3.jpg,PinkDisc_1.jpg,BlueCross_1.jpg,GreenBell_3.jpg
4,ZBXLV,BLACK,WVCNZ,CROSS,PLANE,match,0,1,BlackPlane_1.jpg,BlackPlane_3.jpg,BrownPlane_3.jpg,BlackCross_2.jpg
5,XKQ,RED,XKQ,CUP,PLANE,match,0,2,BrownPlane_2.jpg,RedPlane_3.jpg,BlackPlane_2.jpg,BlackPlane_3.jpg
6,QXSW,BLUE,MTPV,BOAT,PLANE,mismatch,2,0,BrownDisc_3.jpg,GreenPlane_1.jpg,BrownFlag_1.jpg,PinkHeart_2.jpg
7,MTPV,PINK,QXSW,LAMP,PLANE,mismatch,1,0,BlackBone_2.jpg,PinkFork_1.jpg,PinkKey_2.jpg,BlueLeaf_1.jpg
8,XKQ,RED,XKQ,CUP,BAG,match,0,1,BlueBag_2.jpg,RedBag_3.jpg,RedBag_2.jpg,PinkCup_2.jpg
9,MTPV,PINK,MTPV,LAMP,BAG,match,0,2,PinkBag_3.jpg,PinkBag_1.jpg,BlueBag_1.jpg,RedBag_3.jpg
10,ZBXLV,BROWN,RJDNW,CROSS,BAG,mismatch,1,0,RedPlane_2.jpg,BrownShoe_1.jpg,RedCup_1.jpg,BlueBoat_1.jpg
11,WVCNZ,BLACK,WVCNZ,HOUSE,BAG,mismatch,1,0,PinkPlane_1.jpg,BlackNote_1.jpg,GreenStar_2.jpg,BrownBow_2.jpg
12,RJDNW,BROWN,RJDNW,CROSS,LOCK,match,0,1,BrownLock_3.jpg,BrownLock_2.jpg,RedLock_1.jpg,RedCross_3.jpg
13,MTPV,BLUE,MTPV,BOAT,LOCK,match,0,2,GreenLock_1.jpg,BlueLock_1.jpg,GreenLock_3.jpg,GreenLock_3.jpg
