,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,WVCNZ,BROWN,ZBXLV,CROSS,DISC,match,0,1,BlackDisc_1.jpg,BrownDisc_1.jpg,RedDisc_2.jpg,BlueCross_2.jpg
1,MTPV,PINK,MTPV,BOAT,DISC,match,0,2,BlueDisc_1.jpg,PinkDisc_1.jpg,RedDisc_3.jpg,GreenDisc_1.jpg
2,RJDNW,BLACK,RJDNW,PLANE,DISC,mismatch,1,0,BlackFork_3.jpg,BlackStar_1.jpg,GreenCar_2.jpg,BlackCross_3.jpg
3,ZBXLV,GREEN,WVCNZ,HOUSE,DISC,mismatch,2,0,BlueBow_1.jpg,RedDisc_2.jpg,BrownCane_2.jpg,RedLock_1.jpg
4,QXSW,BLUE,QXSW,BOAT,PLANE,match,0,1,BrownPlane_3.jpg,BluePlane_2.jpg,BlackPlane_1.jpg,BrownBoat_2.jpg
5,RJDNW,BROWN,ZBXLV,HOUSE,PLANE,match,0,2,BlackPlane_3.jpg,BrownPlane_3.jpg,RedPlane_1.jpg,GreenPlane_1.jpg
6,WVCNZ,BLACK,WVCNZ,CROSS,PLANE,mismatch,2,0,PinkKey_1.jpg,BluePlane_3.jpg,PinkShoe_3.jpg,BrownNote_3.jpg
7,XKQ,RED,XKQ,CUP,PLANE,mismatch,2,0,BrownSquare_2.jpg,RedPlane_3.jpg,GreenCane_3.jpg,BlueCane_3.jpg
8,RJDNW,GREEN,RJDNW,CROSS,BAG,match,0,1,BlueBag_1.jpg,GreenBag_2.jpg,RedBag_3.jpg,BlackCross_3.jpg
9,QXSW,PINK,MTPV,LAMP,BAG,match,0,2,BlueBag_1.jpg,PinkBag_1.jpg,BrownBag_2.jpg,BlackBag_3.jpg
10,XKQ,RED,XKQ,CUP,BAG,mismatch,1,0,BlackDisc_2.jpg,RedCane_1.jpg,PinkFlag_1.jpg,PinkFlag_3.jpg
11,WVCNZ,BROWN,WVCNZ,PLANE,BAG,mismatch,2,0,RedShoe_2.jpg,GreenBag_3.jpg,PinkFork_1.jpg,RedTree_3.jpg
