,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,QXSW,PINK,MTPV,BOAT,DISC,match,0,1,PinkDisc_3.jpg,PinkDisc_3.jpg,BlueDisc_1.jpg,GreenBoat_1.jpg
1,WVCNZ,GREEN,RJDNW,HOUSE,DISC,match,0,2,BlueDisc_2.jpg,GreenDisc_3.jpg,PinkDisc_2.jpg,BlackDisc_2.jpg
2,ZBXLV,BROWN,WVCNZ,CROSS,DISC,mismatch,3,0,BlueBone_2.jpg,BrownLock_1.jpg,BlackBow_3.jpg,GreenLock_1.jpg
3,RJDNW,BLACK,ZBXLV,PLANE,DISC,mismatch,2,0,RedCane_3.jpg,RedDisc_1.jpg,PinkLeaf_3.jpg,PinkKey_1.jpg
4,XKQ,RED,XKQ,CUP,PLANE,match,0,1,RedPlane_1.jpg,RedPlane_2.jpg,RedPlane_3.jpg,BlackCup_3.jpg
5,ZBXLV,BROWN,RJDNW,HOUSE,PLANE,match,0,2,RedPlane_1.jpg,BrownPlane_3.jpg,PinkPlane_2.jpg,RedPlane_2.jpg
6,QXSW,BLUE,QXSW,LAMP,PLANE,mismatch,2,0,BlackLock_1.jpg,GreenPlane_1.jpg,GreenCane_3.jpg,BlueHouse_2.jpg
7,RJDNW,GREEN,WVCNZ,CROSS,PLANE,mismatch,3,0,RedSquare_2.jpg,BlackBone_3.jpg,GreenShoe_3.jpg,BlackCar_3.jpg
8,RJDNW,GREEN,ZBXLV,PLANE,BAG,match,0,1,RedBag_1.jpg,GreenBag_3.jpg,GreenBag_3.jpg,RedPlane_2.jpg
9,ZBXLV,BLACK,WVCNZ,CROSS,BAG,match,0,2,RedBag_3.jpg,BlackBag_1.jpg,PinkBag_2.jpg,RedBag_3.jpg
10,MTPV,PINK,QXSW,LAMP,BAG,mismatch,1,0,BlackCup_1.jpg,PinkLock_2.jpg,PinkDisc_2.jpg,BlackShoe_3.jpg
11,QXSW,BLUE,MTPV,BOAT,BAG,mismatch,2,0,GreenHouse_1.jpg,BlackBag_1.jpg,RedCar_1.jpg,RedCross_2.jpg
12,ZBXLV,GREEN,ZBXLV,HOUSE,LOCK,match,0,1,BlueLock_3.jpg,GreenLock_2.jpg,BrownLock_1.jpg,PinkHouse_2.jpg
13,WVCNZ,BLACK,WVCNZ,PLANE,LOCK,match,0,2,BlackLock_2.jpg,BlackLock_2.jpg,BrownLock_2.jpg,BlackLock_3.jpg
14,XKQ,RED,XKQ,CUP,LOCK,mismatch,2,0,BrownHand_3.jpg,GreenLock_1.jpg,BlueTree_2.jpg,BlueCane_3.jpg
15,RJDNW,BROWN,RJDNW,CROSS,LOCK,mismatch,2,0,BlackTree_2.jpg,GreenLock_2.jpg,BrownLeaf_2.jpg,RedBoat_3.jpg
16,XKQ,RED,XKQ,CUP,CANE,match,0,1,BrownCane_2.jpg,RedCane_3.jpg,BlueCane_1.jpg,BlueCup_1.jpg
17,WVCNZ,GREEN,WVCNZ,CROSS,CANE,match,0,2,RedCane_2.jpg,GreenCane_3.jpg,BrownCane_3.jpg,GreenCane_1.jpg
18,QXSW,PINK,MTPV,LAMP,CANE,mismatch,3,0,BlackBone_1.jpg,BlueBag_2.jpg,BlackBoat_1.jpg,BlueHand_1.jpg
19,MTPV,BLUE,QXSW,BOAT,CANE,mismatch,3,0,BlueShoe_1.jpg,BrownHouse_3.jpg,PinkLeaf_1.jpg,RedLeaf_3.jpg
20,WVCNZ,BROWN,RJDNW,HOUSE,HAND,match,0,1,RedHand_2.jpg,BrownHand_3.jpg,PinkHand_3.jpg,BrownHouse_1.jpg
21,RJDNW,BLACK,WVCNZ,CROSS,HAND,match,0,2,BrownHand_1.jpg,BlackHand_2.jpg,BlueHand_3.jpg,RedHand_2.jpg
22,XKQ,RED,XKQ,CUP,HAND,mismatch,2,0,BlueKey_1.jpg,GreenHand_1.jpg,RedCup_3.jpg,BrownBag_3.jpg
23,MTPV,PINK,MTPV,BOAT,HAND,mismatch,1,0,BlueStar_3.jpg,PinkCar_1.jpg,RedFork_1.jpg,BrownBell_3.jpg
24,QXSW,BLUE,MTPV,LAMP,KEY,match,0,1,GreenKey_1.jpg,BlueKey_2.jpg,RedKey_3.jpg,BlueLamp_3.jpg
25,WVCNZ,BROWN,WVCNZ,HOUSE,KEY,match,0,2,PinkKey_3.jpg,BrownKey_3.jpg,BlueKey_3.jpg,BlackKey_1.jpg
26,MTPV,PINK,QXSW,BOAT,KEY,mismatch,2,0,BlackSquare_1.jpg,RedKey_3.jpg,GreenHouse_3.jpg,GreenHouse_1.jpg
27,XKQ,RED,XKQ,CUP,KEY,mismatch,3,0,RedLeaf_3.jpg,BlueShoe_1.jpg,GreenHeart_3.jpg,BlueTree_3.jpg
28,WVCNZ,GREEN,ZBXLV,CROSS,SHOE,match,0,1,GreenShoe_3.jpg,GreenShoe_3.jpg,RedShoe_1.jpg,RedCross_1.jpg
29,QXSW,BLUE,MTPV,LAMP,SHOE,match,0,2,BlueShoe_3.jpg,BlueShoe_3.jpg,BlackShoe_1.jpg,BrownShoe_3.jpg
30,MTPV,PINK,QXSW,BOAT,SHOE,mismatch,1,0,RedBell_1.jpg,PinkBone_3.jpg,RedCane_1.jpg,BlackStar_2.jpg
31,ZBXLV,BROWN,WVCNZ,PLANE,SHOE,mismatch,2,0,BlackLamp_1.jpg,PinkShoe_3.jpg,PinkHeart_2.jpg,PinkLamp_3.jpg
32,WVCNZ,BLACK,ZBXLV,CROSS,BONE,match,0,1,BlackBone_3.jpg,BlackBone_2.jpg,GreenBone_1.jpg,RedCross_2.jpg
33,RJDNW,GREEN,RJDNW,HOUSE,BONE,match,0,2,GreenBone_2.jpg,GreenBone_1.jpg,PinkBone_1.jpg,BlackBone_1.jpg
34,QXSW,PINK,MTPV,BOAT,BONE,mismatch,1,0,BrownCross_1.jpg,PinkBow_1.jpg,PinkFlag_3.jpg,BlueCane_1.jpg
35,ZBXLV,BROWN,WVCNZ,PLANE,BONE,mismatch,2,0,GreenBell_1.jpg,BlueBone_1.jpg,PinkBag_1.jpg,BrownKey_3.jpg
36,RJDNW,GREEN,WVCNZ,HOUSE,SQUARE,match,0,1,PinkSquare_3.jpg,GreenSquare_2.jpg,BrownSquare_2.jpg,PinkHouse_2.jpg
37,ZBXLV,BROWN,RJDNW,PLANE,SQUARE,match,0,2,GreenSquare_2.jpg,BrownSquare_1.jpg,PinkSquare_1.jpg,BlackSquare_2.jpg
38,MTPV,PINK,QXSW,BOAT,SQUARE,mismatch,3,0,BlueStar_3.jpg,GreenBone_3.jpg,BlackBoat_2.jpg,BrownBow_1.jpg
39,WVCNZ,BLACK,ZBXLV,CROSS,SQUARE,mismatch,3,0,BlueNote_3.jpg,BlackBell_1.jpg,BlackBag_2.jpg,BrownBag_1.jpg
40,QXSW,BLUE,MTPV,LAMP,BELL,match,0,1,GreenBell_1.jpg,BlueBell_1.jpg,PinkBell_2.jpg,BrownLamp_3.jpg
