,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,XKQ,RED,XKQ,CUP,DISC,match,0,1,GreenDisc_3.jpg,RedDisc_2.jpg,GreenDisc_3.jpg,RedCup_2.jpg
1,WVCNZ,GREEN,RJDNW,HOUSE,DISC,match,0,2,PinkDisc_2.jpg,GreenDisc_2.jpg,BrownDisc_3.jpg,BlackDisc_3.jpg
2,RJDNW,BLACK,ZBXLV,CROSS,DISC,mismatch,1,0,PinkBoat_3.jpg,BlackHand_1.jpg,BlackCane_3.jpg,BlueBone_3.jpg
3,ZBXLV,BROWN,WVCNZ,PLANE,DISC,mismatch,1,0,PinkBow_1.jpg,BrownStar_3.jpg,BrownHouse_2.jpg,PinkCane_1.jpg
4,WVCNZ,GREEN,WVCNZ,HOUSE,PLANE,match,0,1,PinkPlane_1.jpg,GreenPlane_2.jpg,BluePlane_3.jpg,GreenHouse_2.jpg
5,XKQ,RED,XKQ,CUP,PLANE,match,0,2,BrownPlane_2.jpg,RedPlane_3.jpg,PinkPlane_2.jpg,BrownPlane_2.jpg
6,QXSW,BLUE,QXSW,BOAT,PLANE,mismatch,3,0,BlackCane_2.jpg,BlueBoat_2.jpg,PinkBow_2.jpg,BlueBell_2.jpg
7,MTPV,PINK,MTPV,LAMP,PLANE,mismatch,1,0,BrownKey_3.jpg,PinkNote_3.jpg,PinkNote_2.jpg,BlackCross_1.jpg
8,WVCNZ,BLACK,WVCNZ,PLANE,BAG,match,0,1,BlackBag_1.jpg,BlackBag_3.jpg,GreenBag_1.jpg,GreenPlane_3.jpg
9,ZBXLV,GREEN,RJDNW,HOUSE,BAG,match,0,2,GreenBag_3.jpg,GreenBag_2.jpg,BlackBag_3.jpg,BrownBag_2.jpg
10,MTPV,BLUE,QXSW,BOAT,BAG,mismatch,1,0,RedPlane_2.jpg,BlueNote_1.jpg,RedCane_3.jpg,BrownStar_1.jpg
