,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,zbxlv,Green,zbxlv,House,Disc,match,0,1,BlueDisc_1.jpg,GreenDisc_1.jpg,BlueDisc_2.jpg,PinkHouse_1.jpg
1,xkq,Red,xkq,Cup,Disc,match,0,2,BrownDisc_1.jpg,RedDisc_1.jpg,RedDisc_2.jpg,PinkDisc_2.jpg
2,qxsw,Pink,qxsw,Boat,Disc,mismatch,1,0,RedLamp_1.jpg,PinkNote_1.jpg,BrownLamp_3.jpg,BlueSquare_2.jpg
3,rjdnw,Black,wvcnz,Cross,Disc,mismatch,2,0,GreenPlane_1.jpg,BlackDisc_2.jpg,BrownBone_1.jpg,GreenHeart_3.jpg
4,mtpv,Blue,qxsw,Lamp,Plane,match,0,1,BrownPlane_2.jpg,BluePlane_1.jpg,PinkPlane_1.jpg,BlueLamp_1.jpg
5,xkq,Red,xkq,Cup,Plane,match,0,2,BrownPlane_1.jpg,RedPlane_2.jpg,BrownPlane_2.jpg,PinkPlane_2.jpg
6,rjdnw,Green,zbxlv,House,Plane,mismatch,2,0,PinkFork_3.jpg,RedPlane_2.jpg,PinkBag_2.jpg,BrownShoe_2.jpg
7,zbxlv,Brown,rjdnw,Cross,Plane,mismatch,1,0,BlackFlag_3.jpg,BrownHouse_2.jpg,BlueBag_2.jpg,PinkTree_3.jpg
8,rjdnw,Green,zbxlv,House,Bag,match,0,1,BrownBag_2.jpg,GreenBag_2.jpg,RedBag_1.jpg,PinkHouse_2.jpg
9,qxsw,Blue,mtpv,Boat,Bag,match,0,2,GreenBag_1.jpg,BlueBag_1.jpg,GreenBag_2.jpg,GreenBag_2.jpg
10,xkq,Red,xkq,Cup,Bag,mismatch,2,0,BrownFlag_3.jpg,PinkBag_2.jpg,RedCar_3.jpg,BrownBoat_1.jpg
11,mtpv,Pink,qxsw,Lamp,Bag,mismatch,3,0,RedFlag_3.jpg,BlueBoat_2.jpg,BrownSquare_1.jpg,PinkStar_3.jpg
12,rjdnw,Green,wvcnz,Plane,Lock,match,0,1,BlackLock_2.jpg,GreenLock_1.jpg,RedLock_2.jpg,RedPlane_3.jpg
13,qxsw,Pink,qxsw,Boat,Lock,match,0,2,BlackLock_2.jpg,PinkLock_3.jpg,PinkLock_2.jpg,BlueLock_2.jpg
14,mtpv,Blue,mtpv,Lamp,Lock,mismatch,3,0,BlackStar_1.jpg,BlueBow_1.jpg,BlackBoat_1.jpg,BlackCane_1.jpg
15,xkq,Red,xkq,Cup,Lock,mismatch,2,0,BlackBow_3.jpg,RedLock_2.jpg,RedSquare_3.jpg,RedCane_1.jpg
16,rjdnw,Brown,rjdnw,Plane,Cane,match,0,1,BlueCane_1.jpg,BrownCane_2.jpg,BlueCane_2.jpg,BluePlane_2.jpg
17,xkq,Red,xkq,Cup,Cane,match,0,2,BlackCane_1.jpg,RedCane_2.jpg,BlackCane_2.jpg,BrownCane_1.jpg
18,qxsw,Pink,qxsw,Boat,Cane,mismatch,3,0,BlueFlag_1.jpg,BrownLeaf_3.jpg,BlueDisc_3.jpg,RedLamp_3.jpg
19,zbxlv,Green,zbxlv,Cross,Cane,mismatch,1,0,PinkBell_3.jpg,GreenSquare_2.jpg,PinkCross_2.jpg,BlackHouse_2.jpg
20,mtpv,Pink,qxsw,Lamp,Hand,match,0,1,RedHand_2.jpg,PinkHand_3.jpg,RedHand_2.jpg,BlackLamp_2.jpg
21,xkq,Red,xkq,Cup,Hand,match,0,2,GreenHand_3.jpg,RedHand_3.jpg,PinkHand_1.jpg,GreenHand_3.jpg
22,zbxlv,Brown,zbxlv,Plane,Hand,mismatch,1,0,RedHouse_3.jpg,BrownFlag_2.jpg,GreenShoe_1.jpg,RedKey_3.jpg
23,qxsw,Blue,mtpv,Boat,Hand,mismatch,1,0,GreenBoat_3.jpg,BlueHouse_3.jpg,RedHouse_2.jpg,PinkTree_3.jpg
24,qxsw,Pink,mtpv,Boat,Key,match,0,1,BlackKey_2.jpg,PinkKey_2.jpg,GreenKey_1.jpg,PinkBoat_3.jpg
25,xkq,Red,xkq,Cup,Key,match,0,2,PinkKey_3.jpg,RedKey_2.jpg,PinkKey_2.jpg,BlackKey_1.jpg
26,mtpv,Blue,qxsw,Lamp,Key,mismatch,3,0,BrownNote_2.jpg,RedSquare_2.jpg,BlueLamp_2.jpg,GreenStar_3.jpg
27,zbxlv,Black,zbxlv,House,Key,mismatch,3,0,PinkCar_3.jpg,RedHeart_2.jpg,PinkFork_1.jpg,BlackBell_1.jpg
28,zbxlv,Brown,zbxlv,Cross,Shoe,match,0,1,GreenShoe_2.jpg,BrownShoe_3.jpg,GreenShoe_1.jpg,BrownCross_1.jpg
29,mtpv,Blue,mtpv,Boat,Shoe,match,0,2,GreenShoe_1.jpg,BlueShoe_3.jpg,PinkShoe_3.jpg,GreenShoe_3.jpg
30,xkq,Red,xkq,Cup,Shoe,mismatch,3,0,BlackCup_2.jpg,BrownNote_2.jpg,PinkBone_2.jpg,BlueBow_3.jpg
31,qxsw,Pink,qxsw,Lamp,Shoe,mismatch,1,0,PinkKey_2.jpg,PinkBone_1.jpg,BlackCross_2.jpg,PinkBow_1.jpg
32,wvcnz,Brown,rjdnw,Plane,Bone,match,0,1,RedBone_3.jpg,BrownBone_1.jpg,BlueBone_2.jpg,PinkPlane_1.jpg
33,xkq,Red,xkq,Cup,Bone,match,0,2,BlueBone_1.jpg,RedBone_2.jpg,RedBone_1.jpg,RedBone_1.jpg
34,mtpv,Pink,qxsw,Boat,Bone,mismatch,1,0,GreenLock_2.jpg,PinkFlag_3.jpg,PinkLamp_3.jpg,BrownLock_1.jpg
35,qxsw,Blue,mtpv,Lamp,Bone,mismatch,2,0,BlackCup_2.jpg,GreenBone_3.jpg,PinkStar_1.jpg,BlackKey_1.jpg
36,mtpv,Pink,mtpv,Boat,Square,match,0,1,BrownSquare_2.jpg,PinkSquare_2.jpg,BlackSquare_2.jpg,RedBoat_2.jpg
37,xkq,Red,xkq,Cup,Square,match,0,2,RedSquare_2.jpg,RedSquare_1.jpg,BrownSquare_2.jpg,BrownSquare_2.jpg
38,qxsw,Blue,qxsw,Lamp,Square,mismatch,3,0,RedHeart_3.jpg,BrownBoat_2.jpg,GreenCup_1.jpg,GreenPlane_2.jpg
39,rjdnw,Brown,rjdnw,Cross,Square,mismatch,1,0,BlueKey_1.jpg,BrownKey_1.jpg,BrownShoe_3.jpg,BlueNote_1.jpg
40,zbxlv,Brown,zbxlv,Cross,Bell,match,0,1,BrownBell_2.jpg,BrownBell_3.jpg,BrownBell_2.jpg,PinkCross_1.jpg
41,qxsw,Blue,qxsw,Lamp,Bell,match,0,2,GreenBell_3.jpg,BlueBell_1.jpg,BlackBell_2.jpg,BrownBell_1.jpg
42,wvcnz,Black,wvcnz,House,Bell,mismatch,1,0,BrownHouse_3.jpg,BlackHeart_3.jpg,BrownDisc_1.jpg,BlackShoe_2.jpg
43,xkq,Red,xkq,Cup,Bell,mismatch,3,0,RedCane_3.jpg,BlackLock_3.jpg,BlueBag_1.jpg,PinkFlag_3.jpg
44,qxsw,Pink,mtpv,Lamp,Boat,match,0,1,BlueBoat_1.jpg,PinkBoat_2.jpg,GreenBoat_2.jpg,BrownLamp_2.jpg
45,zbxlv,Green,zbxlv,Cross,Boat,match,0,2,RedBoat_3.jpg,GreenBoat_1.jpg,GreenBoat_2.jpg,PinkBoat_2.jpg
46,xkq,Red,xkq,Cup,Boat,mismatch,2,0,BlueCane_1.jpg,GreenBoat_3.jpg,PinkPlane_2.jpg,BrownDisc_2.jpg
47,rjdnw,Black,wvcnz,Plane,Boat,mismatch,3,0,BlackFlag_3.jpg,GreenLamp_2.jpg,GreenCup_1.jpg,RedCross_3.jpg
48,wvcnz,Brown,wvcnz,House,Bow,match,0,1,GreenBow_1.jpg,BrownBow_3.jpg,BlueBow_3.jpg,BlackHouse_1.jpg
49,rjdnw,Black,rjdnw,Cross,Bow,match,0,2,BlackBow_1.jpg,BlackBow_2.jpg,PinkBow_3.jpg,BlueBow_1.jpg
50,zbxlv,Green,zbxlv,Plane,Bow,mismatch,3,0,RedBone_2.jpg,BlackSquare_3.jpg,RedBone_2.jpg,RedSquare_3.jpg
51,xkq,Red,xkq,Cup,Bow,mismatch,1,0,BlueNote_2.jpg,RedCane_2.jpg,PinkCar_3.jpg,RedFork_3.jpg
52,zbxlv,Black,zbxlv,House,Car,match,0,1,BlueCar_2.jpg,BlackCar_3.jpg,BrownCar_2.jpg,BlackHouse_2.jpg
53,rjdnw,Green,rjdnw,Plane,Car,match,0,2,RedCar_3.jpg,GreenCar_3.jpg,BlackCar_1.jpg,RedCar_1.jpg
54,mtpv,Pink,mtpv,Boat,Car,mismatch,3,0,BlueTree_2.jpg,BlackLock_3.jpg,PinkShoe_3.jpg,PinkLeaf_2.jpg
55,qxsw,Blue,qxsw,Lamp,Car,mismatch,1,0,GreenHand_3.jpg,BlueHouse_1.jpg,BrownSquare_2.jpg,BlueShoe_3.jpg
