,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,mtpv,Pink,qxsw,Lamp,Disc,match,0,1,GreenDisc_3.jpg,PinkDisc_2.jpg,GreenDisc_2.jpg,PinkLamp_1.jpg
1,xkq,Red,xkq,Cup,Disc,match,0,2,BrownDisc_1.jpg,RedDisc_1.jpg,RedDisc_3.jpg,BlueDisc_3.jpg
2,zbxlv,Black,zbxlv,Cross,Disc,mismatch,3,0,BlueFlag_2.jpg,GreenLock_2.jpg,GreenTree_2.jpg,BlueFork_2.jpg
3,wvcnz,Brown,rjdnw,House,Disc,mismatch,2,0,BlackNote_2.jpg,BrownDisc_1.jpg,PinkNote_3.jpg,BlueCane_3.jpg
4,mtpv,Blue,qxsw,Lamp,Plane,match,0,1,BrownPlane_3.jpg,BluePlane_2.jpg,BluePlane_1.jpg,RedLamp_3.jpg
5,qxsw,Pink,mtpv,Boat,Plane,match,0,2,BlackPlane_3.jpg,PinkPlane_2.jpg,GreenPlane_1.jpg,BrownPlane_2.jpg
6,xkq,Red,xkq,Cup,Plane,mismatch,3,0,BlackShoe_2.jpg,PinkBoat_1.jpg,BlackBone_2.jpg,BrownKey_1.jpg
7,zbxlv,Brown,rjdnw,Cross,Plane,mismatch,1,0,BrownBell_1.jpg,BrownLock_1.jpg,GreenTree_1.jpg,GreenBag_2.jpg
8,xkq,Red,xkq,Cup,Bag,match,0,1,GreenBag_1.jpg,RedBag_1.jpg,RedBag_1.jpg,GreenCup_3.jpg
9,wvcnz,Black,wvcnz,Cross,Bag,match,0,2,PinkBag_2.jpg,BlackBag_1.jpg,BlueBag_2.jpg,PinkBag_3.jpg
10,rjdnw,Brown,rjdnw,Plane,Bag,mismatch,1,0,RedHand_3.jpg,BrownPlane_3.jpg,BrownDisc_3.jpg,BrownHouse_1.jpg
11,zbxlv,Green,zbxlv,House,Bag,mismatch,3,0,BrownPlane_3.jpg,GreenTree_1.jpg,BrownStar_1.jpg,BlackPlane_3.jpg
12,mtpv,Pink,qxsw,Lamp,Lock,match,0,1,BlackLock_1.jpg,PinkLock_3.jpg,GreenLock_2.jpg,GreenLamp_3.jpg
13,rjdnw,Brown,rjdnw,Plane,Lock,match,0,2,BlueLock_3.jpg,BrownLock_2.jpg,PinkLock_1.jpg,BlueLock_1.jpg
14,wvcnz,Black,wvcnz,Cross,Lock,mismatch,2,0,RedHand_1.jpg,GreenLock_2.jpg,RedBell_2.jpg,BrownBag_1.jpg
15,xkq,Red,xkq,Cup,Lock,mismatch,2,0,GreenCar_3.jpg,BlueLock_3.jpg,BrownCane_1.jpg,BlackTree_1.jpg
16,zbxlv,Brown,wvcnz,Cross,Cane,match,0,1,RedCane_3.jpg,BrownCane_1.jpg,PinkCane_3.jpg,BlueCross_1.jpg
17,mtpv,Blue,qxsw,Boat,Cane,match,0,2,BlackCane_2.jpg,BlueCane_3.jpg,BrownCane_2.jpg,BrownCane_3.jpg
18,wvcnz,Black,rjdnw,House,Cane,mismatch,1,0,RedHand_1.jpg,BlackSquare_3.jpg,PinkBone_3.jpg,RedNote_2.jpg
19,rjdnw,Green,zbxlv,Plane,Cane,mismatch,3,0,BlackNote_3.jpg,GreenStar_3.jpg,BlackFlag_1.jpg,GreenCar_2.jpg
20,mtpv,Blue,mtpv,Boat,Hand,match,0,1,PinkHand_3.jpg,BlueHand_2.jpg,BrownHand_2.jpg,BlueBoat_3.jpg
21,xkq,Red,xkq,Cup,Hand,match,0,2,BlackHand_3.jpg,RedHand_1.jpg,BrownHand_3.jpg,BlueHand_1.jpg
22,qxsw,Pink,qxsw,Lamp,Hand,mismatch,3,0,BrownStar_2.jpg,PinkCross_1.jpg,PinkStar_1.jpg,BrownFork_2.jpg
23,wvcnz,Green,zbxlv,House,Hand,mismatch,1,0,BrownCup_2.jpg,GreenBow_2.jpg,GreenLock_1.jpg,GreenBone_1.jpg
24,zbxlv,Black,rjdnw,Plane,Key,match,0,1,BlackKey_3.jpg,BlackKey_1.jpg,GreenKey_2.jpg,BlackPlane_2.jpg
25,xkq,Red,xkq,Cup,Key,match,0,2,PinkKey_1.jpg,RedKey_1.jpg,BrownKey_3.jpg,BlueKey_1.jpg
26,wvcnz,Green,wvcnz,House,Key,mismatch,1,0,BlueFlag_1.jpg,GreenFlag_3.jpg,RedLeaf_1.jpg,BrownDisc_2.jpg
27,rjdnw,Brown,zbxlv,Cross,Key,mismatch,3,0,BlackFork_2.jpg,BrownCar_1.jpg,PinkBell_2.jpg,RedBag_1.jpg
28,xkq,Red,xkq,Cup,Shoe,match,0,1,BlueShoe_2.jpg,RedShoe_3.jpg,GreenShoe_3.jpg,BlackCup_2.jpg
29,zbxlv,Black,zbxlv,Plane,Shoe,match,0,2,RedShoe_1.jpg,BlackShoe_3.jpg,BlueShoe_1.jpg,PinkShoe_1.jpg
30,mtpv,Pink,mtpv,Boat,Shoe,mismatch,3,0,GreenCar_1.jpg,GreenCup_2.jpg,BlackPlane_3.jpg,GreenBone_2.jpg
31,wvcnz,Green,rjdnw,House,Shoe,mismatch,2,0,GreenBell_3.jpg,GreenShoe_3.jpg,GreenTree_1.jpg,PinkNote_2.jpg
32,qxsw,Blue,mtpv,Lamp,Bone,match,0,1,BlueBone_3.jpg,BlueBone_3.jpg,BlackBone_1.jpg,RedLamp_2.jpg
33,wvcnz,Green,wvcnz,House,Bone,match,0,2,BlackBone_1.jpg,GreenBone_2.jpg,PinkBone_1.jpg,PinkBone_3.jpg
34,rjdnw,Brown,zbxlv,Cross,Bone,mismatch,2,0,BrownShoe_3.jpg,BlueBone_3.jpg,RedPlane_3.jpg,BlueCup_2.jpg
35,mtpv,Pink,qxsw,Boat,Bone,mismatch,3,0,GreenCross_2.jpg,GreenCane_1.jpg,BlueCross_3.jpg,GreenCross_2.jpg
36,mtpv,Blue,qxsw,Boat,Square,match,0,1,BlackSquare_1.jpg,BlueSquare_3.jpg,BlackSquare_1.jpg,BlueBoat_2.jpg
37,rjdnw,Brown,rjdnw,Cross,Square,match,0,2,BrownSquare_2.jpg,BrownSquare_3.jpg,PinkSquare_1.jpg,RedSquare_2.jpg
38,xkq,Red,xkq,Cup,Square,mismatch,3,0,PinkBow_2.jpg,BlueBone_3.jpg,GreenHeart_2.jpg,GreenHouse_3.jpg
39,wvcnz,Black,wvcnz,House,Square,mismatch,2,0,GreenLamp_3.jpg,BrownSquare_3.jpg,GreenBone_1.jpg,RedBoat_1.jpg
40,mtpv,Pink,qxsw,Boat,Bell,match,0,1,GreenBell_2.jpg,PinkBell_2.jpg,BlueBell_2.jpg,GreenBoat_2.jpg
41,rjdnw,Black,rjdnw,House,Bell,match,0,2,BlackBell_1.jpg,BlackBell_3.jpg,BlueBell_1.jpg,RedBell_1.jpg
42,zbxlv,Green,wvcnz,Cross,Bell,mismatch,2,0,BlueBag_1.jpg,BlueBell_1.jpg,BlackPlane_1.jpg,PinkBag_3.jpg
43,xkq,Red,xkq,Cup,Bell,mismatch,2,0,BrownBag_1.jpg,BrownBell_1.jpg,BrownStar_2.jpg,BlackLock_1.jpg
44,xkq,Red,xkq,Cup,Boat,match,0,1,BlueBoat_3.jpg,RedBoat_1.jpg,BrownBoat_2.jpg,BrownCup_1.jpg
45,wvcnz,Black,rjdnw,House,Boat,match,0,2,PinkBoat_1.jpg,BlackBoat_3.jpg,RedBoat_1.jpg,BlueBoat_2.jpg
46,rjdnw,Brown,wvcnz,Plane,Boat,mismatch,1,0,RedLeaf_2.jpg,BrownHouse_1.jpg,BlackBell_1.jpg,BlackCross_3.jpg
47,zbxlv,Green,zbxlv,Cross,Boat,mismatch,1,0,GreenDisc_2.jpg,GreenShoe_1.jpg,BrownHeart_3.jpg,RedDisc_3.jpg
48,xkq,Red,xkq,Cup,Bow,match,0,1,PinkBow_1.jpg,RedBow_2.jpg,PinkBow_2.jpg,BrownCup_1.jpg
49,qxsw,Pink,qxsw,Boat,Bow,match,0,2,BlueBow_3.jpg,PinkBow_3.jpg,BrownBow_3.jpg,PinkBow_1.jpg
50,wvcnz,Green,wvcnz,Plane,Bow,mismatch,2,0,BlackBoat_2.jpg,GreenBow_3.jpg,PinkHeart_1.jpg,RedSquare_2.jpg
51,rjdnw,Black,zbxlv,House,Bow,mismatch,2,0,BlackPlane_1.jpg,BlueBow_1.jpg,BrownCane_2.jpg,BlueLock_3.jpg
52,xkq,Red,xkq,Cup,Car,match,0,1,BlueCar_3.jpg,RedCar_1.jpg,PinkCar_1.jpg,BlackCup_2.jpg
53,mtpv,Pink,mtpv,Boat,Car,match,0,2,PinkCar_1.jpg,PinkCar_2.jpg,PinkCar_1.jpg,GreenCar_1.jpg
54,rjdnw,Brown,zbxlv,Cross,Car,mismatch,2,0,BrownBow_1.jpg,GreenCar_3.jpg,BlackSquare_2.jpg,RedHand_2.jpg
55,wvcnz,Green,rjdnw,House,Car,mismatch,1,0,BrownDisc_3.jpg,GreenLeaf_3.jpg,RedSquare_3.jpg,GreenNote_1.jpg
56,wvcnz,Black,zbxlv,House,Cross,match,0,1,BlackCross_2.jpg,BlackCross_1.jpg,BlueCross_3.jpg,BrownHouse_1.jpg
57,qxsw,Blue,qxsw,Lamp,Cross,match,0,2,BlackCross_2.jpg,BlueCross_1.jpg,BlackCross_3.jpg,RedCross_3.jpg
58,xkq,Red,xkq,Cup,Cross,mismatch,3,0,BlueFork_1.jpg,GreenBoat_1.jpg,BlueStar_2.jpg,PinkBoat_3.jpg
59,mtpv,Pink,mtpv,Boat,Cross,mismatch,3,0,PinkBone_2.jpg,BlackSquare_3.jpg,BrownSquare_1.jpg,BrownHouse_2.jpg
60,mtpv,Pink,qxsw,Boat,Cup,match,0,1,BrownCup_3.jpg,PinkCup_3.jpg,BrownCup_2.jpg,GreenBoat_2.jpg
61,qxsw,Blue,mtpv,Lamp,Cup,match,0,2,BrownCup_3.jpg,BlueCup_1.jpg,BrownCup_1.jpg,BlackCup_2.jpg
62,zbxlv,Brown,wvcnz,House,Cup,mismatch,2,0,GreenTree_3.jpg,BrownCup_1.jpg,GreenShoe_1.jpg,GreenShoe_2.jpg
63,rjdnw,Black,rjdnw,Plane,Cup,mismatch,1,0,BlackShoe_1.jpg,BlackFork_2.jpg,BlackCross_3.jpg,BlackBag_3.jpg
64,xkq,Red,xkq,Cup,Flag,match,0,1,BrownFlag_3.jpg,RedFlag_3.jpg,BlackFlag_3.jpg,PinkCup_3.jpg
65,wvcnz,Brown,zbxlv,House,Flag,match,0,2,BlackFlag_1.jpg,BrownFlag_3.jpg,BrownFlag_3.jpg,PinkFlag_2.jpg
66,mtpv,Pink,qxsw,Lamp,Flag,mismatch,3,0,PinkFork_2.jpg,RedFork_2.jpg,RedShoe_1.jpg,RedShoe_3.jpg
67,qxsw,Blue,mtpv,Boat,Flag,mismatch,1,0,BlueBoat_3.jpg,BlueHouse_2.jpg,BlackPlane_3.jpg,GreenCane_1.jpg
68,wvcnz,Green,wvcnz,House,Fork,match,0,1,BlueFork_1.jpg,GreenFork_1.jpg,RedFork_3.jpg,PinkHouse_2.jpg
69,qxsw,Blue,qxsw,Lamp,Fork,match,0,2,RedFork_2.jpg,BlueFork_1.jpg,BlueFork_3.jpg,BrownFork_2.jpg
70,rjdnw,Brown,rjdnw,Cross,Fork,mismatch,2,0,BrownCane_2.jpg,RedFork_2.jpg,RedLock_1.jpg,BrownPlane_1.jpg
71,mtpv,Pink,mtpv,Boat,Fork,mismatch,2,0,BlackKey_2.jpg,GreenFork_3.jpg,RedBag_2.jpg,BrownCross_3.jpg
72,xkq,Red,xkq,Cup,Heart,match,0,1,BlackHeart_1.jpg,RedHeart_1.jpg,PinkHeart_1.jpg,BlackCup_2.jpg
73,wvcnz,Green,wvcnz,House,Heart,match,0,2,RedHeart_2.jpg,GreenHeart_2.jpg,GreenHeart_1.jpg,GreenHeart_3.jpg
74,rjdnw,Brown,rjdnw,Cross,Heart,mismatch,3,0,GreenBell_3.jpg,BlackCane_3.jpg,PinkCar_1.jpg,PinkHouse_3.jpg
75,qxsw,Pink,mtpv,Lamp,Heart,mismatch,3,0,BluePlane_1.jpg,BlueStar_3.jpg,BlueFork_3.jpg,BlackCar_2.jpg
76,wvcnz,Black,wvcnz,Cross,Lamp,match,0,1,PinkLamp_1.jpg,BlackLamp_1.jpg,GreenLamp_2.jpg,RedCross_1.jpg
77,xkq,Red,xkq,Cup,Lamp,match,0,2,RedLamp_3.jpg,RedLamp_2.jpg,BlueLamp_3.jpg,BlueLamp_3.jpg
78,zbxlv,Brown,rjdnw,House,Lamp,mismatch,2,0,RedPlane_3.jpg,BrownLamp_2.jpg,BlackNote_2.jpg,PinkCross_2.jpg
79,qxsw,Pink,mtpv,Boat,Lamp,mismatch,1,0,BlueKey_1.jpg,PinkBoat_2.jpg,BlackBag_2.jpg,PinkLock_3.jpg
80,mtpv,Blue,qxsw,Boat,Leaf,match,0,1,BrownLeaf_1.jpg,BlueLeaf_1.jpg,BlackLeaf_3.jpg,BlueBoat_1.jpg
81,zbxlv,Black,wvcnz,Plane,Leaf,match,0,2,BlueLeaf_3.jpg,BlackLeaf_1.jpg,GreenLeaf_3.jpg,BlackLeaf_1.jpg
82,wvcnz,Brown,rjdnw,Cross,Leaf,mismatch,1,0,BlackFlag_1.jpg,BrownBell_2.jpg,PinkCar_2.jpg,BrownLamp_3.jpg
83,xkq,Red,xkq,Cup,Leaf,mismatch,3,0,GreenHand_2.jpg,GreenCup_3.jpg,BlackStar_3.jpg,BrownLamp_1.jpg
84,qxsw,Pink,mtpv,Boat,Note,match,0,1,PinkNote_3.jpg,PinkNote_3.jpg,PinkNote_2.jpg,RedBoat_3.jpg
85,rjdnw,Black,rjdnw,House,Note,match,0,2,PinkNote_3.jpg,BlackNote_1.jpg,BlueNote_1.jpg,BlueNote_3.jpg
86,zbxlv,Brown,zbxlv,Cross,Note,mismatch,3,0,PinkShoe_3.jpg,BrownFlag_2.jpg,BlackCar_3.jpg,GreenHand_2.jpg
87,wvcnz,Green,wvcnz,Plane,Note,mismatch,1,0,PinkCup_3.jpg,GreenHand_2.jpg,PinkBoat_1.jpg,BlueStar_3.jpg
88,zbxlv,Brown,rjdnw,House,Star,match,0,1,BlackStar_1.jpg,BrownStar_2.jpg,GreenStar_1.jpg,GreenHouse_2.jpg
89,qxsw,Pink,mtpv,Boat,Star,match,0,2,BrownStar_3.jpg,PinkStar_1.jpg,BrownStar_2.jpg,RedStar_3.jpg
90,xkq,Red,xkq,Cup,Star,mismatch,2,0,RedTree_2.jpg,BrownStar_1.jpg,BlackHeart_1.jpg,GreenLeaf_3.jpg
91,rjdnw,Green,wvcnz,Plane,Star,mismatch,1,0,BlackHeart_2.jpg,GreenBow_3.jpg,BlackPlane_2.jpg,BlackNote_2.jpg
92,qxsw,Pink,mtpv,Boat,Tree,match,0,1,BlackTree_2.jpg,PinkTree_1.jpg,GreenTree_3.jpg,BlackBoat_2.jpg
93,rjdnw,Black,zbxlv,Plane,Tree,match,0,2,BrownTree_3.jpg,BlackTree_1.jpg,GreenTree_1.jpg,BlackTree_1.jpg
94,zbxlv,Green,wvcnz,Cross,Tree,mismatch,1,0,PinkLamp_2.jpg,GreenLock_2.jpg,BlueBow_1.jpg,PinkFork_3.jpg
95,xkq,Red,xkq,Cup,Tree,mismatch,1,0,BrownBag_2.jpg,RedSquare_2.jpg,RedKey_2.jpg,BlueDisc_3.jpg
96,mtpv,Pink,qxsw,Boat,House,match,0,1,PinkHouse_1.jpg,PinkHouse_2.jpg,GreenHouse_1.jpg,BrownBoat_1.jpg
97,xkq,Red,xkq,Cup,House,match,0,2,BrownHouse_2.jpg,RedHouse_1.jpg,GreenHouse_1.jpg,BlueHouse_3.jpg
98,rjdnw,Green,zbxlv,Plane,House,mismatch,3,0,PinkCane_3.jpg,PinkCup_2.jpg,PinkBoat_1.jpg,BlueCross_2.jpg
99,qxsw,Blue,mtpv,Lamp,House,mismatch,3,0,BlackBell_2.jpg,BlackHeart_2.jpg,BlueFlag_3.jpg,GreenTree_1.jpg
