,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,xkq,Red,xkq,Cup,Disc,match,0,1,GreenDisc_1.jpg,RedDisc_2.jpg,PinkDisc_2.jpg,RedCup_2.jpg
1,zbxlv,Brown,wvcnz,House,Disc,match,0,2,RedDisc_1.jpg,BrownDisc_3.jpg,RedDisc_1.jpg,RedDisc_3.jpg
2,rjdnw,Green,rjdnw,Plane,Disc,mismatch,1,0,RedCar_1.jpg,GreenFlag_2.jpg,BrownTree_2.jpg,BlackFlag_1.jpg
3,qxsw,Blue,qxsw,Lamp,Disc,mismatch,1,0,GreenBoat_3.jpg,BlueCup_1.jpg,BlackHeart_2.jpg,BlackSquare_3.jpg
4,rjdnw,Brown,zbxlv,House,Plane,match,0,1,RedPlane_2.jpg,BrownPlane_3.jpg,GreenPlane_2.jpg,PinkHouse_1.jpg
5,wvcnz,Black,wvcnz,Cross,Plane,match,0,2,RedPlane_1.jpg,BlackPlane_1.jpg,BluePlane_3.jpg,RedPlane_3.jpg
6,qxsw,Blue,qxsw,Boat,Plane,mismatch,1,0,BlackBow_2.jpg,BlueBone_2.jpg,BrownLamp_3.jpg,RedTree_3.jpg
7,xkq,Red,xkq,Cup,Plane,mismatch,2,0,BrownFork_1.jpg,BrownPlane_1.jpg,RedFlag_3.jpg,BrownLamp_2.jpg
8,zbxlv,Green,wvcnz,Cross,Bag,match,0,1,PinkBag_3.jpg,GreenBag_3.jpg,BlackBag_2.jpg,BlueCross_3.jpg
9,wvcnz,Brown,rjdnw,Plane,Bag,match,0,2,RedBag_1.jpg,BrownBag_3.jpg,BlackBag_2.jpg,RedBag_1.jpg
10,xkq,Red,xkq,Cup,Bag,mismatch,1,0,PinkLeaf_3.jpg,RedSquare_2.jpg,RedLock_2.jpg,BlueShoe_1.jpg
11,mtpv,Pink,mtpv,Boat,Bag,mismatch,3,0,PinkCar_2.jpg,PinkDisc_1.jpg,BlueFork_2.jpg,GreenCup_1.jpg
12,xkq,Red,xkq,Cup,Lock,match,0,1,BlueLock_1.jpg,RedLock_2.jpg,BlackLock_1.jpg,GreenCup_3.jpg
13,wvcnz,Green,wvcnz,Cross,Lock,match,0,2,BrownLock_3.jpg,GreenLock_3.jpg,GreenLock_3.jpg,BlackLock_3.jpg
14,rjdnw,Brown,rjdnw,Plane,Lock,mismatch,3,0,RedTree_1.jpg,BrownCup_3.jpg,PinkBag_2.jpg,BlueCross_2.jpg
15,mtpv,Blue,mtpv,Lamp,Lock,mismatch,2,0,RedKey_2.jpg,PinkLock_3.jpg,BlueBone_2.jpg,BrownLeaf_1.jpg
16,zbxlv,Brown,wvcnz,Plane,Cane,match,0,1,RedCane_2.jpg,BrownCane_3.jpg,BlueCane_1.jpg,GreenPlane_3.jpg
17,wvcnz,Black,zbxlv,Cross,Cane,match,0,2,BlueCane_2.jpg,BlackCane_3.jpg,RedCane_1.jpg,PinkCane_3.jpg
18,qxsw,Blue,mtpv,Lamp,Cane,mismatch,1,0,BlueBag_1.jpg,BlueStar_3.jpg,PinkLamp_2.jpg,RedTree_1.jpg
