,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,xkq,Red,xkq,Cup,Disc,match,0,1,BlueDisc_2.jpg,RedDisc_2.jpg,GreenDisc_1.jpg,PinkCup_2.jpg
1,wvcnz,Brown,wvcnz,Plane,Disc,match,0,2,BlueDisc_2.jpg,BrownDisc_3.jpg,BlueDisc_2.jpg,RedDisc_2.jpg
2,qxsw,Pink,mtpv,Boat,Disc,mismatch,3,0,BrownFork_2.jpg,BlackHand_1.jpg,BrownBag_2.jpg,BrownLock_2.jpg
3,mtpv,Blue,qxsw,Lamp,Disc,mismatch,2,0,BlackBell_3.jpg,PinkDisc_3.jpg,RedBoat_3.jpg,BrownNote_2.jpg
4,xkq,Red,xkq,Cup,Plane,match,0,1,GreenPlane_3.jpg,RedPlane_1.jpg,BrownPlane_1.jpg,GreenCup_3.jpg
5,mtpv,Blue,qxsw,Boat,Plane,match,0,2,RedPlane_1.jpg,BluePlane_1.jpg,PinkPlane_1.jpg,GreenPlane_2.jpg
6,zbxlv,Brown,zbxlv,House,Plane,mismatch,2,0,RedLamp_1.jpg,BluePlane_1.jpg,BlackCar_2.jpg,BlueTree_1.jpg
7,qxsw,Pink,mtpv,Lamp,Plane,mismatch,3,0,BlueStar_2.jpg,BlackHand_2.jpg,BlueDisc_2.jpg,BrownTree_1.jpg
8,qxsw,Blue,mtpv,Boat,Bag,match,0,1,PinkBag_1.jpg,BlueBag_3.jpg,BrownBag_3.jpg,PinkBoat_1.jpg
9,xkq,Red,xkq,Cup,Bag,match,0,2,RedBag_3.jpg,RedBag_1.jpg,BlackBag_2.jpg,BlackBag_2.jpg
10,mtpv,Pink,qxsw,Lamp,Bag,mismatch,2,0,BrownKey_3.jpg,GreenBag_1.jpg,BlackTree_1.jpg,RedDisc_1.jpg
11,wvcnz,Brown,wvcnz,House,Bag,mismatch,2,0,BrownCross_2.jpg,BlackBag_2.jpg,GreenNote_2.jpg,GreenCup_2.jpg
12,zbxlv,Brown,wvcnz,Cross,Lock,match,0,1,RedLock_2.jpg,BrownLock_3.jpg,BlueLock_1.jpg,BlueCross_2.jpg
13,xkq,Red,xkq,Cup,Lock,match,0,2,PinkLock_2.jpg,RedLock_3.jpg,BlueLock_1.jpg,BlueLock_2.jpg
14,qxsw,Blue,qxsw,Boat,Lock,mismatch,1,0,GreenHand_2.jpg,BlueCup_2.jpg,BlueDisc_1.jpg,BrownBone_3.jpg
15,wvcnz,Black,rjdnw,Plane,Lock,mismatch,3,0,BlackCar_2.jpg,RedCane_3.jpg,BlueCar_2.jpg,GreenTree_2.jpg
16,xkq,Red,xkq,Cup,Cane,match,0,1,BlackCane_3.jpg,RedCane_1.jpg,BrownCane_3.jpg,GreenCup_3.jpg
17,qxsw,Blue,mtpv,Boat,Cane,match,0,2,PinkCane_2.jpg,BlueCane_3.jpg,GreenCane_3.jpg,BrownCane_2.jpg
18,mtpv,Pink,qxsw,Lamp,Cane,mismatch,3,0,BlueBag_3.jpg,BrownFlag_1.jpg,GreenBoat_3.jpg,BrownTree_3.jpg
19,wvcnz,Green,wvcnz,Cross,Cane,mismatch,1,0,BlueBone_2.jpg,GreenFork_3.jpg,PinkLeaf_1.jpg,RedHouse_3.jpg
20,zbxlv,Black,zbxlv,House,Hand,match,0,1,GreenHand_1.jpg,BlackHand_2.jpg,BlueHand_2.jpg,BlackHouse_2.jpg
21,mtpv,Blue,qxsw,Boat,Hand,match,0,2,GreenHand_1.jpg,BlueHand_2.jpg,PinkHand_1.jpg,BlackHand_3.jpg
22,qxsw,Pink,mtpv,Lamp,Hand,mismatch,3,0,BlackHouse_1.jpg,RedCup_3.jpg,PinkPlane_3.jpg,PinkDisc_3.jpg
23,xkq,Red,xkq,Cup,Hand,mismatch,3,0,GreenTree_1.jpg,RedFlag_3.jpg,BlueBow_2.jpg,RedLamp_1.jpg
