,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,rjdnw,Green,wvcnz,Cross,Disc,match,0,1,BrownDisc_3.jpg,GreenDisc_2.jpg,GreenDisc_1.jpg,BrownCross_1.jpg
1,qxsw,Pink,qxsw,Boat,Disc,match,0,2,GreenDisc_1.jpg,PinkDisc_2.jpg,GreenDisc_2.jpg,PinkDisc_1.jpg
2,zbxlv,Brown,zbxlv,Plane,Disc,mismatch,2,0,BluePlane_1.jpg,BlackDisc_3.jpg,PinkKey_3.jpg,BlueFork_1.jpg
3,wvcnz,Black,rjdnw,House,Disc,mismatch,1,0,BrownBone_3.jpg,BlackHouse_3.jpg,PinkKey_1.jpg,BlueLamp_2.jpg
4,rjdnw,Black,wvcnz,Cross,Plane,match,0,1,RedPlane_3.jpg,BlackPlane_3.jpg,BluePlane_1.jpg,PinkCross_2.jpg
5,xkq,Red,xkq,Cup,Plane,match,0,2,GreenPlane_3.jpg,RedPlane_3.jpg,BlackPlane_3.jpg,PinkPlane_2.jpg
6,mtpv,Blue,qxsw,Lamp,Plane,mismatch,3,0,RedHouse_2.jpg,PinkLock_2.jpg,BlackBoat_3.jpg,RedBone_2.jpg
7,zbxlv,Brown,rjdnw,House,Plane,mismatch,2,0,GreenBell_3.jpg,BlackPlane_2.jpg,BlackLamp_3.jpg,BlueLock_2.jpg
8,rjdnw,Black,wvcnz,Cross,Bag,match,0,1,RedBag_3.jpg,BlackBag_1.jpg,GreenBag_2.jpg,RedCross_2.jpg
9,zbxlv,Brown,rjdnw,Plane,Bag,match,0,2,PinkBag_2.jpg,BrownBag_3.jpg,RedBag_3.jpg,GreenBag_1.jpg
10,mtpv,Pink,mtpv,Lamp,Bag,mismatch,3,0,RedHand_3.jpg,GreenNote_3.jpg,GreenCross_1.jpg,BrownHand_3.jpg
11,xkq,Red,xkq,Cup,Bag,mismatch,1,0,PinkPlane_1.jpg,RedBoat_1.jpg,BrownBell_2.jpg,RedCane_3.jpg
12,qxsw,Blue,qxsw,Lamp,Lock,match,0,1,PinkLock_3.jpg,BlueLock_1.jpg,RedLock_2.jpg,BlackLamp_1.jpg
13,zbxlv,Green,zbxlv,House,Lock,match,0,2,BlackLock_2.jpg,GreenLock_2.jpg,PinkLock_1.jpg,BlueLock_2.jpg
14,rjdnw,Brown,wvcnz,Cross,Lock,mismatch,3,0,RedBone_2.jpg,BrownLamp_1.jpg,PinkCar_2.jpg,PinkHeart_2.jpg
15,mtpv,Pink,mtpv,Boat,Lock,mismatch,2,0,BlackNote_3.jpg,BlueLock_3.jpg,PinkShoe_1.jpg,BlueSquare_3.jpg
16,qxsw,Pink,mtpv,Boat,Cane,match,0,1,GreenCane_2.jpg,PinkCane_3.jpg,GreenCane_1.jpg,BrownBoat_2.jpg
17,mtpv,Blue,qxsw,Lamp,Cane,match,0,2,BlackCane_2.jpg,BlueCane_2.jpg,RedCane_1.jpg,GreenCane_1.jpg
18,xkq,Red,xkq,Cup,Cane,mismatch,1,0,BlackShoe_2.jpg,RedDisc_1.jpg,RedCross_1.jpg,GreenFlag_3.jpg
19,wvcnz,Black,rjdnw,Cross,Cane,mismatch,1,0,BrownBag_1.jpg,BlackKey_3.jpg,RedBone_3.jpg,BrownBell_1.jpg
20,zbxlv,Brown,zbxlv,Cross,Hand,match,0,1,RedHand_1.jpg,BrownHand_1.jpg,RedHand_1.jpg,BlueCross_3.jpg
