,Consonant_COMP,Modifier_COMP,Consonant_LIST,Modifier_LIST,Head,Match,Mismatch_Type,List_Match,Image_COMP_1W,Image_COMP_2W,Image_LIST_1W,Image_LIST_2W
0,rjdnw,Black,zbxlv,Plane,Disc,match,0,1,BrownDisc_2.jpg,BlackDisc_2.jpg,GreenDisc_2.jpg,BlackPlane_1.jpg
1,zbxlv,Brown,wvcnz,Cross,Disc,match,0,2,PinkDisc_1.jpg,BrownDisc_1.jpg,BlackDisc_3.jpg,RedDisc_3.jpg
2,xkq,Red,xkq,Cup,Disc,mismatch,2,0,RedHand_1.jpg,BlueDisc_3.jpg,PinkCane_2.jpg,BlackTree_1.jpg
3,wvcnz,Green,rjdnw,House,Disc,mismatch,2,0,RedHeart_2.jpg,BlueDisc_3.jpg,BrownBell_2.jpg,BlueSquare_2.jpg
4,mtpv,Blue,qxsw,Boat,Plane,match,0,1,BluePlane_1.jpg,BluePlane_2.jpg,PinkPlane_1.jpg,BlueBoat_1.jpg
5,qxsw,Pink,mtpv,Lamp,Plane,match,0,2,BrownPlane_1.jpg,PinkPlane_1.jpg,BrownPlane_2.jpg,RedPlane_2.jpg
6,xkq,Red,xkq,Cup,Plane,mismatch,2,0,BlackLeaf_2.jpg,RedPlane_1.jpg,BlueCar_1.jpg,PinkBell_3.jpg
7,wvcnz,Brown,zbxlv,Cross,Plane,mismatch,2,0,BlackFlag_1.jpg,BlackPlane_2.jpg,BlackCane_3.jpg,BrownCane_3.jpg
8,rjdnw,Brown,zbxlv,House,Bag,match,0,1,PinkBag_3.jpg,BrownBag_3.jpg,BrownBag_3.jpg,BlackHouse_2.jpg
9,xkq,Red,xkq,Cup,Bag,match,0,2,GreenBag_2.jpg,RedBag_2.jpg,BrownBag_1.jpg,BlackBag_1.jpg
10,mtpv,Pink,qxsw,Lamp,Bag,mismatch,3,0,BrownLamp_1.jpg,BlueLeaf_2.jpg,PinkLamp_2.jpg,BrownSquare_3.jpg
11,zbxlv,Black,rjdnw,Plane,Bag,mismatch,1,0,PinkPlane_3.jpg,BlackLock_2.jpg,BlackPlane_3.jpg,RedFlag_1.jpg
12,zbxlv,Green,zbxlv,Plane,Lock,match,0,1,RedLock_1.jpg,GreenLock_2.jpg,RedLock_1.jpg,BlackPlane_2.jpg
13,xkq,Red,xkq,Cup,Lock,match,0,2,BlueLock_2.jpg,RedLock_2.jpg,BrownLock_1.jpg,GreenLock_2.jpg
14,mtpv,Blue,qxsw,Lamp,Lock,mismatch,2,0,BlueLamp_2.jpg,GreenLock_1.jpg,BlueBow_2.jpg,GreenBag_1.jpg
15,rjdnw,Brown,wvcnz,House,Lock,mismatch,3,0,RedHeart_2.jpg,BlueShoe_1.jpg,PinkStar_3.jpg,BlueNote_1.jpg
16,mtpv,Pink,mtpv,Lamp,Cane,match,0,1,RedCane_1.jpg,PinkCane_2.jpg,RedCane_1.jpg,BlueLamp_2.jpg
17,qxsw,Blue,qxsw,Boat,Cane,match,0,2,BrownCane_3.jpg,BlueCane_3.jpg,PinkCane_2.jpg,BlackCane_3.jpg
18,xkq,Red,xkq,Cup,Cane,mismatch,2,0,PinkBell_1.jpg,GreenCane_2.jpg,RedShoe_3.jpg,GreenShoe_3.jpg
19,wvcnz,Green,zbxlv,Cross,Cane,mismatch,1,0,BlueBow_1.jpg,GreenBoat_1.jpg,BlackBell_1.jpg,BrownBoat_3.jpg
20,wvcnz,Brown,zbxlv,House,Hand,match,0,1,BlackHand_2.jpg,BrownHand_2.jpg,BlackHand_2.jpg,GreenHouse_1.jpg
21,xkq,Red,xkq,Cup,Hand,match,0,2,BlueHand_2.jpg,RedHand_1.jpg,BlueHand_3.jpg,BlueHand_2.jpg
